ID	adj.P.Val	P.Value	Gene.symbol	Gene.title	Gene.ID
7945730	0.8614721	6.01e-01	ASCL2	achaete-scute family bHLH transcription factor 2	430
7926299	0.8614721	6.01e-01	HSPA14	heat shock protein family A (Hsp70) member 14	51182
8171034	0.8614721	6.01e-01	SPRY3	sprouty RTK signaling antagonist 3	10251
8176955	0.8614721	6.01e-01	SPRY3	sprouty RTK signaling antagonist 3	10251
7894459	0.8614721	6.01e-01			
8139723	0.8614721	6.01e-01	FKBP9P1	FK506 binding protein 9 pseudogene 1	360132
8112918	0.8614721	6.01e-01			
8109995	0.86158634	6.01e-01	LOC100288254	uncharacterized LOC100288254	100288254
8018993	0.86160603	6.01e-01	RBFOX3	RNA binding protein, fox-1 homolog 3	146713
7967711	0.86160965	6.01e-01	DDX51	DEAD-box helicase 51	317781
8105151	0.86160965	6.01e-01			
7997735	0.86161448	6.01e-01	FOXL1	forkhead box L1	2300
7895575	0.86161448	6.01e-01			
8024936	0.86161448	6.01e-01	SAFB	scaffold attachment factor B	6294
8076449	0.86161448	6.01e-01	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene	91695
8030403	0.86164725	6.01e-01	PRR12	proline rich 12	57479
8166587	0.86164725	6.01e-01	MAGEB10	MAGE family member B10	139422
8143132	0.86164725	6.01e-01	LUZP6///MTPN	leucine zipper protein 6///myotrophin	767558///136319
7921533	0.86164725	6.01e-01	KCNJ10	potassium voltage-gated channel subfamily J member 10	3766
7966779	0.86164725	6.01e-01	NOS1	nitric oxide synthase 1	4842
7894540	0.86165053	6.01e-01			
8049799	0.86168961	6.01e-01	ANO7	anoctamin 7	50636
7896562	0.86168961	6.01e-01			
8169904	0.86168961	6.01e-01	SLC25A14	solute carrier family 25 member 14	9016
7998444	0.86176176	6.01e-01			
8083594	0.86176176	6.01e-01	PTX3	pentraxin 3	5806
8162719	0.86176176	6.02e-01	HEMGN	hemogen	55363
8088996	0.86176176	6.02e-01			
8136471	0.86176176	6.02e-01			
8143564	0.86176176	6.02e-01	FAM131B	family with sequence similarity 131 member B	9715
8156919	0.86179305	6.02e-01	MURC	muscle related coiled-coil protein	347273
8010188	0.86180466	6.02e-01	TNRC6C	trinucleotide repeat containing 6C	57690
8111203	0.86190956	6.02e-01	LOC285696	uncharacterized LOC285696	285696
7977117	0.86194148	6.02e-01			
8103366	0.86197881	6.02e-01			
8005749	0.86197881	6.02e-01			
7987468	0.86200725	6.02e-01			
8118218	0.86200725	6.02e-01	CSNK2B	casein kinase 2 beta	1460
7892534	0.86200725	6.02e-01			
8019273	0.86201723	6.02e-01	ALYREF	Aly/REF export factor	10189
8097780	0.86201723	6.02e-01			
8060086	0.86201723	6.02e-01	COPS9///COPS9	COP9 signalosome subunit 9///COP9 signalosome subunit 9	150678///150678
8066444	0.86201723	6.02e-01	LINC01260	long intergenic non-protein coding RNA 1260	79015
7895109	0.86201723	6.02e-01			
8002919	0.8620565	6.02e-01	KARS	lysyl-tRNA synthetase	3735
8111885	0.8620565	6.02e-01			
8163936	0.86211173	6.02e-01	LHX6	LIM homeobox 6	26468
8175393	0.86217768	6.02e-01	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6	9459
8067495	0.86217768	6.02e-01	CABLES2	Cdk5 and Abl enzyme substrate 2	81928
7970622	0.86217768	6.02e-01			
7900999	0.86217768	6.02e-01	C1orf228	chromosome 1 open reading frame 228	339541
8178050	0.86231504	6.02e-01	CSNK2B	casein kinase 2 beta	1460
8174820	0.86233132	6.03e-01	C1GALT1C1	C1GALT1 specific chaperone 1	29071
7969701	0.86236061	6.03e-01			
8136795	0.86243078	6.03e-01	PRSS1	protease, serine 1	5644
7895671	0.86243078	6.03e-01			
7932911	0.86243078	6.03e-01	KIF5B///KIF5B	kinesin family member 5B///kinesin family member 5B	3799///3799
7896352	0.86243078	6.03e-01			
8072946	0.86243078	6.03e-01	EIF3L	eukaryotic translation initiation factor 3 subunit L	51386
8095246	0.86243078	6.03e-01	ARL9	ADP ribosylation factor like GTPase 9	132946
8173198	0.86243078	6.03e-01	SPIN2A	spindlin family member 2A	54466
7895324	0.86243078	6.03e-01			
7896033	0.86243078	6.03e-01			
8022340	0.86243078	6.03e-01			
7911307	0.86247666	6.03e-01	RPL23AP87///RPL23AP82///RPL23AP7	ribosomal protein L23a pseudogene 87///ribosomal protein L23a pseudogene 82///ribosomal protein L23a pseudogene 7	388574///284942///118433
8099406	0.86252793	6.03e-01	NKX3-2	NK3 homeobox 2	579
8052091	0.86280546	6.03e-01	NRXN1	neurexin 1	9378
8137352	0.86296909	6.03e-01	SLC4A2	solute carrier family 4 member 2	6522
7932867	0.86296909	6.03e-01	ZNF438///ZNF438	zinc finger protein 438///zinc finger protein 438	220929///220929
8012841	0.86298564	6.03e-01			
7932721	0.86299242	6.03e-01	LRRC37A6P	leucine rich repeat containing 37 member A6, pseudogene	387646
7894864	0.86299242	6.03e-01			
8085579	0.86299242	6.04e-01			
8042696	0.86301109	6.04e-01	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	6697
8111127	0.86301109	6.04e-01	MARCH11	membrane associated ring-CH-type finger 11	441061
8030364	0.86301109	6.04e-01	SNORD34	small nucleolar RNA, C/D box 34	26817
7893732	0.86301109	6.04e-01			
7899595	0.86301109	6.04e-01	MATN1-AS1	MATN1 antisense RNA 1	100129196
8123843	0.86301109	6.04e-01	OFCC1	orofacial cleft 1 candidate 1	266553
8037788	0.86301109	6.04e-01	DACT3	dishevelled binding antagonist of beta catenin 3	147906
7969048	0.86301109	6.04e-01			
8039477	0.86301109	6.04e-01	FAM71E2	family with sequence similarity 71 member E2	284418
7894020	0.86301109	6.04e-01			
8130142	0.86301109	6.04e-01	LRP11	LDL receptor related protein 11	84918
8144717	0.86302535	6.04e-01			
8102352	0.8630479	6.04e-01	PITX2	paired like homeodomain 2	5308
7966425	0.86304915	6.04e-01			
8048478	0.86304915	6.04e-01	ZFAND2B	zinc finger AN1-type containing 2B	130617
8110074	0.8630742	6.04e-01	HMP19	HMP19 protein	51617
8158418	0.86307964	6.04e-01	ENDOG	endonuclease G	2021
7953284	0.86312337	6.04e-01	NTF3	neurotrophin 3	4908
8117192	0.86312528	6.04e-01			
7973962	0.86316473	6.04e-01	DPPA3P2	developmental pluripotency associated 3 pseudogene 2	400206
7975455	0.86317313	6.04e-01			
8061986	0.86321753	6.04e-01	ITCH	itchy E3 ubiquitin protein ligase	83737
8042556	0.86321753	6.04e-01			
8086498	0.86321753	6.04e-01	KIAA1143	KIAA1143	57456
8135197	0.86321753	6.04e-01	SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1	102723555///100310812///729597///728524///441273///441272///441251///285955
7941863	0.86321753	6.04e-01			
7893069	0.86321753	6.04e-01			
7896534	0.86321753	6.04e-01			
8085554	0.86321753	6.04e-01			
7968272	0.86321753	6.04e-01			
8168875	0.86325808	6.05e-01	ARMCX3	armadillo repeat containing, X-linked 3	51566
8103873	0.86325808	6.05e-01			
8054834	0.86325808	6.05e-01	C1QL2	complement C1q like 2	165257
8066459	0.86325808	6.05e-01			
7894536	0.86325808	6.05e-01			
8064591	0.86325808	6.05e-01	LZTS3	leucine zipper tumor suppressor family member 3	9762
8099240	0.86333819	6.05e-01			
8168098	0.86336375	6.05e-01	DGAT2L6	diacylglycerol O-acyltransferase 2 like 6	347516
8090891	0.86336496	6.05e-01			
8069444	0.86337009	6.05e-01			
8055214	0.86346149	6.05e-01	CYP4F30P///CYP4F62P///FAR2P1	cytochrome P450 family 4 subfamily F member 30, pseudogene///cytochrome P450 family 4 subfamily F member 62, pseudogene///fatty acyl-CoA reductase 2 pseudogene 1	100132708///646802///440905
7893226	0.86346281	6.05e-01			
8064003	0.86346281	6.05e-01	DPH3P1	diphthamide biosynthesis 3 pseudogene 1	100132911
7903777	0.86347465	6.05e-01	GSTM5	glutathione S-transferase mu 5	2949
8111387	0.86358043	6.05e-01	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792
8116070	0.86358394	6.05e-01	PDLIM7	PDZ and LIM domain 7	9260
7970840	0.86364266	6.05e-01			
7916412	0.86364266	6.05e-01	FAM151A	family with sequence similarity 151 member A	338094
7971484	0.86364266	6.05e-01			
7963366	0.86364266	6.05e-01	KRT85	keratin 85	3891
7949545	0.86369548	6.05e-01	EIF1AD	eukaryotic translation initiation factor 1A domain containing	84285
7895147	0.86372339	6.05e-01			
7974363	0.86372339	6.05e-01	PTGDR	prostaglandin D2 receptor	5729
7934842	0.8637792	6.05e-01	MMRN2	multimerin 2	79812
7919574	0.86382508	6.06e-01			
8115340	0.86382903	6.06e-01			
8112841	0.86382903	6.06e-01	HOMER1	homer scaffolding protein 1	9456
8174853	0.86389394	6.06e-01	CT47A12///CT47A1///CT47A2///CT47A3///CT47A4///CT47A5///CT47A6///CT47A8///CT47A9///CT47A10///CT47A7///CT47B1///CT47A11	cancer/testis antigen family 47, member A12///cancer/testis antigen family 47, member A1///cancer/testis antigen family 47, member A2///cancer/testis antigen family 47, member A3///cancer/testis antigen family 47, member A4///cancer/testis antigen family 47, member A5///cancer/testis antigen family 47, member A6///cancer/testis antigen family 47, member A8///cancer/testis antigen family 47, member A9///cancer/testis antigen family 47, member A10///cancer/testis antigen family 47, member A7///cancer/testis antigen family 47, member B1///cancer/testis antigen family 47, member A11	100507170///728096///728090///728082///728075///728072///728062///728049///728042///728036///653282///643311///255313
8034608	0.86392064	6.06e-01	LYL1	LYL1, basic helix-loop-helix family member	4066
7892658	0.86397791	6.06e-01			
7896659	0.86413053	6.06e-01			
8031489	0.86428661	6.06e-01	ZNF628	zinc finger protein 628	89887
8132245	0.86433432	6.06e-01	FLJ20712	uncharacterized FLJ20712	55025
8170237	0.86439236	6.06e-01	LOC389895	chromosome 16 open reading frame 72-like	389895
8043725	0.8644072	6.06e-01	ZAP70	zeta chain of T cell receptor associated protein kinase 70	7535
8173412	0.86457157	6.06e-01			
7996027	0.86457157	6.06e-01	CX3CL1	C-X3-C motif chemokine ligand 1	6376
7911403	0.86457157	6.06e-01	TNFRSF18	TNF receptor superfamily member 18	8784
7966122	0.86457157	6.06e-01	TMEM119	transmembrane protein 119	338773
8042896	0.86457157	6.06e-01	TLX2	T-cell leukemia homeobox 2	3196
7959314	0.86457157	6.07e-01	SETD1B	SET domain containing 1B	23067
8021440	0.86457157	6.07e-01			
8156982	0.86457157	6.07e-01	SMC2	structural maintenance of chromosomes 2	10592
8063949	0.86457157	6.07e-01	MRGBP	MRG/MORF4L binding protein	55257
8038078	0.86457157	6.07e-01	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	10945
7896203	0.86457157	6.07e-01			
8013917	0.86457157	6.07e-01			
8069340	0.86457157	6.07e-01	YBEY	ybeY metallopeptidase (putative)	54059
7971417	0.86457157	6.07e-01			
8128447	0.86457157	6.07e-01	MCHR2	melanin concentrating hormone receptor 2	84539
7921840	0.86457157	6.07e-01	NR1I3	nuclear receptor subfamily 1 group I member 3	9970
8103518	0.86459001	6.07e-01	ANP32C	acidic nuclear phosphoprotein 32 family member C	23520
7959574	0.86459001	6.07e-01	KMT5A	lysine methyltransferase 5A	387893
8039389	0.86459001	6.07e-01	PTPRH	protein tyrosine phosphatase, receptor type H	5794
7895877	0.86459001	6.07e-01			
8109350	0.86459001	6.07e-01	SLC36A1	solute carrier family 36 member 1	206358
7894843	0.86459001	6.07e-01			
7892980	0.86459001	6.07e-01			
7989661	0.86459001	6.07e-01	OAZ2	ornithine decarboxylase antizyme 2	4947
8058460	0.86459517	6.07e-01			
8137635	0.86459517	6.07e-01	LOC100506557	uncharacterized LOC100506557	100506557
8028806	0.86459517	6.07e-01	SPTBN4	spectrin beta, non-erythrocytic 4	57731
8174666	0.86459517	6.07e-01			
7998878	0.86459517	6.07e-01	PRSS22	protease, serine 22	64063
7969563	0.86459517	6.07e-01			
8120981	0.86459517	6.07e-01			
7964577	0.8646656	6.07e-01	PP12719	uncharacterized LOC100653022	100653022
8125825	0.8646656	6.07e-01	RPS10-NUDT3///NUDT3	RPS10-NUDT3 readthrough///nudix hydrolase 3	100529239///11165
7940987	0.8646656	6.07e-01			
8035080	0.8646656	6.07e-01			
7892913	0.8646656	6.07e-01			
8100599	0.8646656	6.07e-01			
7994216	0.86470604	6.07e-01	SLC5A11	solute carrier family 5 member 11	115584
7969243	0.86470604	6.07e-01	CKAP2	cytoskeleton associated protein 2	26586
8080487	0.86470604	6.07e-01	PRKCD	protein kinase C delta	5580
7986603	0.86470643	6.07e-01	LOC646214	p21 protein (Cdc42/Rac)-activated kinase 2 pseudogene	646214
8084648	0.86481134	6.08e-01	AHSG	alpha 2-HS glycoprotein	197
7918313	0.86481134	6.08e-01	MYBPHL	myosin binding protein H like	343263
8140850	0.86481134	6.08e-01			
7893821	0.86481134	6.08e-01			
8115158	0.86481134	6.08e-01	RPS14	ribosomal protein S14	6208
8112996	0.86481134	6.08e-01			
7943573	0.86484437	6.08e-01	LOC643923	uncharacterized LOC643923	643923
7978132	0.86484437	6.08e-01	IPO4	importin 4	79711
7892747	0.86484437	6.08e-01			
7977075	0.86484437	6.08e-01	SNORA28	small nucleolar RNA, H/ACA box 28	677811
7982564	0.86484437	6.08e-01	SPRED1	sprouty related EVH1 domain containing 1	161742
7923958	0.864875	6.08e-01	C1orf116	chromosome 1 open reading frame 116	79098
7895250	0.86498008	6.08e-01			
7897561	0.86502356	6.08e-01	KIF1B	kinesin family member 1B	23095
7978909	0.8650878	6.08e-01			
8000346	0.8651099	6.08e-01	ERN2	endoplasmic reticulum to nucleus signaling 2	10595
7972428	0.86525054	6.08e-01	OXGR1	oxoglutarate receptor 1	27199
7894396	0.86525054	6.08e-01			
7956399	0.86525054	6.08e-01			
7967032	0.86525893	6.08e-01			
7950003	0.86525893	6.08e-01	MRGPRD	MAS related GPR family member D	116512
7894103	0.86527122	6.08e-01			
7978285	0.86527122	6.08e-01	ADCY4	adenylate cyclase 4	196883
7928819	0.86530342	6.09e-01			
7934393	0.86530342	6.09e-01	PPP3CB	protein phosphatase 3 catalytic subunit beta	5532
8129099	0.86530342	6.09e-01	TSPYL1	TSPY like 1	7259
8100338	0.86530797	6.09e-01	ERVMER34-1	endogenous retrovirus group MER34 member 1	100288413
8156058	0.86544252	6.09e-01			
8158829	0.86544252	6.09e-01	PRRC2B	proline rich coiled-coil 2B	84726
8126452	0.86544252	6.09e-01	PEX6	peroxisomal biogenesis factor 6	5190
7892559	0.86544252	6.09e-01			
8108568	0.86544252	6.09e-01	IK	IK cytokine, down-regulator of HLA II	3550
8145083	0.86544252	6.09e-01	BMP1	bone morphogenetic protein 1	649
7903854	0.86544252	6.09e-01	SLC6A17	solute carrier family 6 member 17	388662
7896105	0.86544252	6.09e-01			
8167642	0.86544252	6.09e-01	BMP15	bone morphogenetic protein 15	9210
7934101	0.86544252	6.09e-01	AIFM2	apoptosis inducing factor, mitochondria associated 2	84883
7892681	0.86545306	6.09e-01			
8015115	0.86545306	6.09e-01	KRT12	keratin 12	3859
8027824	0.86545306	6.09e-01	MAG	myelin associated glycoprotein	4099
7929653	0.86545306	6.09e-01	ANKRD2	ankyrin repeat domain 2	26287
8146120	0.86545306	6.09e-01			
8104812	0.86547052	6.09e-01	TTC23L///TTC23L	tetratricopeptide repeat domain 23 like///tetratricopeptide repeat domain 23 like	153657///153657
7894973	0.86550011	6.09e-01			
7931097	0.86550405	6.09e-01	HTRA1	HtrA serine peptidase 1	5654
8007550	0.86556811	6.09e-01	NAGS	N-acetylglutamate synthase	162417
7952426	0.86558708	6.09e-01	VSIG2	V-set and immunoglobulin domain containing 2	23584
7973838	0.86558708	6.09e-01			
8034276	0.86558708	6.09e-01	ZNF653	zinc finger protein 653	115950
8101207	0.86558708	6.09e-01	SOWAHB	sosondowah ankyrin repeat domain family member B	345079
7995668	0.86558708	6.09e-01	IRX5	iroquois homeobox 5	10265
8098938	0.86558708	6.10e-01			
8087254	0.86558708	6.10e-01	IMPDH2	inosine monophosphate dehydrogenase 2	3615
8095005	0.86558708	6.10e-01			
8002992	0.86558708	6.10e-01	C16orf46	chromosome 16 open reading frame 46	123775
8143205	0.86558708	6.10e-01			
7899093	0.86558708	6.10e-01	FAM110D	family with sequence similarity 110 member D	79927
8094772	0.86558708	6.10e-01			
8044634	0.86558708	6.10e-01	FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4	forkhead box D4-like 5///forkhead box D4-like 6///forkhead box D4-like 3///forkhead box D4-like 1///forkhead box D4	653427///653404///286380///200350///2298
7895680	0.86560098	6.10e-01			
8085118	0.86560098	6.10e-01			
7908940	0.865684	6.10e-01	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	493
8151123	0.86573755	6.10e-01	PTTG3P	pituitary tumor-transforming 3, pseudogene	26255
8013509	0.86579239	6.10e-01	NATD1	N-acetyltransferase domain containing 1	256302
8006762	0.86579239	6.10e-01	MRPL45	mitochondrial ribosomal protein L45	84311
7895721	0.86579239	6.10e-01			
8032491	0.86579239	6.10e-01	LMNB2	lamin B2	84823
7906467	0.86579239	6.10e-01			
8024282	0.86579239	6.10e-01	DAZAP1	DAZ associated protein 1	26528
8170280	0.86579239	6.10e-01			
8085138	0.86591589	6.10e-01	OXTR	oxytocin receptor	5021
7899075	0.86592804	6.10e-01	EXTL1	exostosin like glycosyltransferase 1	2134
8004237	0.86592804	6.10e-01	RNASEK-C17orf49///RNASEK	RNASEK-C17orf49 readthrough///ribonuclease K	100529209///440400
8101657	0.86593404	6.10e-01			
8122805	0.86593404	6.10e-01			
7892635	0.86599411	6.10e-01			
8053278	0.86606781	6.10e-01	EVA1A	eva-1 homolog A, regulator of programmed cell death	84141
8028030	0.86612004	6.10e-01	ARHGAP33	Rho GTPase activating protein 33	115703
8032507	0.86616682	6.11e-01			
7945539	0.86625323	6.11e-01	SLC25A22	solute carrier family 25 member 22	79751
7996198	0.86635316	6.11e-01	CCDC113	coiled-coil domain containing 113	29070
8147483	0.86641588	6.11e-01	MTDH	metadherin	92140
7942774	0.86649257	6.11e-01	AQP11	aquaporin 11	282679
7978093	0.86649257	6.11e-01	JPH4	junctophilin 4	84502
8010983	0.86649257	6.11e-01	ABR	active BCR-related	29
8066925	0.86649257	6.11e-01	PTGIS	prostaglandin I2 (prostacyclin) synthase	5740
8161964	0.86649257	6.11e-01	FRMD3	FERM domain containing 3	257019
8059744	0.86654329	6.11e-01	ECEL1P2	endothelin converting enzyme like 1 pseudogene 2	347694
7947228	0.8665454	6.11e-01			
7893647	0.8665454	6.11e-01			
7892521	0.86655084	6.11e-01			
8168855	0.86655084	6.11e-01	ARMCX4	armadillo repeat containing, X-linked 4	100131755
7906177	0.86661013	6.11e-01	TTC24	tetratricopeptide repeat domain 24	164118
7953385	0.86663611	6.11e-01	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597
7895243	0.86663611	6.11e-01			
8071715	0.86665395	6.11e-01			
7960900	0.86665395	6.11e-01	CLEC4E	C-type lectin domain family 4 member E	26253
7999431	0.86673098	6.11e-01	PRM3	protamine 3	58531
7932792	0.86673098	6.11e-01			
8020339	0.86673098	6.11e-01	MC5R	melanocortin 5 receptor	4161
8180230	0.86679967	6.12e-01	DDX19A	DEAD-box helicase 19A	55308
8155167	0.86679967	6.12e-01	HRCT1	histidine rich carboxyl terminus 1	646962
7894017	0.86679967	6.12e-01			
8091778	0.86679967	6.12e-01	SCARNA7	small Cajal body-specific RNA 7	677767
7896232	0.86679967	6.12e-01			
7893689	0.86679967	6.12e-01			
7994386	0.86679967	6.12e-01	ATXN2L	ataxin 2 like	11273
8139721	0.86690413	6.12e-01			
7894292	0.86690413	6.12e-01			
8001691	0.86690413	6.12e-01			
8175775	0.86701055	6.12e-01	MAGEA1	MAGE family member A1	4100
8107472	0.86701055	6.12e-01			
8091554	0.86701055	6.12e-01			
8065963	0.86701055	6.12e-01	RBM12///CPNE1	RNA binding motif protein 12///copine 1	10137///8904
8015665	0.86701055	6.12e-01	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3	79990
8053064	0.86701055	6.12e-01	MOB1A	MOB kinase activator 1A	55233
7929649	0.86701055	6.12e-01	UBTD1	ubiquitin domain containing 1	80019
8130102	0.86701064	6.12e-01	KATNA1	katanin catalytic subunit A1	11104
7947991	0.86704521	6.12e-01	NUP160	nucleoporin 160	23279
7893156	0.86704521	6.12e-01			
7893190	0.86704521	6.12e-01			
7917599	0.86704521	6.12e-01	BARHL2	BarH like homeobox 2	343472
8069582	0.86704521	6.12e-01	TMPRSS15	transmembrane protease, serine 15	5651
7922910	0.86704521	6.12e-01			
8080804	0.86704521	6.12e-01	KCTD6	potassium channel tetramerization domain containing 6	200845
8037430	0.86704813	6.12e-01	ZNF404	zinc finger protein 404	342908
8051864	0.86704813	6.12e-01	C1GALT1C1L	C1GALT1-specific chaperone 1 like	728819
7893652	0.86706772	6.12e-01			
7969640	0.86706772	6.12e-01	CLDN10	claudin 10	9071
7896295	0.86706772	6.13e-01			
8147273	0.86706772	6.13e-01	SLC26A7	solute carrier family 26 member 7	115111
8108163	0.86706772	6.13e-01	C5orf24	chromosome 5 open reading frame 24	134553
7895926	0.86706772	6.13e-01			
8032009	0.86706772	6.13e-01	MIER2	MIER family member 2	54531
7928471	0.86706772	6.13e-01	ADK	adenosine kinase	132
7895191	0.86711573	6.13e-01			
8098712	0.86712537	6.13e-01			
7918725	0.86712537	6.13e-01	TRIM33	tripartite motif containing 33	51592
7895816	0.86712537	6.13e-01			
7959108	0.86712537	6.13e-01	CCDC60	coiled-coil domain containing 60	160777
8026407	0.86715783	6.13e-01	SYDE1	synapse defective Rho GTPase homolog 1	85360
8132922	0.86715783	6.13e-01	MRPS17	mitochondrial ribosomal protein S17	51373
8154176	0.86725449	6.13e-01	MIR101-2	microRNA 101-2	406894
8078214	0.86733177	6.13e-01	RAB5A	RAB5A, member RAS oncogene family	5868
8177137	0.86735771	6.13e-01	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	7404
7962579	0.86735771	6.13e-01	AMIGO2	adhesion molecule with Ig like domain 2	347902
7997502	0.86735771	6.13e-01			
8020411	0.86735771	6.13e-01	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	6632
7932510	0.86735771	6.13e-01			
8132913	0.86735771	6.13e-01			
7941059	0.86735771	6.13e-01	LOC100996455	uncharacterized LOC100996455	100996455
8088846	0.86735771	6.13e-01			
7893429	0.86735771	6.13e-01			
7892508	0.86735771	6.13e-01			
7998835	0.86735771	6.13e-01	ERVK13-1	endogenous retrovirus group K13 member 1	100507321
8148309	0.86735771	6.13e-01			
8092002	0.86735771	6.13e-01	ACTRT3	actin related protein T3	84517
8028524	0.86735771	6.13e-01	ACTN4	actinin alpha 4	81
8173999	0.86736964	6.13e-01	XKRX	XK related, X-linked	402415
8160033	0.86736964	6.13e-01	SNRPE	small nuclear ribonucleoprotein polypeptide E	6635
7895235	0.8674382	6.14e-01			
7982056	0.8674382	6.14e-01	SNORD115-25	small nucleolar RNA, C/D box 115-25	100033801
8027473	0.86745176	6.14e-01	PDCD5	programmed cell death 5	9141
8163149	0.86749712	6.14e-01	PTPN3	protein tyrosine phosphatase, non-receptor type 3	5774
7999496	0.86757071	6.14e-01	ZC3H7A	zinc finger CCCH-type containing 7A	29066
8085972	0.86759524	6.14e-01	GADL1	glutamate decarboxylase like 1	339896
7938880	0.86775935	6.14e-01	HTATIP2	HIV-1 Tat interactive protein 2	10553
8003484	0.86775935	6.14e-01	VPS9D1	VPS9 domain containing 1	9605
8093976	0.86775935	6.14e-01	TBC1D14	TBC1 domain family member 14	57533
7893631	0.8677978	6.14e-01			
8040530	0.8677978	6.14e-01	FKBP1B	FK506 binding protein 1B	2281
8017262	0.8677978	6.14e-01	BRIP1	BRCA1 interacting protein C-terminal helicase 1	83990
7941039	0.8677978	6.14e-01	RPS6KA4	ribosomal protein S6 kinase A4	8986
7984008	0.86784152	6.14e-01			
7893436	0.86792972	6.14e-01			
8076754	0.86798182	6.14e-01	PKDREJ	polycystin (PKD) family receptor for egg jelly	10343
8019669	0.86803078	6.14e-01	GCGR	glucagon receptor	2642
7951178	0.86805835	6.14e-01	TRPC6	transient receptor potential cation channel subfamily C member 6	7225
8093852	0.86805835	6.14e-01	MSX1	msh homeobox 1	4487
8011599	0.86805835	6.14e-01	ANKFY1	ankyrin repeat and FYVE domain containing 1	51479
8072735	0.86813035	6.15e-01	APOL1	apolipoprotein L1	8542
8154654	0.86813035	6.15e-01	CDKN2A-AS1	CDKN2A antisense RNA 1 (head to head)	51198
7910790	0.86813035	6.15e-01			
8012581	0.86813035	6.15e-01	STX8	syntaxin 8	9482
8122879	0.8682219	6.15e-01			
8105409	0.86827792	6.15e-01			
8071392	0.86827792	6.15e-01	MED15	mediator complex subunit 15	51586
7992439	0.86827792	6.15e-01	GFER	growth factor, augmenter of liver regeneration	2671
8045800	0.86827792	6.15e-01			
8139941	0.86828118	6.15e-01			
7895299	0.86828118	6.15e-01			
7892990	0.86828118	6.15e-01			
7894094	0.86828118	6.15e-01			
8109843	0.86828118	6.15e-01	DOCK2	dedicator of cytokinesis 2	1794
8040698	0.86828118	6.15e-01	SLC35F6	solute carrier family 35 member F6	54978
8017378	0.86828118	6.15e-01	CYB561	cytochrome b561	1534
8024798	0.86828118	6.15e-01	CCDC94	coiled-coil domain containing 94	55702
7919572	0.86828118	6.15e-01			
8147654	0.86828118	6.15e-01	POLR2K	RNA polymerase II subunit K	5440
8122552	0.86828118	6.15e-01			
8052622	0.86828118	6.15e-01			
7894363	0.86828118	6.15e-01			
7896474	0.86828118	6.15e-01			
7976830	0.86828118	6.15e-01	MIR299	microRNA 299	407023
7992722	0.86828118	6.15e-01	PRSS21	protease, serine 21	10942
7999886	0.86829917	6.15e-01			
8172493	0.86829917	6.15e-01	KCND1	potassium voltage-gated channel subfamily D member 1	3750
8020666	0.86829917	6.15e-01			
8081034	0.86829917	6.15e-01			
8109585	0.86829917	6.15e-01	LSM11///LSM11	LSM11, U7 small nuclear RNA associated///LSM11, U7 small nuclear RNA associated	134353///134353
8144726	0.86829917	6.15e-01	TUSC3	tumor suppressor candidate 3	7991
8002333	0.86839891	6.16e-01	SMG1P3///SMG1P1///SMG1P5///SMG1	SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1///SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///SMG1, nonsense mediated mRNA decay associated PI3K related kinase	100271836///641298///595101///23049
8011724	0.86840884	6.16e-01	VMO1	vitelline membrane outer layer 1 homolog	284013
7982152	0.86840884	6.16e-01			
7986661	0.86840884	6.16e-01			
7986943	0.86840884	6.16e-01			
7994967	0.86842455	6.16e-01	FBXL19	F-box and leucine rich repeat protein 19	54620
7893053	0.86842455	6.16e-01			
7985134	0.86842455	6.16e-01	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	3419
8170420	0.8684402	6.16e-01	MAMLD1	mastermind like domain containing 1	10046
7911767	0.8684402	6.16e-01	MMEL1	membrane metallo-endopeptidase-like 1	79258
7901883	0.8684402	6.16e-01	ANGPTL3	angiopoietin like 3	27329
8093191	0.8684402	6.16e-01	DLG1	discs large MAGUK scaffold protein 1	1739
