Gene Symbol Origin,Gene Symbol Target,Combined Score
CTSD,LAMP1,0.882
CTSD,TMEM192,0.457
CTSD,SUCLG2,0.457
CTSD,IDE,0.7
CTSD,PKP1,0.61
CAMSAP2,MAP1S,0.497
CAMSAP2,LUZP1,0.42
CAMSAP2,CEP162,0.42
CAMSAP2,WDR47,0.436
CAMSAP2,CKAP2,0.493
CAMSAP2,CKAP2L,0.497
CAMSAP2,SOGA1,0.422
ATIC,GRB2,0.686
ATIC,BCL11A,0.499
ATIC,HIP1,0.499
ATIC,TFG,0.499
ATIC,LMO7,0.499
ATIC,MSN,0.552
ATIC,PPFIBP1,0.499
ATIC,CARS1,0.499
ATIC,STRN,0.499
ATIC,TPR,0.499
ATIC,PRKAR1A,0.499
ATIC,KIF5B,0.499
ATIC,PPM1B,0.499
ATIC,EML4,0.499
ATIC,GART,0.935
ATIC,EEF1G,0.499
ATIC,MTHFD1L,0.933
ATIC,CLTC,0.499
ATIC,TPM3,0.499
ATIC,GCC2,0.499
ATIC,DERA,0.42
ATIC,ARL3,0.436
ATIC,RRBP1,0.499
ATIC,FN1,0.499
ATIC,SEC31A,0.499
ATIC,MTHFD1,0.974
ATIC,TPM4,0.499
ATIC,EIF2AK3,0.499
ATIC,SQSTM1,0.499
ATIC,WDCP,0.499
ATIC,NPM1,0.563
ATIC,RANBP2,0.499
ATIC,PLCG1,0.499
ATIC,SHMT1,0.706
ATIC,KLC1,0.499
ATIC,BIRC6,0.499
ATIC,SHC1,0.499
ATIC,DCTN1,0.499
DOP1A,MON2,0.624
FILIP1,RHOD,0.499
FILIP1,STRN,0.437
FILIP1,STRN4,0.432
FILIP1,FLNA,0.938
FILIP1,STRIP1,0.465
FILIP1,PDCD10,0.477
FILIP1,STRN3,0.432
FILIP1,MOB4,0.479
TBPL1,GTF2B,0.654
TBPL1,GTF2H3,0.41
TBPL1,TAF1L,0.649
TBPL1,TAF4,0.463
TBPL1,TAF12,0.523
TBPL1,SUPT3H,0.424
TBPL1,GTF2A2,0.856
TBPL1,BRF1,0.461
TBPL1,GTF2A1,0.879
TBPL1,TAF1,0.606
TBPL1,BDP1,0.467
TBPL1,TAF5,0.469
TBPL1,TAF10,0.413
TBPL1,BTAF1,0.531
TBPL1,TAF6,0.551
FBXO30,MYO6,0.557
FBXO30,SCIN,0.422
FBXO30,FBXO34,0.614
FBXO30,CUL1,0.76
FBXO30,FAU,0.407
FBXO30,MYO1B,0.42
FBXO30,CAND1,0.499
ADAT2,ADAT3,0.999
MED28,CDK9,0.872
MED28,GTF2H5,0.8
MED28,H2AZ1,0.8
MED28,H4C8,0.8
MED28,NCOA1,0.499
MED28,TAF2,0.8
MED28,THRAP3,0.54
MED28,TAF12,0.8
MED28,MED17,0.995
MED28,TAF1,0.8
MED28,PPARGC1B,0.54
MED28,MED30,0.994
MED28,POLR2F,0.8
MED28,MED4,0.988
MED28,FYN,0.422
MED28,CDK4,0.54
MED28,MED12,0.944
MED28,CCNC,0.944
MED28,MED16,0.988
MED28,PPARGC1A,0.499
MED28,RCOR1,0.734
MED28,TAF3,0.8
MED28,PPARG,0.499
MED28,POLR2D,0.886
MED28,MED11,0.995
MED28,HELZ2,0.499
MED28,TAF7,0.8
MED28,TAF9,0.8
MED28,POLR2G,0.88
MED28,POLR2A,0.944
MED28,GTF2H2,0.8
MED28,GTF2F1,0.8
MED28,BCLAF1,0.54
MED28,LCK,0.457
MED28,GTF2A2,0.8
MED28,FAM120B,0.499
MED28,TAF5,0.8
MED28,NCOA2,0.499
MED28,CDK7,0.8
MED28,H4C5,0.8
MED28,GTF2H3,0.8
MED28,MED20,0.991
MED28,MED13L,0.927
MED28,TAF10,0.8
MED28,CDK19,0.944
MED28,POLR2E,0.944
MED28,MED23,0.991
MED28,MED21,0.988
MED28,CREBBP,0.499
MED28,MED25,0.988
MED28,RXRA,0.499
MED28,GRB2,0.663
MED28,GTF2H1,0.8
MED28,MED22,0.995
MED28,POLR2H,0.832
MED28,ERCC2,0.8
MED28,GTF2H4,0.8
MED28,ERCC3,0.8
MED28,POLR2K,0.832
MED28,POLR2B,0.944
MED28,POLR2J,0.886
MED28,MED9,0.988
MED28,TAF13,0.8
MED28,MED26,0.989
MED28,MED19,0.988
MED28,GTF2E1,0.8
MED28,ZC3H13,0.734
MED28,MED24,0.988
MED28,TAF6,0.8
MED28,MED10,0.993
MED28,TAF8,0.8
MED28,CCNH,0.832
MED28,MED1,0.988
MED28,CDK6,0.54
MED28,POLR2L,0.88
MED28,GTF2B,0.881
MED28,NCOA3,0.499
MED28,TRIP4,0.734
MED28,SRC,0.457
MED28,FBXL19,0.477
MED28,EP300,0.499
MED28,MED6,0.992
MED28,MNAT1,0.8
MED28,GTF2F2,0.8
MED28,TAF4,0.8
MED28,GTF2A1,0.8
MED28,NF2,0.474
MED28,MED27,0.996
MED28,GTF2E2,0.8
MED28,BCLAF3,0.54
MED28,MED14,0.994
MED28,CDK8,0.93
MED28,MED7,0.985
MED28,MED13,0.944
MED28,MED8,0.989
MED28,H4C9,0.8
MED28,MED29,0.996
MED28,TAF11,0.8
MED28,MED15,0.988
MED28,H4C11,0.8
RNF103,OS9,0.499
RNF103,UBE2E2,0.424
RNF103,UBE2N,0.647
RNF103,SEL1L,0.499
RNF103,UBE2L3,0.505
RPN2,TUSC3,0.982
RPN2,EDEM3,0.47
RPN2,SSR2,0.895
RPN2,EMC4,0.435
RPN2,RPN1,0.999
RPN2,SEC61A1,0.918
RPN2,CLGN,0.51
RPN2,SEC61A2,0.61
RPN2,EIF2AK3,0.479
RPN2,IPO9,0.442
RPN2,TRAM1,0.8
RPN2,SEC61G,0.918
RPN2,SSR1,0.915
RPN2,MAGT1,0.996
RPN2,NCLN,0.601
RPN2,OST4,0.999
RPN2,RDH13,0.477
RPN2,DAD1,0.999
RPN2,CANX,0.575
RPN2,SSR4,0.936
RPN2,STT3A,0.999
RPN2,KDSR,0.476
RPN2,OSTC,0.961
RPN2,DDOST,0.999
RPN2,STT3B,0.999
RPN2,ADRM1,0.422
RPN2,KRTCAP2,0.828
RPN2,TMEM258,0.989
RPN2,SSR3,0.912
RPN2,CLN3,0.541
RPN2,HSP90B1,0.457
SOGA1,MARK3,0.424
SOGA1,MARK2,0.581
SOGA1,RNF41,0.524
SOGA1,ZNF584,0.418
SOGA1,BRD1,0.42
SOGA1,BRPF3,0.42
PKD2,RAB11A,0.499
PKD2,RAB3IP,0.499
PKD2,DIAPH1,0.422
PKD2,ARF4,0.554
PKD2,TRPC1,0.979
PKD2,EXOC3,0.579
PKD2,EXOC7,0.499
PKD2,EXOC1,0.499
PKD2,ASAP1,0.499
PKD2,EXOC6,0.499
PKD2,RAB11FIP3,0.499
PKD2,EXOC8,0.499
PKD2,FAM3D,0.448
PKD2,PKD1,0.999
PKD2,EXOC4,0.499
PKD2,EXOC5,0.835
PKD2,RAB8A,0.499
STBD1,GYG1,0.67
STBD1,GBE1,0.653
STBD1,PRKAB2,0.504
STBD1,EPM2A,0.653
STBD1,RHOA,0.563
STBD1,PPP1R3D,0.61
STBD1,RHOD,0.563
STBD1,GABARAPL1,0.963
STBD1,GYG2,0.584
STBD1,RHOG,0.552
STBD1,AGL,0.661
STBD1,GABARAP,0.46
STBD1,PPP1R3C,0.654
STBD1,GYS1,0.671
STBD1,ARMCX5-GPRASP2,0.472
STBD1,PPP1R3B,0.586
STBD1,RAC3,0.563
STBD1,RAC2,0.563
CCNI,CDK5,0.508
RARRES1,KHDRBS1,0.442
RARRES1,KHDRBS3,0.435
ELL2,NELFE,0.9
ELL2,SIAH1,0.457
ELL2,PEX2,0.9
ELL2,AFF4,0.999
ELL2,MLLT3,0.999
ELL2,EAF1,0.978
ELL2,CTR9,0.912
ELL2,NELFB,0.9
ELL2,TTF2,0.72
ELL2,CDC73,0.9
ELL2,ICE2,0.9
ELL2,ELP2,0.72
ELL2,SUPT6H,0.54
ELL2,NELFA,0.9
ELL2,AFF1,0.998
ELL2,ERCC6,0.9
ELL2,ELOA,0.9
ELL2,ICE1,0.926
ELL2,ELOF1,0.54
ELL2,NUFIP1,0.72
ELL2,MED19,0.457
ELL2,TCEA2,0.904
ELL2,RTF1,0.9
ELL2,CCNT1,0.983
ELL2,ZC3H8,0.9
ELL2,ELL,0.97
ELL2,WDR61,0.9
ELL2,POLR2B,0.422
ELL2,AFF3,0.54
ELL2,PIP4K2A,0.584
ELL2,NELFCD,0.9
ELL2,SSRP1,0.54
ELL2,ELP4,0.9
ELL2,EAF2,0.954
ELL2,ELL3,0.939
ELL2,CDK12,0.54
ELL2,MED26,0.543
ELL2,ELOB,0.9
ELL2,CCNK,0.575
ELL2,SUPT5H,0.931
ELL2,MLLT1,0.999
ELL2,CDK9,0.963
ELL2,CCNT2,0.972
ELL2,ELOC,0.9
ELL2,LEO1,0.9
CPSF3,LSM10,0.9
CPSF3,NCBP1,0.499
CPSF3,SNRPF,0.8
CPSF3,SNRPB,0.9
CPSF3,SYMPK,0.999
CPSF3,WDR82,0.789
CPSF3,CSTF2T,0.865
CPSF3,SNRPG,0.8
CPSF3,CSTF3,0.936
CPSF3,P4HA2,0.422
CPSF3,SCAF8,0.54
CPSF3,PPP1CB,0.753
CPSF3,CSTF2,0.996
CPSF3,CPSF2,0.999
CPSF3,CLP1,0.562
CPSF3,UBE3D,0.564
CPSF3,PCF11,0.875
CPSF3,CPSF7,0.902
CPSF3,CPSF6,0.924
CPSF3,NUDT21,0.9
CPSF3,PPP1CC,0.753
CPSF3,WDR33,0.999
CPSF3,SSU72,0.909
CPSF3,NCBP2,0.499
CPSF3,P4HB,0.416
CPSF3,CPSF4,0.999
CPSF3,TUT1,0.457
CPSF3,RBBP6,0.915
CPSF3,PPP1CA,0.753
CPSF3,PAPOLG,0.411
CPSF3,ZC3H3,0.56
CPSF3,SNRPE,0.8
CPSF3,POLR2A,0.457
CPSF3,CPSF1,0.999
CPSF3,FIP1L1,0.998
DDX55,DDX18,0.562
DDX55,NOC2L,0.487
DDX55,GTPBP4,0.509
DDX55,RPL30,0.453
DDX55,RPL23,0.435
DDX55,NOL12,0.679
DDX55,NIFK,0.549
DDX55,RPL23A,0.443
DDX55,MRTO4,0.442
DDX55,NOC3L,0.509
DDX55,EIF6,0.456
DDX55,WDR12,0.485
DDX55,BRIX1,0.487
DDX55,NIP7,0.489
DDX55,FTSJ3,0.521
DDX55,RSL1D1,0.491
DDX55,BOP1,0.605
DDX55,DDX56,0.424
DDX55,NOP2,0.409
DDX55,NSUN6,0.409
DDX55,POLDIP3,0.475
CCDC92,PSMD12,0.653
CCDC92,PSMC5,0.622
CCDC92,PSMD2,0.667
CCDC92,PSMC2,0.634
CCDC92,ADRM1,0.669
CCDC92,PSMC6,0.647
CCDC92,PSMD13,0.669
CCDC92,PSMD4,0.669
CCDC92,PSMC1,0.654
CCDC92,PAAF1,0.608
CCDC92,PSMD1,0.654
CCDC92,PSMD11,0.64
CCDC92,PSMC3,0.572
CCDC92,UCHL5,0.651
CCDC92,PSMD3,0.649
CCDC92,PSMD14,0.67
CCDC92,PSMD6,0.65
VPS4B,UBQLN4,0.589
VPS4B,MVB12B,0.499
VPS4B,CHMP3,0.502
VPS4B,VPS37D,0.499
VPS4B,TTC9C,0.509
VPS4B,MLKL,0.9
VPS4B,NEDD4L,0.499
VPS4B,CHMP4C,0.609
VPS4B,VPS28,0.499
VPS4B,CHMP2B,0.968
VPS4B,VPS37A,0.499
VPS4B,CHMP1A,0.975
VPS4B,VPS37C,0.499
VPS4B,VPS4A,0.972
VPS4B,MVB12A,0.499
VPS4B,UBAP1,0.499
VPS4B,IST1,0.968
VPS4B,CHMP7,0.499
VPS4B,VTA1,0.998
VPS4B,ZFYVE19,0.587
VPS4B,VPS37B,0.499
VPS4B,CHMP2A,0.921
VPS4B,CHMP1B,0.947
VPS4B,TSG101,0.505
VPS4B,CHMP6,0.854
VPS4B,PDCD6IP,0.735
NEK9,PRDM11,0.479
NEK9,GABARAP,0.402
NEK9,AMBRA1,0.404
NEK9,MAP1LC3B,0.456
NEK9,BICD2,0.412
NEK9,EML4,0.613
NEK9,SSRP1,0.457
NEK9,DYNLL1,0.652
NEK9,NEK6,0.913
NEK9,NEK7,0.998
NEK9,GABARAPL1,0.644
IFT43,TRAF3IP1,0.54
IFT43,IFT172,0.54
IFT43,IFT46,0.54
IFT43,IFT57,0.54
IFT43,IFT52,0.54
IFT43,CLUAP1,0.54
IFT43,IFT88,0.54
IFT43,IFT20,0.54
IFT43,IFT74,0.54
IFT43,TTC26,0.54
IFT43,TTC30A,0.54
IFT43,TTC30B,0.54
IFT43,TTC21A,0.54
IFT43,WDR19,0.999
IFT43,IFT122,0.999
IFT43,IFT27,0.9
IFT43,IFT81,0.54
IFT43,TULP3,0.571
IFT43,WDR35,0.999
IFT43,IFT22,0.54
IFT43,IFT140,0.999
IFT43,IFT80,0.542
IRF2BPL,FOSL2,0.534
IRF2BPL,IRF2BP1,0.786
IRF2BPL,IRF2BP2,0.636
IRF2BPL,IRF2,0.698
IRF2BPL,VGLL4,0.666
ACOT2,PFKL,0.9
ACOT2,PFKM,0.9
ACOT2,PFKP,0.9
ACOT2,ACOT4,0.9
ACOT2,PEX14,0.499
ACOT2,PEX10,0.499
ACOT2,PEX2,0.499
ACOT2,ACOT7,0.9
ACOT2,PEX12,0.499
ACOT2,PEX13,0.499
ACOT2,FBP1,0.9
ACOT2,THEM4,0.9
ACOT2,CNP,0.431
ACOT2,PEX5,0.499
TGFB3,TGFBR1,0.999
TGFB3,ITGB1,0.499
TGFB3,ITGB5,0.499
TGFB3,ENG,0.986
TGFB3,FMOD,0.499
TGFB3,BGN,0.499
TGFB3,ITGAV,0.827
TGFB3,LTBP1,0.893
TGFB3,VASN,0.555
TGFB3,LTBP3,0.892
TGFB3,LUM,0.499
TGFB3,ASPN,0.499
TGFB3,TGFB2,0.92
TGFB3,TGFBR2,0.999
TGFB3,ITGB6,0.638
PAPOLG,SYMPK,0.942
PAPOLG,CPSF4,0.432
PAPOLG,CPSF6,0.649
PAPOLG,PCF11,0.55
PAPOLG,ZFC3H1,0.571
PAPOLG,CPSF1,0.512
PAPOLG,CPSF2,0.523
PAPOLG,CSTF2,0.423
PAPOLG,FIP1L1,0.818
PAPOLG,RBBP6,0.578
PAPOLG,CSTF3,0.449
TP53I3,TP53,0.457
TP53I3,FASN,0.428
TP53I3,EI24,0.9
RHOQ,RAB7A,0.551
RHOQ,VANGL1,0.553
RHOQ,DIAPH3,0.577
RHOQ,CDC42EP4,0.84
RHOQ,DOCK8,0.445
RHOQ,DEPDC1B,0.543
RHOQ,ARL13B,0.553
RHOQ,ARHGEF7,0.589
RHOQ,TIAM1,0.539
RHOQ,FNBP1,0.595
RHOQ,PAK2,0.654
RHOQ,TRIP10,0.944
RHOQ,CDC42EP2,0.815
RHOQ,EXOC7,0.992
RHOQ,LAMTOR1,0.553
RHOQ,PLEKHG3,0.563
RHOQ,ITSN1,0.626
RHOQ,IQGAP1,0.604
RHOQ,CDC42,0.564
RHOQ,PARD6B,0.533
RHOQ,GOPC,0.989
RHOQ,GIT1,0.563
RHOQ,CDC42EP1,0.552
RHOQ,SLC1A5,0.553
RHOQ,STOM,0.551
RHOQ,PAK1,0.738
RHOQ,SLC4A7,0.553
RHOQ,CDC42BPA,0.677
RHOQ,ARHGAP1,0.564
RHOQ,WWP2,0.564
RHOQ,GFOD1,0.545
RHOQ,SNAP23,0.553
RHOQ,GIT2,0.563
RHOQ,CAV1,0.553
RHOQ,STEAP3,0.553
RHOQ,TFRC,0.553
RHOQ,WAS,0.595
RHOQ,IQGAP3,0.603
RHOQ,GJA1,0.564
RHOQ,SCRIB,0.571
RHOQ,CDC42EP3,0.908
RHOQ,JUP,0.557
RHOQ,ARHGAP33,0.499
RHOQ,CPNE8,0.553
RHOQ,CDC42BPB,0.579
RHOQ,CCDC88A,0.464
RHOQ,PAK4,0.654
RHOQ,MPP7,0.557
TMEM214,SEH1L,0.422
TMEM214,NUP153,0.42
ATAD2B,PSMD1,0.403
ATAD2B,PSMD4,0.402
ATAD2B,PSMD2,0.404
ATAD2B,PSMD11,0.402
FAM98A,ATXN2L,0.748
FAM98A,ATXN2,0.757
FAM98A,USP10,0.412
FAM98A,LSM12,0.412
FAM98A,DDX1,0.957
FAM98A,SOX2,0.457
FAM98A,FAM98B,0.66
FAM98A,C2orf49,0.54
FAM98A,ZBTB8OS,0.54
FAM98A,FAM98C,0.54
FAM98A,FUS,0.411
FAM98A,G3BP1,0.597
FAM98A,RTRAF,0.846
YIPF4,YIPF3,0.54
AFTPH,AP5S1,0.9
AFTPH,EPS15L1,0.54
AFTPH,AP4E1,0.9
AFTPH,AP3S2,0.9
AFTPH,AP1S2,0.898
AFTPH,AP4M1,0.9
AFTPH,CLTB,0.8
AFTPH,AP3S1,0.9
AFTPH,AP5B1,0.9
AFTPH,KCNQ5,0.9
AFTPH,EPN1,0.54
AFTPH,AP5Z1,0.9
AFTPH,AP1B1,0.736
AFTPH,AP2S1,0.9
AFTPH,SYNJ1,0.54
AFTPH,BAIAP2L2,0.72
AFTPH,AP5M1,0.9
AFTPH,AP3M1,0.54
AFTPH,PICALM,0.72
AFTPH,AP3D1,0.54
AFTPH,AP1M2,0.835
AFTPH,CLINT1,0.54
AFTPH,AP3B1,0.54
AFTPH,EPN3,0.54
AFTPH,SGIP1,0.72
AFTPH,AP1M1,0.628
AFTPH,NECAP1,0.54
AFTPH,AP2M1,0.9
AFTPH,AP2A1,0.9
AFTPH,SYNRG,0.903
AFTPH,AP3M2,0.72
AFTPH,AP1G1,0.66
AFTPH,NECAP2,0.72
AFTPH,AP4B1,0.9
AFTPH,AP2A2,0.9
AFTPH,CLBA1,0.54
AFTPH,CLTC,0.926
AFTPH,EPS15,0.54
AFTPH,EPN2,0.54
AFTPH,AP1G2,0.723
AFTPH,AP1S3,0.812
AFTPH,AP1S1,0.9
AFTPH,CLTA,0.92
AFTPH,AP2B1,0.91
AFTPH,NCALD,0.9
CRIPT,SCNM1,0.8
CRIPT,SNRPF,0.8
CRIPT,RNF113A,0.9
CRIPT,SNRNP40,0.8
CRIPT,RBMX2,0.8
CRIPT,CWC15,0.8
CRIPT,SRRM1,0.8
CRIPT,SF3B3,0.9
CRIPT,DHX16,0.8
CRIPT,CDC5L,0.8
CRIPT,SNRPD1,0.8
CRIPT,PPIL2,0.8
CRIPT,CWC27,0.8
CRIPT,SNIP1,0.8
CRIPT,DLG4,0.958
CRIPT,SNRPD2,0.8
CRIPT,SNW1,0.8
CRIPT,SNRPG,0.8
CRIPT,SF3B5,0.8
CRIPT,PRPF8,0.9
CRIPT,CRNKL1,0.8
CRIPT,RBM48,0.8
CRIPT,SNRNP200,0.8
CRIPT,PLRG1,0.8
CRIPT,BUD13,0.8
CRIPT,DLG1,0.457
CRIPT,SRRM2,0.8
CRIPT,SF3B4,0.8
CRIPT,SNRPE,0.8
CRIPT,SF3B1,0.9
CRIPT,SNRPB,0.8
CRIPT,SF3B2,0.9
CRIPT,ARMC7,0.922
CRIPT,CWC22,0.8
CRIPT,EFTUD2,0.8
PPP1R3C,EPM2A,0.73
PPP1R3C,PPP1R3D,0.963
PPP1R3C,PPP1CC,0.949
PPP1R3C,PPP1R3E,0.9
PPP1R3C,LRRC43,0.54
PPP1R3C,PPP1R15B,0.54
PPP1R3C,AASDHPPT,0.408
PPP1R3C,SHOC2,0.54
PPP1R3C,LRRC46,0.54
PPP1R3C,PPP1CB,0.952
PPP1R3C,GYG2,0.8
PPP1R3C,PPP1CA,0.949
PPP1R3C,PPP1R9B,0.54
PPP1R3C,GYS1,0.927
PPP1R3C,GYG1,0.918
PPP1R3C,NCK1,0.54
PPP1R3C,PPP1R3B,0.9
HOXB5,HOXB6,0.8
HOXB5,LYN,0.414
HOXB5,CTBP1,0.575
HOXB5,HOXA7,0.8
HOXB5,HOXB4,0.8
HOXB5,HOXB7,0.8
HOXB5,PBX1,0.647
HOXB5,HOXC4,0.864
HOXB5,HOXC6,0.8
HOXB7,HOXB4,0.8
HOXB7,CREBBP,0.457
HOXB7,HOXB6,0.814
HOXB7,HOXA7,0.918
HOXB7,PBX1,0.627
HOXB7,XRCC6,0.964
HOXB7,CLK3,0.459
HOXB7,PBX2,0.53
HOXB7,ERBIN,0.42
HOXB7,XRCC5,0.936
HOXB7,HOXC6,0.852
HOXB7,PRKDC,0.947
HOXB7,HOXC4,0.8
DUSP1,SKP2,0.594
DUSP1,MAPK8,0.665
DUSP1,MAPK11,0.458
DUSP1,CKS1B,0.6
DUSP1,ILF2,0.419
DUSP1,MAPK3,0.705
DUSP1,PABPC1,0.52
PANK3,SCD,0.61
PANK3,PANK2,0.959
PANK3,PANK1,0.9
MSX2,CEBPA,0.457
MSX2,DLX5,0.724
MSX2,MSX1,0.926
MSX2,RUNX2,0.788
MSX2,XRCC6,0.565
CCDC170,ZNHIT1,0.539
ARAP3,SH3KBP1,0.726
ARAP3,INPPL1,0.63
ARAP3,RHOA,0.8
PCDHB10,WLS,0.42
PCDHB14,HNRNPK,0.428
PCDHB14,PCDHA9,0.591
TNN,EMILIN1,0.54
TNN,PLAUR,0.54
TNN,TNC,0.499
TNN,ACAN,0.516
TNN,NID1,0.54
TNN,PLAU,0.54
TNN,LAMC1,0.54
TNN,LAMB2,0.54
TNN,NCAN,0.499
TNN,BCAN,0.516
TNN,VCAN,0.499
TNN,LAMA2,0.54
PDZD11,PLEKHA5,0.518
PDZD11,VDAC2,0.54
PDZD11,PLEKHA7,0.827
PDZD11,BAX,0.72
PDZD11,CD34,0.72
PDZD11,TSPAN33,0.838
PDZD11,DCD,0.54
PDZD11,SPG7,0.72
PDZD11,AFDN,0.815
PDZD11,BCL2,0.72
PDZD11,ADAM10,0.72
PDZD11,C7,0.72
PDZD11,TOMM40L,0.54
PDZD11,VDAC1,0.72
PDZD11,SLC25A4,0.72
PDZD11,VDAC3,0.54
PDZD11,ATP7A,0.931
PDZD11,SLC5A6,0.945
PDZD11,SLC25A5,0.72
PDZD11,BAK1,0.72
PDZD11,TOMM40,0.54
NUDCD1,SEC16A,0.619
NUDCD1,PPP2R1A,0.619
NUDCD1,WDCP,0.619
NUDCD1,EXOSC7,0.619
NUDCD1,SSBP4,0.619
NUDCD1,SSC4D,0.619
NUDCD1,FAM91A1,0.619
NUDCD1,COPB1,0.667
NUDCD1,PAICS,0.619
NUDCD1,APOBEC3B,0.619
NUDCD1,DDX21,0.619
NUDCD1,LACTB,0.619
NUDCD1,SEC13,0.619
NUDCD1,MED16,0.619
NUDCD1,TIMMDC1,0.619
NUDCD1,COPG1,0.637
NUDCD1,KCTD3,0.619
NUDCD1,ARCN1,0.667
NUDCD1,DDX41,0.619
NUDCD1,KIF1A,0.619
NUDCD1,FBN2,0.619
NUDCD1,PPM1G,0.42
NUDCD1,SQOR,0.619
NUDCD1,RNF213,0.619
NUDCD1,RAF1,0.619
NUDCD1,TRIM11,0.619
NUDCD1,DDOST,0.619
NUDCD1,TAB2,0.619
NUDCD1,DNAJC9,0.619
NUDCD1,ERI1,0.619
NUDCD1,STK32B,0.619
NUDCD1,KCTD21,0.619
NUDCD1,SPTLC1,0.619
NUDCD1,CTNNB1,0.619
NUDCD1,YWHAG,0.619
NUDCD1,DPF3,0.619
NUDCD1,TAGLN2,0.619
NUDCD1,MED20,0.619
NUDCD1,POLR2G,0.619
NUDCD1,SEH1L,0.619
NUDCD1,NDUFA4,0.619
NUDCD1,COPA,0.682
NUDCD1,CPSF2,0.619
NUDCD1,AKAP8L,0.619
NUDCD1,EHD3,0.619
NUDCD1,POLR2D,0.619
NUDCD1,UGGT1,0.619
NUDCD1,FKBP10,0.619
NUDCD1,SND1,0.619
NUDCD1,TXNRD1,0.619
NUDCD1,HDLBP,0.619
NUDCD1,LARP7,0.619
NUDCD1,HSD17B8,0.619
NUDCD1,FBLN1,0.619
NUDCD1,SON,0.619
NUDCD1,SERPINH1,0.619
NUDCD1,TRIO,0.619
NUDCD1,NUP93,0.619
NUDCD1,UPP1,0.619
NUDCD1,LAMC1,0.619
NUDCD1,SNX5,0.619
NUDCD1,AHCYL1,0.619
NUDCD1,FBXO21,0.619
NUDCD1,TRIM47,0.619
NUDCD1,SLC1A5,0.619
NUDCD1,SRP9,0.619
NUDCD1,RPIA,0.619
NUDCD1,MEX3C,0.619
NUDCD1,LOXL1,0.619
NUDCD1,RPP25L,0.619
NUDCD1,MAP3K7,0.619
NUDCD1,VPS13C,0.619
NUDCD1,CLU,0.619
NUDCD1,NIPSNAP2,0.619
NUDCD1,MRTO4,0.619
NUDCD1,SEPTIN2,0.619
NUDCD1,AHNAK,0.619
NUDCD1,LOXL4,0.619
NUDCD1,FBXO3,0.619
NUDCD1,HAX1,0.619
NUDCD1,MED23,0.619
NUDCD1,FECH,0.619
NUDCD1,HIC2,0.619
NUDCD1,SAV1,0.619
NUDCD1,CSNK2B,0.619
NUDCD1,RPL10,0.619
NUDCD1,FAR1,0.619
NUDCD1,DERA,0.619
NUDCD1,OPLAH,0.619
NUDCD1,XIAP,0.619
NUDCD1,MED27,0.619
NUDCD1,HSP90B1,0.619
NUDCD1,CDK8,0.619
NUDCD1,RSU1,0.619
NUDCD1,LAMA5,0.619
NUDCD1,RAE1,0.619
NUDCD1,BPTF,0.619
NUDCD1,STAT1,0.619
NUDCD1,LDB1,0.619
NUDCD1,MED13,0.619
NUDCD1,PRPS1,0.619
NUDCD1,IQGAP1,0.619
NUDCD1,TRAF2,0.619
NUDCD1,GYS1,0.619
NUDCD1,IMPDH1,0.619
NUDCD1,SRSF10,0.619
NUDCD1,TNKS1BP1,0.619
NUDCD1,PPP2CA,0.619
NUDCD1,ATR,0.619
NUDCD1,FADS2,0.619
NUDCD1,NXN,0.619
NUDCD1,FHL3,0.619
NUDCD1,MED12,0.619
NUDCD1,NME7,0.619
NUDCD1,RBM6,0.619
NUDCD1,PDPR,0.619
NUDCD1,DTX2,0.619
NUDCD1,TRMT112,0.619
NUDCD1,GRPEL1,0.619
NUDCD1,MED4,0.619
NUDCD1,COL12A1,0.619
NUDCD1,ELP1,0.619
NUDCD1,COPG2,0.682
NUDCD1,RCBTB1,0.619
NUDCD1,UBTF,0.619
NUDCD1,PSMG2,0.619
NUDCD1,MED30,0.619
NUDCD1,UTRN,0.619
NUDCD1,TRIM68,0.619
NUDCD1,MED17,0.619
NUDCD1,ABCD3,0.619
NUDCD1,SMU1,0.619
NUDCD1,AGRN,0.619
NUDCD1,SNRNP200,0.619
NUDCD1,CAPN2,0.619
NUDCD1,CLEC11A,0.619
NUDCD1,DNAJB2,0.619
NUDCD1,ARHGEF2,0.619
NUDCD1,KLHL13,0.619
NUDCD1,EWSR1,0.619
NUDCD1,WDR5,0.619
NUDCD1,MED13L,0.619
NUDCD1,MAGED1,0.619
NUDCD1,CAMK2G,0.619
NUDCD1,PALLD,0.619
NUDCD1,LAMB2,0.619
NUDCD1,MED11,0.619
NUDCD1,CHD1L,0.619
NUDCD1,AGO4,0.619
NUDCD1,LSM3,0.619
NUDCD1,CBFB,0.619
NUDCD1,SIL1,0.619
NUDCD1,EDEM3,0.619
NUDCD1,S100A10,0.619
NUDCD1,AXL,0.619
NUDCD1,CPSF1,0.619
NUDCD1,GEMIN4,0.619
NUDCD1,SMARCB1,0.619
NUDCD1,KLHL12,0.619
NUDCD1,SMCHD1,0.619
NUDCD1,DCXR,0.619
NUDCD1,BAG4,0.619
NUDCD1,DTX3L,0.619
NUDCD1,CBFA2T2,0.619
NUDCD1,CLTB,0.619
NUDCD1,STAT3,0.619
NUDCD1,AGO1,0.619
NUDCD1,NUDC,0.619
NUDCD1,GRB2,0.619
NUDCD1,ELOC,0.619
NUDCD1,SRI,0.619
NUDCD1,HDAC1,0.619
