ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
227909_at	1.43e-13	1.06e-15	-1.27e+01	25.663942	-3.6978216	SMIM10L2B///SMIM10L2A	small integral membrane protein 10 like 2B///small integral membrane protein 10 like 2A	644596///399668
206113_s_at	1.43e-13	1.06e-15	1.27e+01	25.659544	4.1101236	RAB5A	RAB5A, member RAS oncogene family	5868
224377_s_at	1.43e-13	1.06e-15	1.27e+01	25.657354	2.3117197	RAB18	RAB18, member RAS oncogene family	22931
219065_s_at	1.46e-13	1.09e-15	1.27e+01	25.635635	1.2649313	DPY30///MEMO1	dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1	84661///51072
224321_at	1.51e-13	1.13e-15	-1.27e+01	25.59657	-3.8553413	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	23671
222157_s_at	1.56e-13	1.18e-15	1.26e+01	25.555296	2.4430668	WDR48	WD repeat domain 48	57599
224492_s_at	1.61e-13	1.22e-15	1.26e+01	25.520415	3.2642416	ZNF627	zinc finger protein 627	199692
218930_s_at	1.64e-13	1.25e-15	1.26e+01	25.500216	2.1464812	TMEM106B	transmembrane protein 106B	54664
221854_at	1.64e-13	1.25e-15	-1.26e+01	25.496122	-2.797553	PKP1	plakophilin 1	5317
233555_s_at	1.66e-13	1.27e-15	1.26e+01	25.48106	4.7431208	SULF2	sulfatase 2	55959
200729_s_at	1.67e-13	1.28e-15	1.26e+01	25.471095	3.356846	ACTR2	ARP2 actin related protein 2 homolog	10097
203630_s_at	1.67e-13	1.29e-15	1.26e+01	25.465232	3.1075833	COG5	component of oligomeric golgi complex 5	10466
218129_s_at	1.69e-13	1.31e-15	1.26e+01	25.449132	2.9978102	NFYB	nuclear transcription factor Y subunit beta	4801
1555778_a_at	1.70e-13	1.33e-15	1.26e+01	25.435619	5.7681661	POSTN	periostin	10631
224396_s_at	1.70e-13	1.33e-15	1.26e+01	25.433453	7.4769256	ASPN	asporin	54829
217764_s_at	1.71e-13	1.35e-15	1.26e+01	25.422143	3.128769	RAB31	RAB31, member RAS oncogene family	11031
1563111_a_at	1.81e-13	1.44e-15	1.26e+01	25.358879	3.4597576	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	54965
215921_at	1.81e-13	1.44e-15	1.26e+01	25.357507	3.6168818	NPIPA5///NPIPB6///NPIPB8///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3	100288332///728741///728734///23117
235849_at	1.96e-13	1.57e-15	-1.25e+01	25.272841	-5.8586033	SCARA5	scavenger receptor class A member 5	286133
200778_s_at	1.96e-13	1.57e-15	1.25e+01	25.269849	4.0675597	SEPT2	septin 2	4735
201179_s_at	2.00e-13	1.61e-15	1.25e+01	25.245902	2.9732553	GNAI3	G protein subunit alpha i3	2773
212115_at	2.00e-13	1.62e-15	1.25e+01	25.241633	1.6736585	HN1L	hematological and neurological expressed 1 like	90861
227140_at	2.00e-13	1.62e-15	1.25e+01	25.240513	4.5077068	INHBA	inhibin beta A subunit	3624
219376_at	2.02e-13	1.64e-15	1.25e+01	25.226044	2.2871608	ZNF322	zinc finger protein 322	79692
1554627_a_at	2.02e-13	1.65e-15	1.25e+01	25.219369	3.5259633	ASCC1	activating signal cointegrator 1 complex subunit 1	51008
220765_s_at	2.02e-13	1.66e-15	-1.25e+01	25.21619	-2.7341108	LIMS2	LIM zinc finger domain containing 2	55679
216593_s_at	2.10e-13	1.73e-15	1.25e+01	25.175542	3.5042137	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	5279
224909_s_at	2.14e-13	1.77e-15	1.25e+01	25.150516	3.4875693	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	57580
203360_s_at	2.18e-13	1.81e-15	1.25e+01	25.130203	2.3032285	GJA9-MYCBP///GJA9///MYCBP	GJA9-MYCBP readthrough///gap junction protein alpha 9///MYC binding protein	100527950///81025///26292
209057_x_at	2.18e-13	1.82e-15	-1.25e+01	25.124289	-3.5479918	CDC5L	cell division cycle 5 like	988
218781_at	2.19e-13	1.84e-15	1.25e+01	25.113281	2.1630807	SMC6	structural maintenance of chromosomes 6	79677
223246_s_at	2.19e-13	1.84e-15	1.25e+01	25.11221	2.5671251	STRBP	spermatid perinuclear RNA binding protein	55342
1558048_x_at	2.21e-13	1.87e-15	-1.25e+01	25.096993	-4.2067276			
1555618_s_at	2.21e-13	1.88e-15	1.25e+01	25.09418	3.6448062	SAE1	SUMO1 activating enzyme subunit 1	10055
225681_at	2.21e-13	1.88e-15	1.25e+01	25.090306	4.9303404	CTHRC1	collagen triple helix repeat containing 1	115908
209667_at	2.35e-13	2.00e-15	-1.24e+01	25.028368	-1.7803961	CES2	carboxylesterase 2	8824
223423_at	2.41e-13	2.06e-15	1.24e+01	24.999307	4.9804054	GPR160	G protein-coupled receptor 160	26996
209955_s_at	2.54e-13	2.18e-15	1.24e+01	24.943651	4.9413712	FAP	fibroblast activation protein alpha	2191
225872_at	2.59e-13	2.23e-15	1.24e+01	24.921307	1.9001675	SLC35F5	solute carrier family 35 member F5	80255
218806_s_at	2.61e-13	2.26e-15	1.24e+01	24.909132	4.9717902	VAV3	vav guanine nucleotide exchange factor 3	10451
233558_s_at	2.62e-13	2.28e-15	1.24e+01	24.901293	3.2381777	TRAPPC11	trafficking protein particle complex 11	60684
1555460_a_at	2.69e-13	2.35e-15	1.24e+01	24.869182	6.2832752	SLC39A6	solute carrier family 39 member 6	25800
218474_s_at	2.70e-13	2.37e-15	1.24e+01	24.863131	2.8251427	KCTD5	potassium channel tetramerization domain containing 5	54442
236131_at	2.74e-13	2.41e-15	-1.24e+01	24.844983	-3.7377414			
211458_s_at	2.74e-13	2.42e-15	-1.24e+01	24.842755	-1.9324467	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1	23766///23710
207108_s_at	2.77e-13	2.46e-15	1.24e+01	24.82584	3.1240437	NIPBL	NIPBL, cohesin loading factor	25836
201399_s_at	2.78e-13	2.47e-15	1.24e+01	24.820373	4.1573708	TRAM1	translocation associated membrane protein 1	23471
233817_at	2.78e-13	2.49e-15	-1.24e+01	24.81499	-2.3705125			
235387_at	2.81e-13	2.53e-15	1.23e+01	24.797729	2.6379988	GSTCD	glutathione S-transferase C-terminal domain containing	79807
206438_x_at	2.81e-13	2.53e-15	-1.23e+01	24.795861	-2.7538849	TCTN2	tectonic family member 2	79867
209842_at	2.89e-13	2.61e-15	-1.23e+01	24.765282	-5.1775032	SOX10	SRY-box 10	6663
202583_s_at	2.95e-13	2.67e-15	1.23e+01	24.743257	4.0174621	RANBP9	RAN binding protein 9	10048
241632_x_at	2.96e-13	2.69e-15	-1.23e+01	24.735103	-1.7644713			
218782_s_at	3.11e-13	2.85e-15	1.23e+01	24.680936	4.1052329	ATAD2	ATPase family, AAA domain containing 2	29028
216693_x_at	3.19e-13	2.92e-15	1.23e+01	24.654723	4.169603	HDGFRP3	hepatoma-derived growth factor, related protein 3	50810
41660_at	3.21e-13	2.95e-15	1.23e+01	24.643526	4.0641176	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620
226571_s_at	3.23e-13	2.98e-15	-1.23e+01	24.634553	-2.7429836	PTPRS	protein tyrosine phosphatase, receptor type S	5802
210944_s_at	3.23e-13	2.99e-15	-1.23e+01	24.630443	-2.5149487	CAPN3	calpain 3	825
204313_s_at	3.34e-13	3.10e-15	1.23e+01	24.594316	2.3282777	CREB1	cAMP responsive element binding protein 1	1385
211574_s_at	3.34e-13	3.12e-15	1.23e+01	24.588465	4.7766599	CD46	CD46 molecule	4179
228888_at	3.47e-13	3.25e-15	-1.23e+01	24.547937	-2.6840835	STAC2	SH3 and cysteine rich domain 2	342667
213350_at	3.47e-13	3.27e-15	-1.22e+01	24.544038	-2.6698012	RPS11	ribosomal protein S11	6205
223289_s_at	3.55e-13	3.35e-15	1.22e+01	24.518996	3.2295488	USP38	ubiquitin specific peptidase 38	84640
226961_at	3.65e-13	3.46e-15	1.22e+01	24.487643	3.8047282	PRR15	proline rich 15	222171
202817_s_at	3.69e-13	3.50e-15	1.22e+01	24.474409	2.9554524	SS18	SS18, nBAF chromatin remodeling complex subunit	6760
201727_s_at	3.69e-13	3.52e-15	1.22e+01	24.470499	2.2433718	ELAVL1	ELAV like RNA binding protein 1	1994
201689_s_at	3.74e-13	3.58e-15	1.22e+01	24.452219	4.4989502	TPD52	tumor protein D52	7163
205878_at	3.78e-13	3.63e-15	-1.22e+01	24.439254	-2.3315023	POU6F1	POU class 6 homeobox 1	5463
236657_at	3.78e-13	3.65e-15	-1.22e+01	24.434816	-2.2261264	LOC100288911	uncharacterized LOC100288911	100288911
217054_at	3.78e-13	3.66e-15	-1.22e+01	24.431524	-1.7022717	MUC3A	mucin 3A, cell surface associated	4584
223373_s_at	3.80e-13	3.69e-15	1.22e+01	24.42336	1.8626928	PLA2G12A	phospholipase A2 group XIIA	81579
214757_at	3.82e-13	3.72e-15	1.22e+01	24.415705	2.7151788	PMS2P2	PMS1 homolog 2, mismatch repair system component pseudogene 2	5380
210108_at	3.82e-13	3.73e-15	1.22e+01	24.411001	4.9632043	CACNA1D	calcium voltage-gated channel subunit alpha1 D	776
205588_s_at	3.89e-13	3.81e-15	1.22e+01	24.390244	3.0824703	FGFR1OP	FGFR1 oncogene partner	11116
201446_s_at	3.93e-13	3.86e-15	1.22e+01	24.377318	2.9777062	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	7072
205208_at	3.94e-13	3.89e-15	-1.22e+01	24.369752	-2.1983951	ALDH1L1	aldehyde dehydrogenase 1 family member L1	10840
233810_x_at	3.94e-13	3.90e-15	-1.22e+01	24.368179	-3.7867278			
208953_at	3.96e-13	3.94e-15	1.22e+01	24.358468	3.6427518	LARP4B	La ribonucleoprotein domain family member 4B	23185
210178_x_at	3.99e-13	3.98e-15	1.22e+01	24.347956	3.5199124	SRSF10	serine and arginine rich splicing factor 10	10772
228593_at	4.06e-13	4.07e-15	-1.22e+01	24.326512	-1.4334558	MTMR9LP	myotubularin related protein 9-like, pseudogene	339483
227680_at	4.17e-13	4.19e-15	1.22e+01	24.296289	1.249921	ZNF326	zinc finger protein 326	284695
217969_at	4.21e-13	4.26e-15	-1.21e+01	24.281152	-1.8622091	VPS51	VPS51, GARP complex subunit	738
216988_s_at	4.21e-13	4.26e-15	1.21e+01	24.280823	2.7076737	PTP4A2	protein tyrosine phosphatase type IVA, member 2	8073
239963_at	4.22e-13	4.28e-15	-1.21e+01	24.275553	-2.9249974			
212271_at	4.23e-13	4.31e-15	1.21e+01	24.269557	3.0773097	MAPK1	mitogen-activated protein kinase 1	5594
227366_at	4.26e-13	4.36e-15	-1.21e+01	24.256534	-1.4539737	RILP	Rab interacting lysosomal protein	83547
223021_x_at	4.26e-13	4.37e-15	1.21e+01	24.255912	2.7378764	VTA1	vesicle trafficking 1	51534
226601_at	4.27e-13	4.38e-15	1.21e+01	24.251739	1.583864	SLC30A7	solute carrier family 30 member 7	148867
37892_at	4.29e-13	4.43e-15	1.21e+01	24.242261	7.9489311	COL11A1	collagen type XI alpha 1 chain	1301
223160_s_at	4.34e-13	4.49e-15	1.21e+01	24.228633	2.1120136	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	55671
201586_s_at	4.39e-13	4.56e-15	1.21e+01	24.212335	1.3522703	SFPQ	splicing factor proline and glutamine rich	6421
1559401_a_at	4.39e-13	4.57e-15	1.21e+01	24.210103	3.0901366			
214882_s_at	4.43e-13	4.63e-15	1.21e+01	24.196867	1.9663966	MIR636///SRSF2	microRNA 636///serine and arginine rich splicing factor 2	693221///6427
224787_s_at	4.43e-13	4.65e-15	1.21e+01	24.19447	2.7717687	RAB18	RAB18, member RAS oncogene family	22931
209284_s_at	4.44e-13	4.68e-15	1.21e+01	24.187438	1.8200772	FAM208A	family with sequence similarity 208 member A	23272
219087_at	4.44e-13	4.68e-15	1.21e+01	24.186093	4.3508819	ASPN	asporin	54829
226319_s_at	4.52e-13	4.78e-15	1.21e+01	24.166472	4.4198923	ALYREF	Aly/REF export factor	10189
217234_s_at	4.59e-13	4.87e-15	1.21e+01	24.146898	4.3765724	EZR	ezrin	7430
226094_at	4.68e-13	4.98e-15	1.21e+01	24.12551	4.0241492	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	5286
213706_at	4.82e-13	5.14e-15	-1.21e+01	24.093624	-5.6133094	GPD1	glycerol-3-phosphate dehydrogenase 1	2819
227875_at	4.91e-13	5.27e-15	-1.21e+01	24.06864	-5.5429418	KLHL13	kelch like family member 13	90293
212016_s_at	4.91e-13	5.28e-15	1.21e+01	24.068218	3.3201939	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1	100616459///5725
214500_at	4.97e-13	5.35e-15	1.21e+01	24.053697	3.8277429	H2AFY	H2A histone family member Y	9555
242706_s_at	5.07e-13	5.48e-15	1.21e+01	24.029582	3.3669795	MED23	mediator complex subunit 23	9439
222893_s_at	5.13e-13	5.57e-15	1.20e+01	24.014714	2.0704705	RPAP2	RNA polymerase II associated protein 2	79871
236359_at	5.13e-13	5.58e-15	-1.20e+01	24.012094	-4.0940836	SCN4B	sodium voltage-gated channel beta subunit 4	6330
1554365_a_at	5.28e-13	5.78e-15	1.20e+01	23.977424	3.1938267	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma	5527
215936_s_at	5.28e-13	5.78e-15	1.20e+01	23.977198	3.3601557	KIAA1033	KIAA1033	23325
202487_s_at	5.35e-13	5.87e-15	1.20e+01	23.961326	2.0875524	H2AFV	H2A histone family member V	94239
201262_s_at	5.38e-13	5.92e-15	1.20e+01	23.95317	4.7543498	BGN	biglycan	633
1552610_a_at	5.47e-13	6.04e-15	1.20e+01	23.933984	4.8515004	JAK1	Janus kinase 1	3716
206825_at	5.65e-13	6.26e-15	-1.20e+01	23.897549	-5.7562515	OXTR	oxytocin receptor	5021
210432_s_at	5.67e-13	6.31e-15	-1.20e+01	23.890929	-3.2636198	SCN3A	sodium voltage-gated channel alpha subunit 3	6328
202593_s_at	5.67e-13	6.32e-15	1.20e+01	23.889134	5.0615036	GDE1	glycerophosphodiester phosphodiesterase 1	51573
209162_s_at	5.67e-13	6.34e-15	1.20e+01	23.885729	4.3737045	PRPF4	pre-mRNA processing factor 4	9128
200996_at	5.81e-13	6.51e-15	1.20e+01	23.859096	1.8295051	ACTR3	ARP3 actin related protein 3 homolog	10096
226930_at	5.84e-13	6.61e-15	1.20e+01	23.844689	5.1171493	FNDC1	fibronectin type III domain containing 1	84624
200712_s_at	5.84e-13	6.62e-15	1.20e+01	23.843089	3.6072706	MAPRE1	microtubule associated protein RP/EB family member 1	22919
227364_at	5.84e-13	6.62e-15	1.20e+01	23.842499	4.9488173			
204320_at	5.84e-13	6.63e-15	1.20e+01	23.840838	7.3188974	COL11A1	collagen type XI alpha 1 chain	1301
207079_s_at	5.84e-13	6.65e-15	1.20e+01	23.838572	2.5798556	MED6	mediator complex subunit 6	10001
201005_at	5.87e-13	6.70e-15	1.20e+01	23.830588	2.9448274	CD9	CD9 molecule	928
219023_at	6.13e-13	7.01e-15	1.20e+01	23.785371	2.6223679	AP1AR	adaptor related protein complex 1 associated regulatory protein	55435
220452_x_at	6.15e-13	7.06e-15	-1.20e+01	23.779252	-1.4064635			
201695_s_at	6.30e-13	7.26e-15	1.19e+01	23.751689	3.6327581	PNP	purine nucleoside phosphorylase	4860
1555831_s_at	6.62e-13	7.64e-15	1.19e+01	23.700057	3.1481127	LRRC41	leucine rich repeat containing 41	10489
206262_at	6.64e-13	7.69e-15	-1.19e+01	23.694305	-3.2615197	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126
1560144_at	6.78e-13	7.88e-15	-1.19e+01	23.67012	-4.9044251			
228618_at	6.88e-13	8.02e-15	-1.19e+01	23.652676	-3.1389415	PEAR1	platelet endothelial aggregation receptor 1	375033
202346_at	7.21e-13	8.43e-15	1.19e+01	23.603004	1.5192915	UBE2K	ubiquitin conjugating enzyme E2 K	3093
209649_at	7.39e-13	8.65e-15	1.19e+01	23.576623	2.3106663	STAM2	signal transducing adaptor molecule 2	10254
32259_at	7.59e-13	8.92e-15	-1.19e+01	23.547155	-1.7127781	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	2145
218260_at	7.95e-13	9.37e-15	1.19e+01	23.498068	3.2469261	DDA1	DET1 and DDB1 associated 1	79016
209175_at	8.08e-13	9.55e-15	1.18e+01	23.47931	2.5470148	SEC23IP	SEC23 interacting protein	11196
218872_at	8.34e-13	9.88e-15	-1.18e+01	23.444919	-3.7789577	TESC	tescalcin	54997
226276_at	8.48e-13	1.01e-14	1.18e+01	23.425502	2.1199954	TMEM167A	transmembrane protein 167A	153339
202404_s_at	8.60e-13	1.03e-14	1.18e+01	23.408605	3.3070488	COL1A2	collagen type I alpha 2 chain	1278
201109_s_at	8.67e-13	1.04e-14	1.18e+01	23.398085	3.9229008	THBS1	thrombospondin 1	7057
232392_at	8.73e-13	1.05e-14	1.18e+01	23.388175	3.4169341	SRSF3	serine and arginine rich splicing factor 3	6428
223324_s_at	8.80e-13	1.06e-14	1.18e+01	23.377283	1.9965716	TRPM7	transient receptor potential cation channel subfamily M member 7	54822
200774_at	8.98e-13	1.08e-14	1.18e+01	23.353551	1.8412766	FAM120A	family with sequence similarity 120A	23196
212577_at	8.98e-13	1.09e-14	1.18e+01	23.35178	2.355396	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	23347
239673_at	9.38e-13	1.14e-14	-1.18e+01	23.305381	-2.8475957			
221748_s_at	9.54e-13	1.16e-14	-1.18e+01	23.286529	-2.8978787	TNS1	tensin 1	7145
208664_s_at	9.58e-13	1.17e-14	1.18e+01	23.279065	4.2237729	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3	286495///7267
235629_at	9.68e-13	1.18e-14	1.18e+01	23.266614	4.5608606			
209339_at	9.89e-13	1.21e-14	1.18e+01	23.242506	4.1865834	SIAH2	siah E3 ubiquitin protein ligase 2	6478
201298_s_at	9.89e-13	1.21e-14	1.18e+01	23.240105	2.6025585	MOB1A	MOB kinase activator 1A	55233
228582_x_at	1.00e-12	1.24e-14	1.17e+01	23.219652	5.9823475	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	378938
1555928_at	1.00e-12	1.24e-14	-1.17e+01	23.218702	-1.0942132			
211015_s_at	1.01e-12	1.25e-14	1.17e+01	23.2114	2.1821804	HSPA4	heat shock protein family A (Hsp70) member 4	3308
207821_s_at	1.02e-12	1.27e-14	1.17e+01	23.197213	2.4963908	PTK2	protein tyrosine kinase 2	5747
243690_at	1.02e-12	1.27e-14	-1.17e+01	23.194255	-1.2107272	TRIOBP	TRIO and F-actin binding protein	11078
1555522_s_at	1.02e-12	1.27e-14	1.17e+01	23.1927	2.0960811	DPY30///MEMO1	dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1	84661///51072
211450_s_at	1.02e-12	1.28e-14	1.17e+01	23.188787	3.7224001	MSH6	mutS homolog 6	2956
210480_s_at	1.06e-12	1.33e-14	1.17e+01	23.153194	4.5053206	MYO6	myosin VI	4646
210768_x_at	1.06e-12	1.34e-14	1.17e+01	23.142469	1.6507119	TMCO1	transmembrane and coiled-coil domains 1	54499
223263_s_at	1.07e-12	1.35e-14	1.17e+01	23.136334	2.9306438	FGFR1OP2	FGFR1 oncogene partner 2	26127
200641_s_at	1.09e-12	1.37e-14	1.17e+01	23.11775	4.6312292	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	7534
242405_at	1.10e-12	1.39e-14	-1.17e+01	23.104811	-2.9612842			
222558_at	1.13e-12	1.44e-14	1.17e+01	23.072677	2.5577755	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	55197
214941_s_at	1.15e-12	1.47e-14	1.17e+01	23.052248	2.4692594	PRPF40A	pre-mRNA processing factor 40 homolog A	55660
1569003_at	1.15e-12	1.47e-14	1.17e+01	23.048657	5.6982017	VMP1	vacuole membrane protein 1	81671
220235_s_at	1.16e-12	1.48e-14	1.17e+01	23.041199	3.0887542	LRIF1	ligand dependent nuclear receptor interacting factor 1	55791
203102_s_at	1.17e-12	1.51e-14	1.17e+01	23.025603	1.548122	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	4247
205713_s_at	1.19e-12	1.54e-14	1.17e+01	23.004256	6.7797595	COMP	cartilage oligomeric matrix protein	1311
221729_at	1.20e-12	1.55e-14	1.17e+01	22.999947	3.7636351	COL5A2	collagen type V alpha 2 chain	1290
206209_s_at	1.21e-12	1.57e-14	-1.17e+01	22.984543	-4.51964	CA4	carbonic anhydrase 4	762
202166_s_at	1.22e-12	1.59e-14	1.17e+01	22.975587	3.3374176	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	5504
204648_at	1.23e-12	1.60e-14	-1.17e+01	22.966526	-2.0592543	NPR1	natriuretic peptide receptor 1	4881
222385_x_at	1.23e-12	1.61e-14	1.17e+01	22.960664	4.4555287	SEC61A1	Sec61 translocon alpha 1 subunit	29927
213741_s_at	1.27e-12	1.67e-14	1.16e+01	22.925951	2.0975192	KPNA1	karyopherin subunit alpha 1	3836
206472_s_at	1.27e-12	1.68e-14	1.16e+01	22.920565	2.6649633	TLE3	transducin like enhancer of split 3	7090
219058_x_at	1.27e-12	1.68e-14	-1.16e+01	22.919773	-1.8175124	TINAGL1	tubulointerstitial nephritis antigen like 1	64129
212933_x_at	1.29e-12	1.70e-14	-1.16e+01	22.904445	-1.266653	SNORD68///RPL13	small nucleolar RNA, C/D box 68///ribosomal protein L13	606500///6137
206695_x_at	1.32e-12	1.75e-14	1.16e+01	22.876076	2.3702528	ZNF43	zinc finger protein 43	7594
219064_at	1.37e-12	1.82e-14	-1.16e+01	22.837203	-4.7258247	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	80760
221487_s_at	1.37e-12	1.82e-14	1.16e+01	22.836451	3.7307193	ENSA	endosulfine alpha	2029
1553243_at	1.39e-12	1.85e-14	-1.16e+01	22.819473	-3.5502904	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	80760
218401_s_at	1.43e-12	1.91e-14	1.16e+01	22.791818	3.2692527	ZNF281	zinc finger protein 281	23528
212932_at	1.46e-12	1.96e-14	1.16e+01	22.764322	2.2376179	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	22930
37384_at	1.51e-12	2.03e-14	-1.16e+01	22.727672	-2.1658426	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F	9647
202899_s_at	1.51e-12	2.03e-14	1.16e+01	22.727388	2.5313947	SRSF3	serine and arginine rich splicing factor 3	6428
204620_s_at	1.52e-12	2.05e-14	1.16e+01	22.720933	3.3330454	VCAN	versican	1462
225659_at	1.55e-12	2.10e-14	1.16e+01	22.698043	2.6878799	SPOPL	speckle type BTB/POZ protein like	339745
208852_s_at	1.58e-12	2.14e-14	1.15e+01	22.679438	3.0392122	CANX	calnexin	821
203549_s_at	1.58e-12	2.14e-14	-1.15e+01	22.675368	-5.2847213	LPL	lipoprotein lipase	4023
222521_x_at	1.59e-12	2.17e-14	-1.15e+01	22.665364	-1.7620325	NDUFC2-KCTD14///NDUFC2	NDUFC2-KCTD14 readthrough///NADH:ubiquinone oxidoreductase subunit C2	100532726///4718
210284_s_at	1.59e-12	2.17e-14	1.15e+01	22.662364	3.2500335	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	23118
223278_at	1.60e-12	2.19e-14	1.15e+01	22.653528	6.1725485	GJB2	gap junction protein beta 2	2706
222393_s_at	1.63e-12	2.24e-14	1.15e+01	22.632363	3.2917401	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	80218
214119_s_at	1.63e-12	2.24e-14	1.15e+01	22.631803	3.4916971	LOC101929368///FKBP1A	uncharacterized LOC101929368///FK506 binding protein 1A	101929368///2280
203249_at	1.64e-12	2.27e-14	-1.15e+01	22.620195	-1.6389243	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	2145
226028_at	1.67e-12	2.31e-14	-1.15e+01	22.603436	-2.6983482	ROBO4	roundabout guidance receptor 4	54538
232800_at	1.68e-12	2.33e-14	-1.15e+01	22.592641	-3.3854441			
212442_s_at	1.68e-12	2.34e-14	1.15e+01	22.588371	2.5790421	CERS6	ceramide synthase 6	253782
229713_at	1.72e-12	2.39e-14	1.15e+01	22.566756	4.7269534	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	5305
211228_s_at	1.73e-12	2.42e-14	1.15e+01	22.554369	1.7586311	RAD17	RAD17 checkpoint clamp loader component	5884
242844_at	1.73e-12	2.43e-14	1.15e+01	22.55273	2.8286604	PGGT1B	protein geranylgeranyltransferase type I subunit beta	5229
210756_s_at	1.73e-12	2.43e-14	1.15e+01	22.549202	3.331865	NOTCH2	notch 2	4853
1565269_s_at	1.73e-12	2.44e-14	1.15e+01	22.547672	2.6327744	ATF1	activating transcription factor 1	466
1552509_a_at	1.74e-12	2.45e-14	-1.15e+01	22.541656	-5.7497578	CD300LG	CD300 molecule like family member g	146894
210639_s_at	1.76e-12	2.49e-14	1.15e+01	22.525187	3.5347725	ATG5	autophagy related 5	9474
205604_at	1.76e-12	2.50e-14	-1.15e+01	22.523774	-1.9965167	HOXD9	homeobox D9	3235
225617_at	1.79e-12	2.54e-14	1.15e+01	22.508635	2.670175	ODF2	outer dense fiber of sperm tails 2	4957
