"biotid","substrate_name","substrate_cid","substrate_inchikey","substrate_inchi","enzyme","reaction_type","biotransformation_type","biosystem","prod_name","prod_cid","prod_inchikey","prod_inchi","reference"
"BIOTID01788","7-ethyl-10-hydroxycamptothecin","4014291","FJHBVJOVLFPMQE-UHFFFAOYSA-N","InChI=1S/C22H20N2O5/c1-3-12-13-7-11(25)5-6-17(13)23-19-14(12)9-24-18(19)8-16-15(20(24)26)10-29-21(27)22(16,28)4-2/h5-8,25,28H,3-4,9-10H2,1-2H3","UGT1A9","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","NULL","SSJQVDUAKDRWTA-VTOJQLKUSA-N","InChI=1S/C28H28N2O11/c1-3-12-13-7-11(40-26-22(33)20(31)21(32)23(41-26)25(35)36)5-6-17(13)29-19-14(12)9-30-18(19)8-16-15(24(30)34)10-39-27(37)28(16,38)4-2/h5-8,20-23,26,31-33,38H,3-4,9-10H2,1-2H3,(H,35,36)/t20-,21-,22+,23-,26?,28?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01789","Fenretinide","5288209","AKJHMTWEGVYYSE-FXILSDISSA-N","InChI=1S/C26H33NO2/c1-19(11-16-24-21(3)10-7-17-26(24,4)5)8-6-9-20(2)18-25(29)27-22-12-14-23(28)15-13-22/h6,8-9,11-16,18,28H,7,10,17H2,1-5H3,(H,27,29)/b9-6+,16-11+,19-8+,20-18+","UGT","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","NULL","UVITUJIIRZWOPU-QGIYCXAWSA-N","InChI=1S/C32H41NO8/c1-19(11-16-24-21(3)10-7-17-32(24,4)5)8-6-9-20(2)18-25(34)33-22-12-14-23(15-13-22)40-31-28(37)26(35)27(36)29(41-31)30(38)39/h6,8-9,11-16,18,26-29,31,35-37H,7,10,17H2,1-5H3,(H,33,34)(H,38,39)/b9-6+,16-11+,19-8+,20-18+/t26-,27-,28+,29-,31?/m0/s1","Wu et al. 2011; First-pass metabolism via UDP-glucuronosyltransferase- a barrier to oral bioavailability of phenolics"
"BIOTID01790","Fenretinide","5288209","AKJHMTWEGVYYSE-FXILSDISSA-N","InChI=1S/C26H33NO2/c1-19(11-16-24-21(3)10-7-17-26(24,4)5)8-6-9-20(2)18-25(29)27-22-12-14-23(28)15-13-22/h6,8-9,11-16,18,28H,7,10,17H2,1-5H3,(H,27,29)/b9-6+,16-11+,19-8+,20-18+","UGT","4-OH sulfonation of phenolic compound","Human Phase II","Human","NULL","NULL","UVITUJIIRZWOPU-QGIYCXAWSA-N","InChI=1S/C32H41NO8/c1-19(11-16-24-21(3)10-7-17-32(24,4)5)8-6-9-20(2)18-25(34)33-22-12-14-23(15-13-22)40-31-28(37)26(35)27(36)29(41-31)30(38)39/h6,8-9,11-16,18,26-29,31,35-37H,7,10,17H2,1-5H3,(H,33,34)(H,38,39)/b9-6+,16-11+,19-8+,20-18+/t26-,27-,28+,29-,31?/m0/s1","Wu et al. 2011; First-pass metabolism via UDP-glucuronosyltransferase- a barrier to oral bioavailability of phenolics"
"BIOTID01791","3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone","15939984","KWAOBWWDFBQFGR-UHFFFAOYSA-N","InChI=1S/C17H12O5/c1-9-2-4-12-11(6-9)15(18)16(19)17(22-12)10-3-5-13-14(7-10)21-8-20-13/h2-7,19H,8H2,1H3","UGT1A9","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","NULL","NKDPDGKGOPGXMS-GWQNJANKSA-N","InChI=1S/C23H20O11/c1-9-2-4-12-11(6-9)15(24)20(19(32-12)10-3-5-13-14(7-10)31-8-30-13)33-23-18(27)16(25)17(26)21(34-23)22(28)29/h2-7,16-18,21,23,25-27H,8H2,1H3,(H,28,29)/t16-,17-,18+,21-,23?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01792","6-Hydroxymelatonin","1864","OMYMRCXOJJZYKE-UHFFFAOYSA-N","InChI=1S/C13H16N2O3/c1-8(16)14-4-3-9-7-15-11-6-12(17)13(18-2)5-10(9)11/h5-7,15,17H,3-4H2,1-2H3,(H,14,16)","UGT","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","NULL","BIRHYNBRXCOXLU-UHFFFAOYSA-N","InChI=1S/C19H24N2O9/c1-8(22)20-4-3-9-7-21-11-6-13(12(28-2)5-10(9)11)29-19-16(25)14(23)15(24)17(30-19)18(26)27/h5-7,14-17,19,21,23-25H,3-4H2,1-2H3,(H,20,22)(H,26,27)","http://www.hmdb.ca/metabolites/HMDB0060786"
"BIOTID01794","Sinapinic acid","637775","PCMORTLOPMLEFB-ONEGZZNKSA-N","InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+","UGT","O-glucuronidation","Human Phase II","Human","NULL","124202107","YAIVMBWMHPRYKU-VKAIBYOUSA-N","InChI=1S/C17H20O11/c1-25-8-5-7(6-9(26-2)11(8)19)3-4-10(18)27-17-14(22)12(20)13(21)15(28-17)16(23)24/h3-6,12-15,17,19-22H,1-2H3,(H,23,24)/b4-3+/t12-,13-,14+,15-,17+/m0/s1","http://www.hmdb.ca/metabolites/HMDB0060019"
"BIOTID01795","Tolmetin","5509","UPSPUYADGBWSHF-UHFFFAOYSA-N","InChI=1S/C15H15NO3/c1-10-3-5-11(6-4-10)15(19)13-8-7-12(16(13)2)9-14(17)18/h3-8H,9H2,1-2H3,(H,17,18)","UGT","O-glucuronidation of aliphatic acid","Human Phase II","Human","NULL","155656","MEFIGCPEYJZFFC-ZFORQUDYSA-N","InChI=1S/C21H23NO9/c1-10-3-5-11(6-4-10)15(24)13-8-7-12(22(13)2)9-14(23)30-21-18(27)16(25)17(26)19(31-21)20(28)29/h3-8,16-19,21,25-27H,9H2,1-2H3,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1","http://www.hmdb.ca/metabolites/HMDB0042044"
"BIOTID01796","Licofelone M2","NULL","QUCLYFKWRYCDCG-UHFFFAOYSA-N","InChI=1S/C23H22ClNO3/c1-23(2)12-18-21(14-6-4-3-5-7-14)22(15-8-9-16(24)19(26)10-15)17(11-20(27)28)25(18)13-23/h3-10,26H,11-13H2,1-2H3,(H,27,28)","UGT","O-glucuronidation of aliphatic acid","Human Phase II","Human","NULL","NULL","OIPSDICMVLCYHY-TXZJZKILSA-N","InChI=1S/C29H30ClNO9/c1-29(2)12-18-21(14-6-4-3-5-7-14)22(15-8-9-16(30)19(32)10-15)17(31(18)13-29)11-20(33)39-28-25(36)23(34)24(35)26(40-28)27(37)38/h3-10,23-26,28,32,34-36H,11-13H2,1-2H3,(H,37,38)/t23-,24-,25+,26-,28?/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675.|http://www.hmdb.ca/metabolites/HMDB0061130"
"BIOTID01797","O-methoxycatechol","18702042","CWDFAWQMQXOHPJ-UHFFFAOYSA-N","InChI=1S/C7H8O3/c1-9-10-7-5-3-2-4-6(7)8/h2-5,8H,1H3","SULT","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","22473","AQTYXAPIHMXAAV-UHFFFAOYSA-N","InChI=1S/C7H8O5S/c1-11-6-4-2-3-5-7(6)12-13(8,9)10/h2-5H,1H3,(H,8,9,10)","http://www.hmdb.ca/metabolites/HMDB0060013"
"BIOTID01798","phenethyl isothiocyanate","16741","IZJDOKYDEWTZSO-UHFFFAOYSA-N","InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2","GST","GSH-conjugation","Human Phase II","Human","NULL","NULL","CWQOXGNRTBQTID-KBPBESRZSA-N","InChI=1S/C19H25N4O6S2/c20-13(18(28)29)6-7-15(24)23-14(17(27)22-10-16(25)26)11-31-19(30)21-9-8-12-4-2-1-3-5-12/h1-5,13-14H,6-11,20H2,(H,22,27)(H,23,24)(H,25,26)(H,28,29)/t13-,14-/m0/s1","http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.18&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0"
"BIOTID01799","6-hydroxymethylbenzo[a]pyrene","30544","FJQLVOHCPDYIFE-UHFFFAOYSA-N","InChI=1S/C21H14O/c22-12-19-16-7-2-1-6-15(16)17-10-8-13-4-3-5-14-9-11-18(19)21(17)20(13)14/h1-11,22H,12H2","SULT1B1; SULT1C3","O-sulfonation","Human Phase II","Human","NULL","50026","WPJPSIKNQCJUCP-UHFFFAOYSA-N","InChI=1S/C21H14O4S/c22-26(23,24)25-12-19-16-7-2-1-6-15(16)17-10-8-13-4-3-5-14-9-11-18(19)21(17)20(13)14/h1-11H,12H2,(H,22,23,24)","Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316Ã¢â‚¬â€œ1383. doi:10.1021/tx300132k"
"BIOTID01800","isobutanol","6560","ZXEKIIBDNHEJCQ-UHFFFAOYSA-N","InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","BBLDJTVYNSHUPK-NMLRKWPISA-N","InChI=1S/C10H18O7/c1-4(2)3-16-10-7(13)5(11)6(12)8(17-10)9(14)15/h4-8,10-13H,3H2,1-2H3,(H,14,15)/t5-,6-,7+,8-,10?/m0/s1","Jurowich, S. et al. (2004); Glucuronidation of aliphatic alcohols in human liver microsomes in vitro; Alcohol 32 (2004) 187Ã¢â‚¬â€œ194"
"BIOTID01801","Lonidamine","39562","WDRYRZXSPDWGEB-UHFFFAOYSA-N","InChI=1S/C15H10Cl2N2O2/c16-10-6-5-9(12(17)7-10)8-19-13-4-2-1-3-11(13)14(18-19)15(20)21/h1-7H,8H2,(H,20,21)","UGT","O-glucuronidation","Human Phase II","Human","NULL","16042756","NGXCZUKKEQMKRC-KHYATNAISA-N","InChI=1S/C21H18Cl2N2O8/c22-10-6-5-9(12(23)7-10)8-25-13-4-2-1-3-11(13)14(24-25)20(31)33-21-17(28)15(26)16(27)18(32-21)19(29)30/h1-7,15-18,21,26-28H,8H2,(H,29,30)/t15-,16-,17+,18-,21?/m0/s1",""
"BIOTID01802","2,2‐dichloro‐2‐fluoroethanol","164603","LJTFLXOWPJPVCJ-UHFFFAOYSA-N","InChI=1S/C2H3Cl2FO/c3-2(4,5)1-6/h6H,1H2","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","PLCGWGPQEGUNKG-OJGRKFFBSA-N","InChI=1S/C8H11Cl2FO7/c9-8(10,11)1-17-7-4(14)2(12)3(13)5(18-7)6(15)16/h2-5,7,12-14H,1H2,(H,15,16)/t2-,3-,4+,5-,7?/m0/s1","Tong Z et al; Drug Metabolism and Disposition 26 (7): 711-3 (1998)"
"BIOTID01803","Geraniol","637566","GLZPCOQZEFWAFX-JXMROGBWSA-N","InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+","GST","GSH-conjugation","Human Phase II","Human","NULL","NULL","OLJYZVCOHXCPAB-JXMROGBWSA-N","InChI=1S/C10H18O4S/c1-9(2)5-4-6-10(3)7-8-14-15(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,11,12,13)/b10-7+","Kinetics and dosin"
"BIOTID01804","Buprenorphine","644073","RMRJXGBAOAMLHD-IHFGGWKQSA-N","InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3/t20-,21-,24-,26+,27-,28+,29-/m1/s1","UGT","O-glucuronidation","Human Phase II","Human","Buprenorphine glucuronide","131769995","CZULHKGIAJASAA-RONBUCGTSA-N","InChI=1S/C35H49NO10/c1-31(2,3)32(4,42)20-15-33-10-11-35(20,43-5)30-34(33)12-13-36(16-17-6-7-17)21(33)14-18-8-9-19(26(46-30)22(18)34)44-29-25(39)23(37)24(38)27(45-29)28(40)41/h8-9,17,20-21,23-25,27,29-30,37-39,42H,6-7,10-16H2,1-5H3,(H,40,41)/t20-,21-,23+,24+,25-,27+,29-,30-,32-,33-,34+,35-/m1/s1","https://www.drugbank.ca/metabolites/DBMET00176"
"BIOTID01805","Nateglinide","NULL","OELFLUMRDSZNSF-BRWVUGGUSA-N","InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15-,16-,17-/m1/s1","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","YTIRWNSTJVSCRW-IESJKZRYSA-N","InChI=1S/C25H35NO9/c1-13(2)15-8-10-16(11-9-15)22(30)26-17(12-14-6-4-3-5-7-14)24(33)35-25-20(29)18(27)19(28)21(34-25)23(31)32/h3-7,13,15-21,25,27-29H,8-12H2,1-2H3,(H,26,30)(H,31,32)/t15-,16-,17-,18+,19+,20-,21+,25?/m1/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
"BIOTID01806","trans-isoeugenol","853433","BJIOGJUNALELMI-ONEGZZNKSA-N","InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3-7,11H,1-2H3/b4-3+","UGT","O-glucuronidation","Human Phase II","Human","NULL","124202102","HBQGHTRBYUFZLV-MIJQFFSFSA-N","InChI=1S/C16H20O8/c1-3-4-8-5-6-9(10(7-8)22-2)23-16-13(19)11(17)12(18)14(24-16)15(20)21/h3-7,11-14,16-19H,1-2H3,(H,20,21)/b4-3+/t11-,12-,13+,14-,16?/m0/s1","http://www.hmdb.ca/metabolites/HMDB0060021"
"BIOTID01807","Clofibric acid","2797","TXCGAZHTZHNUAI-UHFFFAOYSA-N","InChI=1S/C10H11ClO3/c1-10(2,9(12)13)14-8-5-3-7(11)4-6-8/h3-6H,1-2H3,(H,12,13)","UGT","O-glucuronidation","Human Phase II","Human","NULL","133401","LCJVUUVMVSSIGZ-ZAOAHOKWSA-N","InChI=1S/C16H19ClO9/c1-16(2,26-8-5-3-7(17)4-6-8)15(23)25-14-11(20)9(18)10(19)12(24-14)13(21)22/h3-6,9-12,14,18-20H,1-2H3,(H,21,22)/t9-,10-,11+,12-,14?/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/155696#section=IUPAC-Name"
"BIOTID01808","N-Hydroxymexiletine","92288929","ABMUWCMGKRQAIK-SNVBAGLBSA-N","InChI=1S/C11H17NO2/c1-8-5-4-6-9(2)11(8)14-7-10(3)12-13/h4-6,10,12-13H,7H2,1-3H3/t10-/m1/s1","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","XXMULGPNDWROEN-SRUJRSLGSA-N","InChI=1S/C17H25NO8/c1-8-5-4-6-9(2)14(8)24-7-10(3)18-26-17-13(21)11(19)12(20)15(25-17)16(22)23/h4-6,10-13,15,17-21H,7H2,1-3H3,(H,22,23)/t10-,11+,12+,13-,15+,17?/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/197617#section=InChI"
"BIOTID01809","Dehydroisoandrosterone","5881","FMGSKLZLMKYGDP-USOAJAOKSA-N","InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3/t13-,14-,15-,16-,18-,19-/m0/s1","UGT","O-glucuronidation","Human Phase II","Human","NULL","53480448","GLONBVCUAVPJFV-CLIRWHJISA-N","InChI=1S/C25H36O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h3,13-16,18-21,23,27-29H,4-11H2,1-2H3,(H,30,31)/t13?,14?,15?,16?,18-,19-,20+,21?,23+,24?,25?/m0/s1","http://www.hmdb.ca/metabolites/HMDB0010327"
"BIOTID01810","4-hydroxymethyl ambrisentan","25183815","PDUAYPFMBRYSNN-LJQANCHMSA-N","InChI=1S/C22H22N2O5/c1-15-13-18(14-25)24-21(23-15)29-19(20(26)27)22(28-2,16-9-5-3-6-10-16)17-11-7-4-8-12-17/h3-13,19,25H,14H2,1-2H3,(H,26,27)/t19-/m1/s1","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","HYNPRXQATWYSER-KFXNSFBMSA-N","InChI=1S/C28H30N2O11/c1-15-13-18(14-31)30-27(29-15)40-23(25(37)41-26-21(34)19(32)20(33)22(39-26)24(35)36)28(38-2,16-9-5-3-6-10-16)17-11-7-4-8-12-17/h3-13,19-23,26,31-34H,14H2,1-2H3,(H,35,36)/t19-,20-,21+,22-,23+,26?/m0/s1","https://www.drugbank.ca/metabolites/DBMET01406"
"BIOTID01811","4-Methoxyphenol","9015","NWVVVBRKAWDGAB-UHFFFAOYSA-N","InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","18654381","OPHAIPSAIQWLKD-NJMOVEGISA-N","InChI=1S/C13H16O8/c1-19-6-2-4-7(5-3-6)20-13-10(16)8(14)9(15)11(21-13)12(17)18/h2-5,8-11,13-16H,1H3,(H,17,18)/t8-,9-,10+,11-,13?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01812","N-OH-ABA","24849078","WCPKDLWOWHLXNO-UHFFFAOYSA-N","InChI=1S/C17H11NO2/c19-17-12-5-2-1-4-10(12)11-8-9-15(18-20)13-6-3-7-14(17)16(11)13/h1-9,18,20H","SULT1A1, SULT1A2","O-sulfonation","Human Phase II","Human","NULL","NULL","MBBWEJFOKGQOKS-UHFFFAOYSA-N","InChI=1S/C17H11NO5S/c19-17-12-5-2-1-4-10(12)11-8-9-15(18-23-24(20,21)22)13-6-3-7-14(17)16(11)13/h1-9,18H,(H,20,21,22)","Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
"BIOTID01813","3,5-Dihydroxyflavone","5393151","QHYWQIVTVQAKQF-UHFFFAOYSA-N","InChI=1S/C15H10O4/c16-10-7-4-8-11-12(10)13(17)14(18)15(19-11)9-5-2-1-3-6-9/h1-8,16,18H","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","68735468","ZFBQQJUTYLABMS-MBIBTLSJSA-N","InChI=1S/C21H18O10/c22-10-7-4-8-11-12(10)13(23)18(17(29-11)9-5-2-1-3-6-9)30-21-16(26)14(24)15(25)19(31-21)20(27)28/h1-8,14-16,19,21-22,24-26H,(H,27,28)/t14-,15-,16+,19-,21?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01814","2-amino-6- methyldipyrido[1,2-a:3p,2p-d]- imidazole (Glu-P-1)","49971","AYLURHVFAYRSHT-UHFFFAOYSA-N","InChI=1S/C11H10N4/c1-7-3-2-6-15-10(7)13-8-4-5-9(12)14-11(8)15/h2-6H,1H3,(H2,12,14)","NAT1,NAT2","N-acetylation","Human Phase II","Human","NULL","128685","FZRWLIBASRVEFR-UHFFFAOYSA-N","InChI=1S/C13H12N4O/c1-8-4-3-7-17-12(8)15-10-5-6-11(14-9(2)18)16-13(10)17/h3-7H,1-2H3,(H,14,16,18)","Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316Ã¢â‚¬â€œ1383. doi:10.1021/tx300132k"
"BIOTID01815","Thalifendine","72704","GLYPKDKODVRYGP-UHFFFAOYSA-O","InChI=1S/C19H15NO4/c1-22-16-3-2-11-6-15-13-8-18-17(23-10-24-18)7-12(13)4-5-20(15)9-14(11)19(16)21/h2-3,6-9H,4-5,10H2,1H3/p+1","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","XGXIXPBJUUVSMI-VAZBFKODSA-O","InChI=1S/C25H23NO10/c1-32-16-3-2-11-6-15-13-8-18-17(33-10-34-18)7-12(13)4-5-26(15)9-14(11)22(16)35-25-21(29)19(27)20(28)23(36-25)24(30)31/h2-3,6-9,19-21,23,25,27-29H,4-5,10H2,1H3/p+1/t19-,20-,21+,23-,25?/m0/s1","Yang, G. et al. (2017); Glucuronidation: driving factors and their impact on glucuronide disposition;  Drug Metab Rev. 2017 May;49(2):105-138. DOI:10.1080/03602532.2017.1293682; PMID:28266877"
"BIOTID01816","1-iodoethane","6340","HVTICUPFWKNHNG-UHFFFAOYSA-N","InChI=1S/C2H5I/c1-2-3/h2H2,1H3","GST","GSH-conjugation","Human Phase II","Human","ethylglutathione","107650","HMFDVPSBWOHOAP-YUMQZZPRSA-N","InChI=1S/C12H21N3O6S/c1-2-22-6-8(11(19)14-5-10(17)18)15-9(16)4-3-7(13)12(20)21/h7-8H,2-6,13H2,1H3,(H,14,19)(H,15,16)(H,17,18)(H,20,21)/t7-,8-/m0/s1","http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.18&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0"
"BIOTID01817","Dihydroferulic acid","14340","BOLQJTPHPSDZHR-UHFFFAOYSA-N","InChI=1S/C10H12O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2,4,6,11H,3,5H2,1H3,(H,12,13)","SULT","O-sulfonation","Human Phase II","Human","NULL","187489","UMCDODPBPQMWQP-UHFFFAOYSA-N","InChI=1S/C10H12O7S/c1-16-9-6-7(3-5-10(11)12)2-4-8(9)17-18(13,14)15/h2,4,6H,3,5H2,1H3,(H,11,12)(H,13,14,15)","http://www.hmdb.ca/metabolites/HMDB0041724"
"BIOTID01818","4-Propoxyphenol","29352","KIIIPQXXLVCCQP-UHFFFAOYSA-N","InChI=1S/C9H12O2/c1-2-7-11-9-5-3-8(10)4-6-9/h3-6,10H,2,7H2,1H3","UGT1A9","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","21349584","KSNISIWYBBWYNC-HXMBFPRCSA-N","InChI=1S/C15H20O8/c1-2-7-21-8-3-5-9(6-4-8)22-15-12(18)10(16)11(17)13(23-15)14(19)20/h3-6,10-13,15-18H,2,7H2,1H3,(H,19,20)/t10-,11-,12+,13-,15?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01819","valproic acid","3121","NIJJYAXOARWZEE-UHFFFAOYSA-N","InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)","UGT","O-glucuronidation of aliphatic acid","Human Phase II","Human","NULL","101061009","XXKSYIHWRBBHIC-JLERCCTOSA-N","InChI=1S/C14H24O8/c1-3-5-7(6-4-2)13(20)22-14-10(17)8(15)9(16)11(21-14)12(18)19/h7-11,14-17H,3-6H2,1-2H3,(H,18,19)/t8-,9-,10+,11-,14?/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
"BIOTID01820","Diclofenac","3033","DCOPUUMXTXDBNB-UHFFFAOYSA-N","InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)","UGT","O-glucuronidation of aliphatic acid","Human Phase II","Human","NULL","90842887","JXIKYYSIYCILNG-BCHVZBRRSA-N","InChI=1S/C20H19Cl2NO8/c21-10-5-3-6-11(22)14(10)23-12-7-2-1-4-9(12)8-13(24)30-20-17(27)15(25)16(26)18(31-20)19(28)29/h1-7,15-18,20,23,25-27H,8H2,(H,28,29)/t15-,16-,17+,18-,20?/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
"BIOTID01821","Eugenol","3314","RRAFCDWBNXTKKO-UHFFFAOYSA-N","InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3","UGT1A9","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","54086604","MQXZRKSWEMEXCG-AKFOCJAPSA-N","InChI=1S/C16H20O8/c1-3-4-8-5-6-9(10(7-8)22-2)23-16-13(19)11(17)12(18)14(24-16)15(20)21/h3,5-7,11-14,16-19H,1,4H2,2H3,(H,20,21)/t11-,12-,13+,14-,16?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01822","3-ethylphenol","12101","HMNKTRSOROOSPP-UHFFFAOYSA-N","InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3","SULT","3-OH sulfonation of phenolic compound","Human Phase II","Human","NULL","86290012","DMIBREBMNWKSQY-UHFFFAOYSA-N","InChI=1S/C8H10O4S/c1-2-7-4-3-5-8(6-7)12-13(9,10)11/h3-6H,2H2,1H3,(H,9,10,11)","http://www.hmdb.ca/metabolites/HMDB0062721"
"BIOTID01823","(R,R)-1-phenylpropylene oxide","123339","YVCOJTATJWDGEU-UHFFFAOYSA-N","InChI=1S/C9H10O/c1-7-9(10-7)8-5-3-2-4-6-8/h2-7,9H,1H3","GST","GSH-conjugation of epoxide","Human Phase II","Human","NULL","NULL","QYYOHGIHNQSSFZ-YRFCHQJDSA-N","InChI=1S/C19H25N3O7S/c20-12(19(27)28)6-7-15(23)22-13(18(26)21-8-16(24)25)9-30-10-14-17(29-14)11-4-2-1-3-5-11/h1-5,12-14,17H,6-10,20H2,(H,21,26)(H,22,23)(H,24,25)(H,27,28)/t12-,13-,14?,17?/m0/s1","http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.18&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0"
