Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description
74166,2-propylquinoline,154699581,"5-propyl-1a,7b-dihydrooxireno[2,3-f]quinoline",Epoxidation / Human Phase I,Human,CYP2C9;CYP2E1;CYP3A4,BIOTID00146,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12745870
656665,tropisetron,154699579,(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 6-hydroxy-1H-indole-3-carboxylate,Aromatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID01051,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:7598739
5281744,riddelliine,154699577,"(4Z)-4-ethylidene-7,17-dihydroxy-7-(hydroxymethyl)-6-methylidene-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00864,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12693032
5351344,Combretastatin A4,154699576,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[2-methoxy-5-[(Z)-2-(3,4,5-trimethoxyphenyl)ethenyl]phenoxy]oxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01833,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
156219,7-butoxy-2h-chromen-2-one,154699574,"7-(4-hydroxybutoxy)-3,4,4a,5,6,7,8,8a-octahydro-2H-chromen-2-ol",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00199,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10620357
308171,4-Hydroxyifosfamide,154699572,"(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-[[3-(2-chloroethyl)-2-(2-chloroethylamino)-2-oxo-1,3,2lambda5-oxazaphosphinan-4-yl]oxysulfanyl]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",GSH-conjugation / Human Phase II,Human,GST,BIOTID02096,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,
903,N-Acetyl-5-hydroxytryptamine,154699571,"(2S,3S,4S,5R)-6-[[3-(2-acetamidoethyl)-1H-indol-5-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID02007,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
145826,"3,3p,4p-Trihydroxyflavone",154699568,"(2S,3S,4S,5R)-6-[2-(3,4-dihydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01825,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
3028409,epicatechin metabo5,154699567,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[3-[(5-oxooxolan-2-yl)methyl]phenoxy]oxane-2-carboxylic acid",Aromatic-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01749,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,From Jarleips validations
5564,Triclosan,154699565,"(2S,3S,4S,5R)-6-[5-chloro-2-(2,4-dichlorophenoxy)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01830,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Phase II Metabolism in Human Skin: Skin Explants Show Full Coverage for Glucuronidation, Sulfation, N-Acetylation, Catechol Methylation, and Glutathione Conjugation"
676295,"3,3p-Dihydroxyflavone",154699564,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[2-(3-hydroxyphenyl)-4-oxochromen-3-yl]oxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01937,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
44559227,territrem a,154699562,"1,7-dihydroxy-6-(hydroxymethyl)-14-(7-methoxy-1,3-benzodioxol-5-yl)-2,6,10-trimethyl-11,15-dioxatetracyclo[8.8.0.02,7.012,17]octadeca-4,12(17),13-triene-3,16-dione",Aliphatic Hydroxylation / Human Phase I,Human,CYP2C9;CYP2D6;CYP3A4,BIOTID00995,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12851121
5393156,7-Hydoxy-5-methylflavone,154699561,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(5-methyl-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01883,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
10113707,kr-60436,154699560,"2-[[1-(4-methoxy-2-methylphenyl)-6-(trifluoromethoxy)pyrrolo[3,2-c]quinolin-4-yl]amino]ethanol",Hydrogenation / Human Phase I,Human,CYP2D6;CYP3A4,BIOTID00647,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15585365
6041,Phenylephrine,154699559,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenoxy]oxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID02143,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; First-pass metabolism via UDP-glucuronosyltransferase- a barrier to oral bioavailability of phenolics
9816910,4-Hydroxy-(s)-tomoxetine,154699558,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[3-methyl-4-[(1R)-3-(methylamino)-1-phenylpropoxy]phenoxy]oxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01882,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,https://www.pharmgkb.org/pathway/PA166160830
3031,"2,6-dichlorobenzonitrile",154699557,"2,4-dichloro-7-oxabicyclo[4.1.0]hepta-2,4-diene-3-carbonitrile",Epoxidation / Human Phase I,Human,CYP2A6,BIOTID00153,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8649351
5281953,Syringetin,154699554,"(2S,3S,4S,5R)-6-[5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01955,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
101592321,tetranor-(+)-s-145,154699550,3-[3-(benzenesulfonamido)-5-hydroxy-2-bicyclo[2.2.1]heptanyl]propanoic acid,Aliphatic Hydroxylation / Human Phase I,Human,CYP2C9,BIOTID01008,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9010633
154699908,ivermectin,154699549,"(11E,13Z,17Z)-7,26-dihydroxy-16-[5-hydroxy-5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-6,15,17-trimethyl-5'-propan-2-ylspiro[2,21-dioxatetracyclo[18.3.2.14,8.011,26]hexacosa-5,11,13,17-tetraene-22,2'-oxane]-3-one",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00638,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9574819
10862355,{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine,154699548,4-[5-(4-fluorophenyl)-2-methylsulfinyl-1H-imidazol-4-yl]pyridin-2-amine,N-dealkylation / Human Phase I,Human,CYP3A4,BIOTID00345,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:17344341
7469,4-Hydroxyacetophenone,154699538,"(2S,3S,4S,5R)-6-(4-acetylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01829,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
123964,DMXAA,154699536,"(2S,3S,4S,5R)-6-[2-(5,6-dimethyl-9-oxoxanthen-4-yl)acetyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,"UGT1A9, UGT2B7",BIOTID02137,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
5281953,Syringetin,154699535,"(2S,3S,4S,5R)-6-[3,5-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01954,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
114709,10-hydroxycarbazepine,154699532,"(2S,3S,4S,5R)-6-[(11-carbamoyl-5,6-dihydrobenzo[b][1]benzazepin-5-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",Alkyl-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01781,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,https://www.drugbank.ca/metabolites/DBMET01412
16666,(-)-Menthol,154699531,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl]oxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01863,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Jager, W. and Hoferl,M. (2016); Metabolism of Terpenoids in Animal Models and Humans"
154699665,"2-(3-{4-[2-(3-fluorophenyl)ethyl]piperazin-1-yl}propyl)-5-(1,2,4-triazol-4-yl)-1H-indole",154699526,"2-[3-(4-methylpiperazin-1-yl)propyl]-5-(1,2,4-triazol-4-yl)-1H-indole",N-dealkylation / Human Phase I,Human,CYP2C8;CYP3A4,BIOTID00649,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10659950
5281804,Prunetin,154699525,"3,4,5-trihydroxy-6-[3-(4-hydroxyphenyl)-7-methoxy-4-oxochromen-5-yl]oxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01719,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
5035,raloxifene,154699524,"[2-(3,4-dihydroxyphenyl)-6-hydroxy-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone",Aromatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID00844,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12119000
7438,Carveol,154699522,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-yl)oxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01891,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Jager, W. and Hoferl,M. (2016); Metabolism of Terpenoids in Animal Models and Humans"
689043,Caffeic Acid,154699519,"(2S,3S,4S,5R)-6-[5-[(E)-2-carboxyethenyl]-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01965,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
344546,3-Hydroxy-7-methoxyflavone,154699518,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(7-methoxy-4-oxo-2-phenylchromen-3-yl)oxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID02103,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
40621976,7-Hydroxy-efavirenz,154699516,"(2S,3S,4S,5R)-6-[[(4S)-6-chloro-4-(2-cyclopropylethynyl)-2-oxo-4-(trifluoromethyl)-1H-3,1-benzoxazin-7-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID02034,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
6,"1-chloro-2,4-dinitrobenzene",154699513,"2-amino-5-[[1-(carboxymethylamino)-3-(1-chloro-2,4-dinitrocyclohexa-2,5-dien-1-yl)sulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",GSH-conjugation / Human Phase II,Human,GST,BIOTID01666,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Phase II Metabolism in Human Skin: Skin Explants Show Full Coverage for Glucuronidation, Sulfation, N-Acetylation, Catechol Methylation, and Glutathione Conjugation"
45096397,4-Hydroxy-beta-thujone,154699511,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[[(1S,5S)-2-methyl-3-oxo-5-propan-2-yl-2-bicyclo[3.1.0]hexanyl]oxy]oxane-2-carboxylic acid",Alkyl-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01729,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Jager, W. and Hoferl,M. (2016); Metabolism of Terpenoids in Animal Models and Humans"
102123094,"3-(furan-2-ylmethyl)-1,7,8-trimethylpurine-2,6-dione",154699510,"3-[(5-hydroxyfuran-2-yl)methyl]-1,7,8-trimethylpurine-2,6-dione",Aliphatic Hydroxylation / Human Phase I,Human,CYP1A2,BIOTID00027,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9585555
7543,"4,4'-methylenebis(2-chloroaniline)",154699508,2-chloro-4-[[3-chloro-4-(oxidoamino)phenyl]methyl]aniline,N-Oxidation / Human Phase I,Human,CYP2A6;CYP3A4,BIOTID00185,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:1740010
13393711,O-Desmethylnaproxen,154699504,"(2S,3S,4S,5R)-6-[6-[(1S)-1-carboxyethyl]naphthalen-2-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",Aromatic-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01761,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
74166,2-propylquinoline,154699503,"6-propyl-1a,7b-dihydrooxireno[2,3-h]quinoline",Epoxidation / Human Phase I,Human,CYP2C9;CYP2E1;CYP3A4,BIOTID00147,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12745870
154699643,N-acetyl-N-hydroxy-3-aminobenzanthrone,154699502,"[acetyl-(7-oxo-3,3a-dihydrobenzo[a]phenalen-3-yl)amino] acetate",O-acetylation / Human Phase II,Human,NAT1; NAT2,BIOTID01644,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
6560,isobutanol,154699500,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(2-methylpropoxy)oxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01800,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Jurowich, S. et al. (2004); Glucuronidation of aliphatic alcohols in human liver microsomes in vitro; Alcohol 32 (2004) 187-194"
116545,4'-hydroxydiclofenac,154699499,"(2S,3S,4S,5R)-6-[4-[2-(carboxymethyl)anilino]-3,5-dichlorophenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01940,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
76543,"4-hydroxy-2,6-dimethylaniline",154699495,"(2S,3S,4S,5R)-6-(4-amino-3,5-dimethylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01925,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
10359957,"(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone",154699494,"(3-hydroxy-4,5-dimethoxyphenyl)-(6-hydroxy-1H-indol-3-yl)methanone",O-Demethylation / Human Phase I,Human,CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,BIOTID00375,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:17403915
