MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Colorectal Neoplasms	Rectal Neoplasms	0.917957
Colorectal Neoplasms	Inflammatory Bowel Diseases	0.838812
Dermatitis, Atopic	Eczema	0.870971
Dermatitis, Atopic	Dermatitis, Allergic Contact	0.91268
Dermatitis, Atopic	Keloid	0.909323
Dermatitis, Atopic	Dermatitis, Contact	0.81624
Dermatitis, Atopic	Dermatitis	0.912642
Dermatitis, Atopic	Liver Cirrhosis, Biliary	0.877953
Dermatitis, Atopic	Pruritus	0.979773
Dermatitis, Atopic	Alagille Syndrome	0.820549
Dermatitis, Atopic	Keratosis	0.843749
Renal Tubular Transport, Inborn Errors	Nephrocalcinosis	0.868484
Neurogenic Inflammation	Hyperalgesia	0.89321
Aortic Aneurysm	Aortic Aneurysm, Thoracic	0.806849
Developmental Disabilities	Autistic Disorder	0.85512
Developmental Disabilities	DiGeorge Syndrome	0.845009
Developmental Disabilities	Cri-du-Chat Syndrome	0.840213
Developmental Disabilities	Angelman Syndrome	0.827127
Lupus Nephritis	Nephrotic Syndrome	0.993318
Anemia, Aplastic	Thrombocytopenia	0.802525
Malformations of Cortical Development	Classical Lissencephalies and Subcortical Band Heterotopias	0.839234
Malformations of Cortical Development	Incontinentia Pigmenti	0.829523
Keratosis	Candidiasis, Vulvovaginal	0.848708
Keratosis	Porokeratosis	0.857899
Anorexia Nervosa	Bulimia Nervosa	0.879604
Pain Insensitivity, Congenital	Exostoses, Multiple Hereditary	0.810163
Lymphoma, T-Cell, Cutaneous	Keloid	0.817826
Lymphoma, T-Cell, Cutaneous	Drug Eruptions	0.847948
Lymphoma, T-Cell, Cutaneous	Porokeratosis	0.857696
Lymphoma, T-Cell, Cutaneous	Cholestasis, Intrahepatic	0.809422
Myocardial Ischemia	Myocardial Stunning	0.882759
Myocardial Ischemia	Angina Pectoris	0.822129
Myocardial Ischemia	Coronary Disease	0.908735
Myocardial Ischemia	Coronary Aneurysm	0.910894
Myocardial Ischemia	Coronary Artery Disease	0.943587
Myocardial Ischemia	Coronary Restenosis	0.975934
Myocardial Ischemia	Myocardial Infarction	0.946316
Dermatomyositis	Myositis, Inclusion Body	0.853297
Cardiomyopathy, Hypertrophic	Aortic Valve Stenosis	0.925635
Optic Neuropathy, Ischemic	Retinal Vein Occlusion	0.874585
Optic Neuropathy, Ischemic	Choroidal Neovascularization	0.890885
Cerebral Palsy	Muscle Spasticity	0.858197
Kidney Diseases	Kidney Failure, Chronic	0.853764
Kidney Diseases	Fanconi Syndrome	0.82449
Kidney Diseases	Nephrotic Syndrome	0.867536
Kidney Diseases	Nephrosis	0.896001
Kidney Diseases	Lecithin Acyltransferase Deficiency	0.852963
Kidney Diseases	Immune Complex Diseases	0.800396
Kidney Diseases	Glomerulonephritis, Membranoproliferative	0.842714
Kidney Diseases	Nephritis, Interstitial	0.876449
Kidney Diseases	Hypertension, Renal	0.848363
Kidney Diseases	Proteinuria	0.868085
Kidney Diseases	Glomerulosclerosis, Focal Segmental	0.870919
Kidney Diseases	Renal Insufficiency	0.851476
Kidney Diseases	Glomerulonephritis	0.864084
Kidney Diseases	Lupus Nephritis	0.872745
Kidney Diseases	Hematuria	0.871041
Dyslipidemias	Hyperlipoproteinemias	0.885665
Dyslipidemias	Hypoalphalipoproteinemias	0.922023
Lymphopenia	Immunologic Deficiency Syndromes	0.925116
Lymphopenia	Lymphoproliferative Disorders	0.878385
Lymphopenia	Job's Syndrome	0.910122
Sinoatrial Block	Sick Sinus Syndrome	0.894415
Sinoatrial Block	Long QT Syndrome	0.876627
Sinoatrial Block	Arrhythmogenic Right Ventricular Dysplasia	0.856281
Sinoatrial Block	Torsades de Pointes	0.872521
Sinoatrial Block	Arrhythmias, Cardiac	0.865041
Sinoatrial Block	Heart Block	0.884807
Sinoatrial Block	Hypotension, Orthostatic	0.835285
Sinoatrial Block	Death, Sudden, Cardiac	0.850951
Sinoatrial Block	Tachycardia, Ventricular	0.879022
Sinoatrial Block	Brugada Syndrome	0.815781
Optic Nerve Diseases	Glaucoma	0.920064
Optic Nerve Diseases	Retinal Diseases	0.860704
Foot Deformities, Congenital	Hypertelorism	0.875553
Cholestasis	Cholestasis, Intrahepatic	0.907014
Helicobacter Infections	Stomach Ulcer	0.804686
Helicobacter Infections	Duodenal Ulcer	0.920974
Hypertension, Portal	Gastrointestinal Hemorrhage	0.855358
Hypertension, Portal	Peptic Ulcer Hemorrhage	0.866443
Drug-Induced Liver Injury	Hepatic Veno-Occlusive Disease	0.859308
Drug-Induced Liver Injury	Jaundice, Chronic Idiopathic	0.951934
Drug-Induced Liver Injury	Hyperbilirubinemia	0.888677
Drug-Induced Liver Injury	Spherocytosis, Hereditary	0.898812
Drug-Induced Liver Injury	Hepatitis	0.964086
Drug-Induced Liver Injury	Hepatitis B, Chronic	0.823704
Muscular Atrophy, Spinal	Spinal Muscular Atrophies of Childhood	0.867434
Osteoporosis	Osteoporosis, Postmenopausal	0.872983
Osteoporosis	Fractures, Compression	0.804043
Colonic Neoplasms	Gastrointestinal Neoplasms	0.862104
Colonic Neoplasms	Adenocarcinoma	0.885669
Liver Neoplasms	Gallbladder Neoplasms	0.811243
Liver Neoplasms	Pancreatic Neoplasms	0.861156
Liver Neoplasms	Pancreatic Diseases	0.837467
Genetic Diseases, Inborn	Metabolism, Inborn Errors	0.822548
Genetic Diseases, Inborn	Polydactyly	0.802938
Genetic Diseases, Inborn	Hand Deformities, Congenital	0.820658
Genetic Diseases, Inborn	Chromosome Breakage	0.801586
Malabsorption Syndromes	Lactose Intolerance	0.815039
Malabsorption Syndromes	Celiac Disease	0.906882
Microphthalmos	Corneal Opacity	0.861554
Microphthalmos	Anophthalmos	0.810566
Microphthalmos	Eye Abnormalities	0.891361
Hyperalgesia	Sciatic Neuropathy	0.980221
Hearing Loss, Sensorineural	Cogan Syndrome	0.884046
Hypergammaglobulinemia	Immunologic Deficiency Syndromes	0.940378
Hypergammaglobulinemia	Lymphoproliferative Disorders	0.850618
Hypergammaglobulinemia	Job's Syndrome	0.986492
Hypergammaglobulinemia	Lymphopenia	0.912932
Myopia	Refractive Errors	0.924098
Myopia	Hyperopia	0.879148
