ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
228108_at,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L",151742,5.88e-10,2.76e-11,-9.05,15.5477,-1.96443
221517_s_at,MED17,mediator complex subunit 17,9440,5.93e-10,2.78e-11,9.05,15.5392,2.34527
201846_s_at,RYBP,RING1 and YY1 binding protein,23429,5.95e-10,2.8e-11,9.05,15.5339,2.38189
1558323_at,TMEM72,transmembrane protein 72,643236,5.97e-10,2.81e-11,-9.05,15.5299,-1.14532
1554804_a_at,CLDN19,claudin 19,149461,6.07e-10,2.86e-11,-9.04,15.5123,-1.08556
217881_s_at,CDC27,cell division cycle 27,996,6.12e-10,2.88e-11,9.04,15.5036,1.97078
219771_at,TBC1D8B,TBC1 domain family member 8B,54885,6.12e-10,2.89e-11,9.04,15.5024,1.85075
203386_at,TBC1D4,TBC1 domain family member 4,9882,6.15e-10,2.9e-11,-9.04,15.4979,-1.55295
220202_s_at,RC3H2,ring finger and CCCH-type domains 2,54542,6.17e-10,2.91e-11,9.03,15.4931,2.54955
216640_s_at,PDIA6,protein disulfide isomerase family A member 6,10130,6.18e-10,2.92e-11,9.03,15.4897,1.59433
243526_at,WDR86,WD repeat domain 86,349136,6.19e-10,2.93e-11,-9.03,15.4878,-2.37404
215780_s_at,SETSIP,SET-like protein///SET pseudogene 4///SET nuclear proto-oncogene,646817,6.23e-10,2.95e-11,9.03,15.481,2.66779
201239_s_at,SPCS2,signal peptidase complex subunit 2,9789,6.23e-10,2.95e-11,9.03,15.4801,1.79499
1553535_a_at,RANGAP1,Ran GTPase activating protein 1,5905,6.38e-10,3.03e-11,9.02,15.4543,2.43699
201411_s_at,PLEKHB2,pleckstrin homology domain containing B2,55041,6.42e-10,3.05e-11,9.02,15.4485,2.84092
201392_s_at,IGF2R,insulin like growth factor 2 receptor,3482,6.42e-10,3.05e-11,9.02,15.447,2.98696
1555435_at,AFF4,AF4/FMR2 family member 4,27125,6.43e-10,3.06e-11,-9.02,15.4455,-0.994273
221579_s_at,RPS10-NUDT3,RPS10-NUDT3 readthrough///nudix hydrolase 3,100529239,6.46e-10,3.08e-11,9.02,15.4387,1.66126
200644_at,MARCKSL1,MARCKS like 1,65108,6.51e-10,3.11e-11,9.01,15.43,1.91748
1552370_at,C4orf33,chromosome 4 open reading frame 33,132321,6.52e-10,3.11e-11,9.01,15.4278,2.55679
206125_s_at,KLK8,kallikrein related peptidase 8,11202,6.57e-10,3.14e-11,-9.01,15.4188,-1.27032
201420_s_at,WDR77,WD repeat domain 77,79084,6.58e-10,3.15e-11,9.01,15.4165,1.13544
221020_s_at,SLC25A32,solute carrier family 25 member 32,81034,6.6e-10,3.16e-11,9.01,15.4133,2.57806
227558_at,CBX4,chromobox 4,8535,6.7e-10,3.21e-11,9,15.397,2.05409
212886_at,CCDC69,coiled-coil domain containing 69,26112,6.71e-10,3.22e-11,-9,15.3936,-3.65477
211297_s_at,CDK7,cyclin dependent kinase 7,1022,6.74e-10,3.24e-11,9,15.3886,2.57595
202375_at,SEC24D,"SEC24 homolog D, COPII coat complex component",9871,6.76e-10,3.25e-11,9,15.3835,2.12572
212835_at,FAM175B,family with sequence similarity 175 member B,23172,6.78e-10,3.26e-11,9,15.3801,2.26393
204258_at,CHD1,chromodomain helicase DNA binding protein 1,1105,6.79e-10,3.27e-11,9,15.3786,2.2833
1554679_a_at,LAPTM4B,lysosomal protein transmembrane 4 beta,55353,6.81e-10,3.28e-11,9,15.3743,3.86593
217208_s_at,DLG1,discs large MAGUK scaffold protein 1,1739,6.83e-10,3.29e-11,8.99,15.3712,2.89733
223345_at,HDAC8,histone deacetylase 8,55869,6.83e-10,3.3e-11,8.99,15.3704,1.32784
207608_x_at,CYP1A2,cytochrome P450 family 1 subfamily A member 2,1544,6.87e-10,3.32e-11,-8.99,15.3625,-1.46276
200975_at,PPT1,palmitoyl-protein thioesterase 1,5538,6.87e-10,3.32e-11,8.99,15.3622,1.4168
212129_at,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2,81614,6.91e-10,3.35e-11,8.99,15.3553,1.04012
201862_s_at,LRRFIP1,LRR binding FLII interacting protein 1,9208,6.94e-10,3.36e-11,8.99,15.3506,1.96123
218992_at,PLGRKT,plasminogen receptor with a C-terminal lysine,55848,6.96e-10,3.37e-11,8.99,15.3473,1.8935
201287_s_at,SDC1,syndecan 1,6382,6.98e-10,3.39e-11,8.99,15.3435,2.727
216894_x_at,CDKN1C,cyclin dependent kinase inhibitor 1C,1028,6.98e-10,3.39e-11,-8.98,15.3418,-2.06374
229899_s_at,ZFAS1,ZNFX1 antisense RNA 1,441951,7e-10,3.4e-11,8.98,15.3394,2.13916
215354_s_at,PELP1,"proline, glutamate and leucine rich protein 1",27043,7.05e-10,3.43e-11,-8.98,15.3298,-1.43382
204570_at,COX7A1,cytochrome c oxidase subunit 7A1,1346,7.11e-10,3.47e-11,-8.98,15.32,-2.67454
225375_at,MIR4723,microRNA 4723///transmembrane protein 199,100616388,7.12e-10,3.47e-11,8.98,15.3186,2.70578
228832_at,FLJ20021,uncharacterized LOC90024,90024,7.15e-10,3.49e-11,-8.98,15.3141,-1.61832
211375_s_at,ILF3,interleukin enhancer binding factor 3,3609,7.15e-10,3.49e-11,8.98,15.3131,1.04698
203109_at,UBE2M,ubiquitin conjugating enzyme E2 M,9040,7.19e-10,3.51e-11,8.97,15.3067,3.51718
224908_s_at,TTL,tubulin tyrosine ligase,150465,7.2e-10,3.52e-11,8.97,15.3049,1.92025
208982_at,PECAM1,platelet and endothelial cell adhesion molecule 1,5175,7.2e-10,3.53e-11,-8.97,15.3032,-2.29035
235406_x_at,TMEM161B-AS1,TMEM161B antisense RNA 1,100505894,7.2e-10,3.53e-11,-8.97,15.3029,-1.15014
230087_at,PRIMA1,proline rich membrane anchor 1,145270,7.2e-10,3.53e-11,-8.97,15.3015,-2.92932
212009_s_at,STIP1,stress induced phosphoprotein 1,10963,7.2e-10,3.53e-11,8.97,15.3015,4.11192
201776_s_at,EFCAB14,EF-hand calcium binding domain 14,9813,7.21e-10,3.54e-11,8.97,15.2996,2.32347
203502_at,BPGM,bisphosphoglycerate mutase,669,7.25e-10,3.56e-11,8.97,15.2943,1.76672
219499_at,SEC61A2,Sec61 translocon alpha 2 subunit,55176,7.28e-10,3.58e-11,8.97,15.2872,1.39643
1553199_at,DCAF4L2,DDB1 and CUL4 associated factor 4 like 2,138009,7.36e-10,3.63e-11,-8.96,15.2757,-1.03643
220213_at,TSHZ2,teashirt zinc finger homeobox 2,128553,7.41e-10,3.65e-11,-8.96,15.268,-1.73315
211855_s_at,SLC25A14,solute carrier family 25 member 14,9016,7.43e-10,3.67e-11,8.96,15.2636,1.13986
215573_at,CAT,catalase,847,7.43e-10,3.67e-11,-8.96,15.2631,-0.963824
213798_s_at,CAP1,adenylate cyclase associated protein 1,10487,7.43e-10,3.67e-11,8.96,15.263,1.24077
202939_at,ZMPSTE24,zinc metallopeptidase STE24,10269,7.46e-10,3.69e-11,8.96,15.2586,1.49577
212138_at,PDS5A,PDS5 cohesin associated factor A,23244,7.46e-10,3.69e-11,8.96,15.2579,1.44531
226728_at,SLC27A1,solute carrier family 27 member 1,376497,7.51e-10,3.72e-11,-8.95,15.2492,-1.58886
213291_s_at,UBE3A,ubiquitin protein ligase E3A,7337,7.61e-10,3.78e-11,8.95,15.2341,1.37624
218974_at,SOBP,sine oculis binding protein homolog,55084,7.61e-10,3.78e-11,-8.95,15.2341,-2.78499
202931_x_at,BIN1,bridging integrator 1,274,7.64e-10,3.8e-11,-8.95,15.2286,-2.28084
214253_s_at,DTNB,dystrobrevin beta,1838,7.65e-10,3.81e-11,-8.95,15.2268,-1.08337
235045_at,RBM7,RNA binding motif protein 7,10179,7.81e-10,3.89e-11,-8.94,15.2045,-1.1924
222414_at,KMT2C,lysine methyltransferase 2C,58508,7.84e-10,3.91e-11,8.94,15.2,2.27307
217067_s_at,DMP1,dentin matrix acidic phosphoprotein 1,1758,7.96e-10,3.97e-11,-8.93,15.1845,-0.82367
214205_x_at,GLRX3,glutaredoxin 3,10539,7.96e-10,3.97e-11,-8.93,15.184,-1.48363
211760_s_at,VAMP4,vesicle associated membrane protein 4,8674,7.97e-10,3.98e-11,8.93,15.182,1.94196
200696_s_at,GSN,gelsolin,2934,7.98e-10,3.99e-11,-8.93,15.1799,-1.74017
208850_s_at,THY1,Thy-1 cell surface antigen,7070,8e-10,4e-11,8.93,15.1768,3.41373
1560940_at,SACS-AS1,SACS antisense RNA 1,100506680,8.08e-10,4.05e-11,-8.93,15.1652,-0.950282
222433_at,ENAH,enabled homolog (Drosophila),55740,8.13e-10,4.08e-11,8.92,15.1586,1.89293
233841_s_at,SUDS3,"SDS3 homolog, SIN3A corepressor complex component",64426,8.15e-10,4.09e-11,8.92,15.1546,2.1528
211340_s_at,MIR6756,microRNA 6756///melanoma cell adhesion molecule,102465453,8.18e-10,4.11e-11,-8.92,15.1501,-2.37199
222204_s_at,RRN3,"RRN3 homolog, RNA polymerase I transcription factor",54700,8.19e-10,4.13e-11,8.92,15.1469,1.60461
234710_s_at,PARP6,poly(ADP-ribose) polymerase family member 6,56965,8.21e-10,4.14e-11,8.92,15.1443,1.87811
203428_s_at,ASF1A,anti-silencing function 1A histone chaperone,25842,8.21e-10,4.14e-11,8.92,15.1426,2.48762
44783_s_at,HEY1,hes related family bHLH transcription factor with YRPW motif 1,23462,8.25e-10,4.17e-11,-8.92,15.137,-2.09828
212044_s_at,RPL27A,ribosomal protein L27a,6157,8.26e-10,4.17e-11,-8.92,15.1358,-1.59523
212168_at,RBM12,RNA binding motif protein 12,10137,8.29e-10,4.19e-11,8.92,15.1313,1.99754
209623_at,MCCC2,methylcrotonoyl-CoA carboxylase 2,64087,8.31e-10,4.21e-11,8.91,15.1269,3.37388
213705_at,GGCX,gamma-glutamyl carboxylase,2677,8.33e-10,4.23e-11,-8.91,15.123,-1.76427
219099_at,TIGAR,TP53 induced glycolysis regulatory phosphatase,57103,8.34e-10,4.24e-11,8.91,15.1202,2.68917
218917_s_at,ARID1A,AT-rich interaction domain 1A,8289,8.35e-10,4.25e-11,8.91,15.1178,1.16053
200052_s_at,ILF2,interleukin enhancer binding factor 2,3608,8.36e-10,4.25e-11,8.91,15.1162,1.74564
200598_s_at,MIR3652,microRNA 3652///heat shock protein 90 beta family member 1,100500842,8.42e-10,4.29e-11,8.91,15.1084,2.63629
235142_at,ZBTB8A,zinc finger and BTB domain containing 8A,653121,8.43e-10,4.3e-11,8.91,15.106,1.95693
212465_at,SETD3,SET domain containing 3,84193,8.46e-10,4.32e-11,-8.91,15.1021,-0.60277
219673_at,MCM9,minichromosome maintenance 9 homologous recombination repair factor,254394,8.48e-10,4.33e-11,8.9,15.099,1.49743
200881_s_at,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1,3301,8.48e-10,4.33e-11,8.9,15.0982,1.42202
208787_at,MRPL3,mitochondrial ribosomal protein L3,11222,8.49e-10,4.34e-11,8.9,15.097,1.8861
201953_at,CIB1,calcium and integrin binding 1,10519,8.5e-10,4.35e-11,8.9,15.0945,1.73159
215888_at,PDS5B,PDS5 cohesin associated factor B,23047,8.53e-10,4.37e-11,8.9,15.0894,1.83507
223215_s_at,JKAMP,JNK1/MAPK8-associated membrane protein,51528,8.62e-10,4.42e-11,8.9,15.0788,1.35169
215471_s_at,MAP7,microtubule associated protein 7,9053,8.65e-10,4.44e-11,8.9,15.0742,2.62386
218095_s_at,TMEM165,transmembrane protein 165,55858,8.67e-10,4.45e-11,8.9,15.0705,1.61066
200043_at,ERH,enhancer of rudimentary homolog (Drosophila),2079,8.72e-10,4.48e-11,8.89,15.0649,1.38699
208310_s_at,CCZ1B,"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated///CCZ1 homolog, vacuolar protein trafficking and biogenesis associated",221960,8.81e-10,4.53e-11,8.89,15.0539,2.83125
201359_at,COPB1,coatomer protein complex subunit beta 1,1315,8.83e-10,4.55e-11,8.89,15.0503,1.94821
241755_at,UQCRC2,ubiquinol-cytochrome c reductase core protein II,7385,8.95e-10,4.61e-11,8.88,15.0358,2.82497
203938_s_at,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C",9013,8.96e-10,4.62e-11,-8.88,15.0338,-1.2586
209326_at,SLC35A2,solute carrier family 35 member A2,7355,8.96e-10,4.62e-11,8.88,15.0335,1.47068
207961_x_at,MYH11,myosin heavy chain 11,4629,9.07e-10,4.69e-11,-8.88,15.02,-2.01218
234304_s_at,IPO11-LRRC70,IPO11-LRRC70 readthrough///importin 11,101180901,9.07e-10,4.69e-11,8.88,15.0185,1.28764
202513_s_at,PPP2R5D,protein phosphatase 2 regulatory subunit B'delta,5528,9.12e-10,4.72e-11,-8.88,15.0118,-0.717228
226242_at,C1orf131,chromosome 1 open reading frame 131,128061,9.12e-10,4.73e-11,8.88,15.0117,2.07227
209113_s_at,HMG20B,high mobility group 20B,10362,9.19e-10,4.77e-11,8.87,15.0031,3.01097
217140_s_at,VDAC1,voltage dependent anion channel 1,7416,9.23e-10,4.79e-11,8.87,14.9978,3.0422
226630_at,MIS18BP1,MIS18 binding protein 1,55320,9.24e-10,4.8e-11,8.87,14.996,2.076
223687_s_at,LY6K,"lymphocyte antigen 6 complex, locus K",54742,9.24e-10,4.8e-11,-8.87,14.9951,-2.73858
221498_at,SNX27,sorting nexin family member 27,81609,9.3e-10,4.84e-11,8.87,14.9886,1.30084
212150_at,EFR3A,EFR3 homolog A,23167,9.33e-10,4.86e-11,8.87,14.9845,2.3072
219931_s_at,KLHL12,kelch like family member 12,59349,9.47e-10,4.93e-11,8.86,14.9687,1.99548
1568925_at,MYLK3,myosin light chain kinase 3,91807,9.49e-10,4.95e-11,-8.86,14.9649,-1.13578
228920_at,ZNF260,zinc finger protein 260,339324,9.57e-10,5e-11,8.86,14.955,1.04596
241669_x_at,PRKD2,protein kinase D2,25865,9.59e-10,5.01e-11,-8.86,14.9525,-1.42939
201132_at,RPL36A-HNRNPH2,RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H'),100529097,9.65e-10,5.05e-11,8.85,14.9457,1.74972
204091_at,PDE6D,phosphodiesterase 6D,5147,9.69e-10,5.07e-11,8.85,14.9406,1.97327
224446_at,LLPH,"LLP homolog, long-term synaptic facilitation",84298,9.74e-10,5.1e-11,8.85,14.9356,2.35909
1569608_x_at,LOC105379426,ankyrin repeat domain-containing protein 20A2,105379426,9.79e-10,5.13e-11,-8.85,14.9298,-2.14023
222235_s_at,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,55454,9.9e-10,5.19e-11,8.84,14.9177,1.55559
214168_s_at,TJP1,tight junction protein 1,7082,9.93e-10,5.21e-11,8.84,14.9142,2.1642
1561899_at,CLECL1,C-type lectin like 1,160365,9.95e-10,5.22e-11,-8.84,14.9116,-1.03353
214317_x_at,RPS9,ribosomal protein S9,6203,9.99e-10,5.25e-11,-8.84,14.9071,-0.862064
204894_s_at,AOC3,"amine oxidase, copper containing 3",8639,1e-09,5.27e-11,-8.84,14.9032,-3.63335
236388_at,STRN,striatin,6801,1.01e-09,5.29e-11,8.84,14.8991,1.49417
201856_s_at,ZFR,zinc finger RNA binding protein,51663,1.02e-09,5.37e-11,8.83,14.8834,2.46045
221428_s_at,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,79718,1.02e-09,5.38e-11,8.83,14.8833,3.20018
213875_x_at,C6orf62,chromosome 6 open reading frame 62,81688,1.02e-09,5.4e-11,8.83,14.8791,2.33074
227812_at,TNFRSF19,TNF receptor superfamily member 19,55504,1.03e-09,5.43e-11,8.83,14.8739,3.40688
203079_s_at,CUL2,cullin 2,8453,1.03e-09,5.43e-11,8.83,14.8731,2.38004
1555467_a_at,CELF1,"CUGBP, Elav-like family member 1",10658,1.03e-09,5.44e-11,8.83,14.871,2.05492
244801_at,PSMB7,proteasome subunit beta 7,5695,1.03e-09,5.46e-11,8.83,14.868,2.11538
218165_at,MEAF6,MYST/Esa1 associated factor 6,64769,1.03e-09,5.48e-11,8.83,14.864,1.85657
1553575_at,ND6,"NADH dehydrogenase, subunit 6 (complex I)",4541,1.03e-09,5.48e-11,-8.83,14.8635,-1.96774
226678_at,UNC13D,unc-13 homolog D,201294,1.04e-09,5.51e-11,-8.83,14.8589,-0.775369
1558014_s_at,FAR1,fatty acyl-CoA reductase 1,84188,1.04e-09,5.55e-11,8.82,14.8522,2.29187
212337_at,TUG1,taurine up-regulated 1 (non-protein coding),55000,1.05e-09,5.58e-11,8.82,14.8467,3.12376
203739_at,ZNF217,zinc finger protein 217,7764,1.06e-09,5.62e-11,8.82,14.8385,2.28879
203105_s_at,DNM1L,dynamin 1 like,10059,1.06e-09,5.65e-11,8.82,14.8343,1.76575
1569262_x_at,UBE3D,ubiquitin protein ligase E3D,90025,1.07e-09,5.69e-11,-8.82,14.8264,-1.02491
221495_s_at,TCF25,transcription factor 25,22980,1.07e-09,5.71e-11,-8.81,14.8225,-1.18396
242331_x_at,FRG1JP,"FSHD region gene 1 family member J, pseudogene",642236,1.07e-09,5.73e-11,-8.81,14.8204,-1.09102
209460_at,ABAT,4-aminobutyrate aminotransferase,18,1.08e-09,5.77e-11,8.81,14.8135,3.23891
212456_at,CLUH,clustered mitochondria homolog,23277,1.08e-09,5.77e-11,-8.81,14.8123,-1.55114
203610_s_at,TRIM38,tripartite motif containing 38,10475,1.08e-09,5.79e-11,8.81,14.8092,1.84614
205363_at,BBOX1,gamma-butyrobetaine hydroxylase 1,8424,1.08e-09,5.81e-11,-8.81,14.8051,-3.76764
203010_at,STAT5A,signal transducer and activator of transcription 5A,6776,1.09e-09,5.85e-11,-8.81,14.7995,-2.33331
210117_at,SPAG1,sperm associated antigen 1,6674,1.09e-09,5.86e-11,8.81,14.798,3.07922
223721_s_at,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,56521,1.1e-09,5.9e-11,8.8,14.7903,4.59159
218168_s_at,COQ8A,coenzyme Q8A,56997,1.1e-09,5.93e-11,-8.8,14.7857,-2.03324
209796_s_at,CNPY2,canopy FGF signaling regulator 2,10330,1.13e-09,6.1e-11,8.79,14.7578,1.4542
217827_s_at,SPG21,"spastic paraplegia 21 (autosomal recessive, Mast syndrome)",51324,1.14e-09,6.15e-11,8.79,14.7485,1.35326
212729_at,DLG3,discs large MAGUK scaffold protein 3,1741,1.14e-09,6.17e-11,8.79,14.7465,1.15922
212961_x_at,CXorf40B,chromosome X open reading frame 40B,541578,1.14e-09,6.21e-11,8.79,14.74,2.56662
224662_at,KIF5B,kinesin family member 5B,3799,1.14e-09,6.22e-11,8.79,14.7384,1.15401
1555827_at,CCNL1,cyclin L1,57018,1.15e-09,6.24e-11,8.78,14.7341,2.9936
227850_x_at,CDC42EP5,CDC42 effector protein 5,148170,1.15e-09,6.25e-11,-8.78,14.7335,-2.41872
231090_s_at,ARID2,AT-rich interaction domain 2,196528,1.16e-09,6.29e-11,8.78,14.7272,1.85144
1562628_at,KRT40,keratin 40,125115,1.17e-09,6.35e-11,-8.78,14.7176,-0.864708
225190_x_at,RPL35A,ribosomal protein L35a,6165,1.17e-09,6.35e-11,-8.78,14.7173,-0.725483
202093_s_at,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component",54623,1.17e-09,6.37e-11,-8.78,14.7138,-1.16804
228831_s_at,GNG7,G protein subunit gamma 7,2788,1.17e-09,6.4e-11,-8.78,14.7102,-2.14313
218008_at,TMEM248,transmembrane protein 248,55069,1.17e-09,6.4e-11,8.78,14.7091,1.69738
238706_at,PAPD4,"poly(A) RNA polymerase D4, non-canonical",167153,1.19e-09,6.51e-11,8.77,14.6927,3.04985
1552848_a_at,PTCHD1,patched domain containing 1,139411,1.2e-09,6.56e-11,-8.77,14.6849,-2.71557
214607_at,PAK3,p21 (RAC1) activated kinase 3,5063,1.2e-09,6.57e-11,-8.77,14.684,-1.37802
235309_at,RPS15A,ribosomal protein S15a,6210,1.2e-09,6.6e-11,-8.77,14.6783,-2.4781
1559960_x_at,SYCE1L,synaptonemal complex central element protein 1 like,100130958,1.21e-09,6.62e-11,-8.77,14.6754,-1.85687
214001_x_at,RPS10,ribosomal protein S10,6204,1.22e-09,6.71e-11,-8.76,14.6627,-1.84981
235260_s_at,PACRGL,PARK2 coregulated like,133015,1.23e-09,6.76e-11,8.76,14.6546,2.22072
207283_at,RPL23AP32,ribosomal protein L23a pseudogene 32,56969,1.23e-09,6.77e-11,-8.76,14.6537,-1.72113
1559500_at,VPS8,"VPS8, CORVET complex subunit",23355,1.23e-09,6.78e-11,8.76,14.6525,3.34956
225039_at,RPE,ribulose-5-phosphate-3-epimerase,6120,1.24e-09,6.83e-11,8.76,14.644,1.0364
216942_s_at,CD58,CD58 molecule,965,1.24e-09,6.85e-11,8.75,14.6415,2.23739
212720_at,PAPOLA,poly(A) polymerase alpha,10914,1.24e-09,6.87e-11,8.75,14.6389,2.63507
220985_s_at,RNF170,ring finger protein 170,81790,1.26e-09,7.01e-11,8.75,14.6191,1.95954
207630_s_at,CREM,cAMP responsive element modulator,1390,1.27e-09,7.03e-11,8.75,14.6164,2.64193
204199_at,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1,9649,1.27e-09,7.04e-11,8.75,14.6143,2.28442
241199_x_at,DPPA4,developmental pluripotency associated 4,55211,1.27e-09,7.05e-11,-8.75,14.6129,-0.938466
231913_s_at,BRCC3,BRCA1/BRCA2-containing complex subunit 3,79184,1.27e-09,7.06e-11,8.74,14.6116,1.46865
218438_s_at,MED28,mediator complex subunit 28,80306,1.27e-09,7.06e-11,8.74,14.6111,1.48375
52285_f_at,CEP76,centrosomal protein 76,79959,1.29e-09,7.16e-11,8.74,14.5981,1.38908
217294_s_at,ENO1,enolase 1,2023,1.29e-09,7.16e-11,8.74,14.5976,4.93412
203524_s_at,MPST,mercaptopyruvate sulfurtransferase,4357,1.29e-09,7.16e-11,-8.74,14.597,-1.43647
1554842_at,SLC12A1,solute carrier family 12 member 1,6557,1.29e-09,7.17e-11,-8.74,14.5967,-1.40836
212306_at,CLASP2,cytoplasmic linker associated protein 2,23122,1.29e-09,7.17e-11,8.74,14.5963,1.64363
222250_s_at,INTS7,integrator complex subunit 7,25896,1.29e-09,7.18e-11,8.74,14.5954,1.90253
212761_at,TCF7L2,transcription factor 7 like 2,6934,1.29e-09,7.2e-11,-8.74,14.5921,-1.92294
214741_at,LOC100506639,uncharacterized LOC100506639///zinc finger protein 131,100506639,1.29e-09,7.2e-11,8.74,14.5916,2.52826
205248_at,DOPEY2,dopey family member 2,9980,1.29e-09,7.2e-11,8.74,14.5914,2.63714
217356_s_at,PGK1,phosphoglycerate kinase 1,5230,1.32e-09,7.37e-11,8.73,14.5684,3.59064
236381_s_at,WRAP73,"WD repeat containing, antisense to TP73",49856,1.32e-09,7.38e-11,8.73,14.5677,2.37953
222746_s_at,BSPRY,B-box and SPRY domain containing,54836,1.32e-09,7.4e-11,8.73,14.5645,2.40111
202963_at,RFX5,regulatory factor X5,5993,1.32e-09,7.41e-11,8.73,14.5635,1.74198
1555872_a_at,LOC728903,uncharacterized LOC728903///glioblastoma down-regulated RNA,728903,1.33e-09,7.47e-11,-8.73,14.5558,-1.6074
208684_at,COPA,coatomer protein complex subunit alpha,1314,1.33e-09,7.47e-11,8.73,14.5547,1.84978
207753_at,ZNF304,zinc finger protein 304,57343,1.33e-09,7.5e-11,8.72,14.5508,1.60177
212612_at,RCOR1,REST corepressor 1,23186,1.33e-09,7.51e-11,8.72,14.5506,1.66156
201514_s_at,G3BP1,G3BP stress granule assembly factor 1,10146,1.34e-09,7.56e-11,8.72,14.544,1.71291
227916_x_at,EXOSC3,exosome component 3,51010,1.34e-09,7.57e-11,8.72,14.5422,1.7045
220642_x_at,GPR89A,G protein-coupled receptor 89A///G protein-coupled receptor 89B,653519,1.37e-09,7.73e-11,8.72,14.5218,2.17409
208999_at,SEPT8,septin 8,23176,1.38e-09,7.8e-11,8.71,14.512,1.62569
235022_at,FAM210A,family with sequence similarity 210 member A,125228,1.39e-09,7.84e-11,8.71,14.5066,1.58017
201569_s_at,SAMM50,SAMM50 sorting and assembly machinery component,25813,1.39e-09,7.88e-11,-8.71,14.5018,-1.59579
1563498_s_at,SLC25A45,solute carrier family 25 member 45,283130,1.4e-09,7.93e-11,-8.71,14.4964,-1.37211
227257_s_at,CACUL1,CDK2 associated cullin domain 1,143384,1.4e-09,7.94e-11,8.71,14.4952,2.72266
204271_s_at,EDNRB,endothelin receptor type B,1910,1.4e-09,7.94e-11,-8.71,14.495,-3.33611
45297_at,EHD2,EH domain containing 2,30846,1.41e-09,8.02e-11,-8.7,14.485,-2.15755
232066_x_at,CTBP1-AS2,CTBP1 antisense RNA 2 (head to head),92070,1.42e-09,8.05e-11,-8.7,14.4804,-2.12049
208654_s_at,CD164,CD164 molecule,8763,1.42e-09,8.06e-11,8.7,14.4792,3.06329
222201_s_at,CASP8AP2,caspase 8 associated protein 2,9994,1.42e-09,8.08e-11,8.7,14.4767,2.60633
203661_s_at,TMOD1,tropomodulin 1,7111,1.42e-09,8.1e-11,-8.7,14.4753,-1.54484
223681_s_at,PATJ,"PATJ, crumbs cell polarity complex component",10207,1.42e-09,8.1e-11,8.7,14.4744,1.75048
221163_s_at,MLXIPL,MLX interacting protein like,51085,1.43e-09,8.14e-11,-8.7,14.4696,-3.0089
213373_s_at,CASP8,caspase 8,841,1.43e-09,8.17e-11,8.7,14.4658,1.82593
205851_at,NME6,NME/NM23 nucleoside diphosphate kinase 6,10201,1.43e-09,8.18e-11,8.7,14.4652,1.68046
235692_at,SH3KBP1,SH3 domain containing kinase binding protein 1,30011,1.44e-09,8.23e-11,-8.69,14.4585,-2.45699
211668_s_at,PLAU,"plasminogen activator, urokinase",5328,1.46e-09,8.33e-11,8.69,14.447,4.61343
208643_s_at,XRCC5,X-ray repair cross complementing 5,7520,1.46e-09,8.34e-11,8.69,14.446,2.03963
