MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Epilepsy, Benign Neonatal	Classical Lissencephalies and Subcortical Band Heterotopias	0.721427
Nephritis, Interstitial	Hypertension, Pregnancy-Induced	0.770717
Nephritis, Interstitial	Nephrotic Syndrome	0.964763
Nephritis, Interstitial	Immune Complex Diseases	0.895983
Nephritis, Interstitial	Polycystic Kidney, Autosomal Dominant	0.732446
Nephritis, Interstitial	Pre-Eclampsia	0.717769
Nephritis, Interstitial	Renal Insufficiency	0.825072
Nephritis, Interstitial	Lupus Erythematosus, Systemic	0.70766
Nephritis, Interstitial	Polycystic Kidney Diseases	0.759639
Myeloproliferative Disorders	Hydrops Fetalis	0.829371
Myeloproliferative Disorders	Anemia, Diamond-Blackfan	0.788446
Corneal Opacity	Eye Diseases, Hereditary	0.708636
Corneal Opacity	Eye Abnormalities	0.851057
Osteonecrosis	Osteochondritis Dissecans	0.728381
Pulmonary Alveolar Proteinosis	Pulmonary Emphysema	0.806103
Pulmonary Alveolar Proteinosis	Pulmonary Fibrosis	0.924197
Pulmonary Alveolar Proteinosis	Lymphangioleiomyomatosis	0.777758
Hypertelorism	Blepharophimosis	0.847089
Hypertelorism	Silver-Russell Syndrome	0.736533
Hypertelorism	Orofaciodigital Syndromes	0.845375
Hypertelorism	Fibromatosis, Gingival	0.867254
Hypertelorism	Hypopigmentation	0.701883
Hypertelorism	Wolf-Hirschhorn Syndrome	0.846646
Muscular Dystrophies, Limb-Girdle	Myopathies, Nemaline	0.701283
Muscular Dystrophies, Limb-Girdle	Muscular Dystrophy, Facioscapulohumeral	0.804992
Muscular Dystrophies, Limb-Girdle	Myositis, Inclusion Body	0.781651
Lymphoma	Lymphoma, T-Cell	0.778553
Lymphoma	Immunologic Deficiency Syndromes	0.73818
Lymphoma	Lymphoma, Non-Hodgkin	0.765174
Lymphoma	Familial Mediterranean Fever	0.782898
Lymphoma	Dysgammaglobulinemia	0.704968
Lymphoma	Lymphopenia	0.752529
Cecal Neoplasms	Intestinal Polyps	0.704906
Cecal Neoplasms	Fibromatosis, Abdominal	0.775976
Cecal Neoplasms	Gastrointestinal Stromal Tumors	0.810459
Cecal Neoplasms	Pancreatitis	0.764174
Cecal Neoplasms	Abdominal Neoplasms	0.724829
Heart Block	Long QT Syndrome	0.959127
Heart Block	Arrhythmogenic Right Ventricular Dysplasia	0.936226
Heart Block	Torsades de Pointes	0.944658
Heart Block	Coffin-Lowry Syndrome	0.814219
Heart Block	Death, Sudden, Cardiac	0.927804
Heart Block	Tachycardia, Ventricular	0.968467
Heart Block	Ventricular Fibrillation	0.905658
Heart Block	Cardiomyopathy, Hypertrophic	0.722665
Myopathies, Structural, Congenital	Myopathies, Nemaline	0.756013
Mesothelioma	Lung Diseases, Interstitial	0.762717
Mesothelioma	Pneumothorax	0.821471
Mesothelioma	Pulmonary Alveolar Proteinosis	0.734874
Mesothelioma	Pulmonary Embolism	0.761238
Mesothelioma	Pleural Diseases	0.815782
Mesothelioma	Pulmonary Fibrosis	0.716512
Mesothelioma	Idiopathic Pulmonary Fibrosis	0.729214
Mesothelioma	Lymphangioleiomyomatosis	0.788522
Heart Defects, Congenital	Methemoglobinemia	0.944455
Heart Defects, Congenital	Tetralogy of Fallot	0.974267
Heart Defects, Congenital	Transposition of Great Vessels	0.96995
Heart Defects, Congenital	Pulmonary Valve Stenosis	0.737019
Dystonia	Pantothenate Kinase-Associated Neurodegeneration	0.955743
Dystonia	Dystonic Disorders	0.999155
Dystonia	X-Linked Combined Immunodeficiency Diseases	0.925682
Retinoblastoma	Anophthalmos	0.741677
Retinoblastoma	Eye Abnormalities	0.822126
Retinoblastoma	Microphthalmos	0.800702
Lung Neoplasms	Carcinoma, Small Cell	0.751031
Lung Neoplasms	Bronchiectasis	0.735624
Lung Neoplasms	Hemangiosarcoma	0.707393
Lung Neoplasms	Carcinoma, Non-Small-Cell Lung	0.797407
Lung Neoplasms	Pulmonary Veno-Occlusive Disease	0.732846
Lung Neoplasms	Sarcoma	0.741279
Hepatitis B	Gallbladder Neoplasms	0.718832
Hepatitis B	Jaundice, Chronic Idiopathic	0.913896
Hepatitis B	Hepatitis	0.921562
Hepatitis B	Liver Diseases	0.889682
Hepatitis B	Hepatitis B, Chronic	0.837129
Hepatitis B	Drug-Induced Liver Injury	0.903305
Hepatitis C	Hepatitis C, Chronic	0.783347
Hepatitis C	Leukemia, Lymphocytic, Chronic, B-Cell	0.731415
Hepatitis C	Myelodysplastic Syndromes	0.71767
Hair Diseases	Alopecia	0.74876
Metabolic Syndrome X	Hyperlipidemias	0.938612
Metabolic Syndrome X	Obesity	0.988339
Metabolic Syndrome X	Metabolic Diseases	0.945611
Metabolic Syndrome X	Hypercholesterolemia	0.798043
Metabolic Syndrome X	Glucose Intolerance	0.95678
Metabolic Syndrome X	Hyperlipoproteinemias	0.915065
Metabolic Syndrome X	Endometrial Hyperplasia	0.920851
Metabolic Syndrome X	Gout	0.875261
Metabolic Syndrome X	Prader-Willi Syndrome	0.759507
Metabolic Syndrome X	Acanthosis Nigricans	0.714189
Metabolic Syndrome X	Endometrial Neoplasms	0.939527
Metabolic Syndrome X	Diabetes Mellitus	0.983375
Metabolic Syndrome X	Cushing Syndrome	0.764296
Metabolic Syndrome X	Lipid Metabolism Disorders	0.891034
Metabolic Syndrome X	Hyperinsulinism	0.981849
Metabolic Syndrome X	Hyperlipoproteinemia Type IV	0.890129
Metabolic Syndrome X	Hypothalamic Diseases	0.835842
Metabolic Syndrome X	Bardet-Biedl Syndrome	0.917386
Metabolic Syndrome X	Hypertriglyceridemia	0.977359
Metabolic Syndrome X	Hyperlipidemia, Familial Combined	0.976758
Metabolic Syndrome X	Hypoalphalipoproteinemias	0.97419
Metabolic Syndrome X	Dyslipidemias	0.954895
Urticaria	Dermatitis, Allergic Contact	0.902265
Urticaria	Dermatitis, Contact	0.825537
Urticaria	Polycythemia Vera	0.77759
Urticaria	Staphylococcal Skin Infections	0.780382
Urticaria	Cholestasis, Intrahepatic	0.885922
Urticaria	Pruritus	0.957858
Urticaria	Vulvar Neoplasms	0.87872
Urticaria	Parapsoriasis	0.821372
Urticaria	Dermatitis, Atopic	0.966753
Urticaria	Keratosis	0.855139
Urticaria	Cholestasis	0.703376
Drug Hypersensitivity	Anaphylaxis	0.726655
Nystagmus, Congenital	Albinism, Ocular	0.795499
Urinary Tract Infections	Vesico-Ureteral Reflux	0.876426
Urinary Tract Infections	Urinary Bladder Diseases	0.759179
Urinary Tract Infections	Spina Bifida Cystica	0.834576
Urinary Tract Infections	Urinary Bladder Neoplasms	0.83607
Anemia, Macrocytic	Hypertension, Pregnancy-Induced	0.705085
Anemia, Macrocytic	Immune Complex Diseases	0.772828
Pseudohypoparathyroidism	Pseudopseudohypoparathyroidism	0.994824
Brain Ischemia	Glioblastoma	0.715881
Brain Ischemia	Reperfusion Injury	0.724113
Congenital Abnormalities	Premature Birth	0.730575
Congenital Abnormalities	Hernia, Umbilical	0.735454
Vascular Diseases	Arteriosclerosis	0.778703
Vascular Diseases	Peripheral Vascular Diseases	0.874538
Vascular Diseases	Ischemia	0.852053
Cystic Fibrosis	Bronchiectasis	0.779986
Epilepsy	Classical Lissencephalies and Subcortical Band Heterotopias	0.893476
Epilepsy	Incontinentia Pigmenti	0.88196
Epilepsy	Epilepsy, Absence	0.860794
Epilepsy	Brain Diseases, Metabolic, Inborn	0.727591
Epilepsy	Spasms, Infantile	0.756924
Epilepsy	Epilepsy, Complex Partial	0.786682
Epilepsy	Tuberous Sclerosis	0.766739
Epilepsy	Epilepsy, Benign Neonatal	0.721661
Epilepsy	Epilepsy, Temporal Lobe	0.737298
Epilepsy	Neuronal Ceroid-Lipofuscinoses	0.769629
Epilepsy	Epilepsy, Generalized	0.958259
Epilepsy	Epilepsies, Partial	0.924598
Epilepsy	Seizures	0.850405
Epilepsy	Seizures, Febrile	0.852826
Epilepsy	Malformations of Cortical Development	0.815314
Epilepsy	Epilepsies, Myoclonic	0.703431
Parkinsonian Disorders	Niemann-Pick Disease, Type C	0.84457
Parkinsonian Disorders	Supranuclear Palsy, Progressive	0.775871
Parkinsonian Disorders	Tauopathies	0.787566
Parkinsonian Disorders	Parkinson Disease, Secondary	0.806785
Parkinsonian Disorders	Multiple System Atrophy	0.801763
Parkinsonian Disorders	Striatonigral Degeneration	0.869174
Cerebral Infarction	Cerebral Hemorrhage	0.73952
Cerebral Infarction	Stroke	0.931631
Adrenal Gland Diseases	Hyperandrogenism	0.764969
Liver Cirrhosis, Biliary	Keloid	0.827792
Liver Cirrhosis, Biliary	Keratosis	0.748588
Bone Demineralization, Pathologic	Nephrolithiasis	0.753479
Hypocalcemia	Hypoparathyroidism	0.963776
Urinary Bladder Neoplasms	Vesico-Ureteral Reflux	0.759543
Urinary Bladder Neoplasms	Urologic Diseases	0.757232
Pancreatitis, Chronic	Pancreatitis	0.741548
Pancreatitis, Chronic	Carcinoma, Pancreatic Ductal	0.744292
Pancreatitis, Chronic	Pancreatic Diseases	0.731399
Dystonic Disorders	Pantothenate Kinase-Associated Neurodegeneration	0.955504
Dystonic Disorders	X-Linked Combined Immunodeficiency Diseases	0.92559
Pregnancy Complications	Premature Birth	0.777179
Pregnancy Complications	Fetal Death	0.759079
Pregnancy Complications	Abortion, Spontaneous	0.826689
Pregnancy Complications	Respiratory Distress Syndrome, Newborn	0.732318
Pregnancy Complications	Fetal Growth Retardation	0.781125
Pregnancy Complications	Hernia, Umbilical	0.722517
Pregnancy Complications	Hyaline Membrane Disease	0.736123
Glycogen Storage Disease Type II	Myopathies, Structural, Congenital	0.797639
Glycogen Storage Disease Type II	Muscular Dystrophy, Facioscapulohumeral	0.709781
Glycogen Storage Disease Type II	Myositis, Inclusion Body	0.725332
Noonan Syndrome	Smith-Lemli-Opitz Syndrome	0.722187
Osteogenesis Imperfecta	Deafness	0.71319
Osteogenesis Imperfecta	Mandibulofacial Dysostosis	0.808578
Osteogenesis Imperfecta	Osteosclerosis	0.773702
Osteogenesis Imperfecta	Acro-Osteolysis	0.700094
Osteogenesis Imperfecta	Ichthyosiform Erythroderma, Congenital	0.700577
Osteogenesis Imperfecta	Osteitis Deformans	0.712903
Cholecystitis	Pancreatitis	0.706946
Depressive Disorder	Dyssomnias	0.718048
Depressive Disorder	Depressive Disorder, Major	0.863488
Cerebellar Ataxia	Cerebellar Diseases	0.781976
Scoliosis	Spondylitis, Ankylosing	0.738788
Scoliosis	Kyphosis	0.863603
Precancerous Conditions	Dwarfism, Pituitary	0.713185
Precancerous Conditions	Liver Cirrhosis, Experimental	0.796208
Deficiency Diseases	Mammary Neoplasms, Experimental	0.741781
Deficiency Diseases	Liver Cirrhosis, Experimental	0.753155
Deficiency Diseases	Liver Neoplasms, Experimental	0.730594
Endometrial Neoplasms	Metabolic Diseases	0.920749
Endometrial Neoplasms	Glucose Intolerance	0.895449
Endometrial Neoplasms	Hyperlipoproteinemias	0.889676
Endometrial Neoplasms	Endometrial Hyperplasia	0.91549
Endometrial Neoplasms	Gout	0.857643
Endometrial Neoplasms	Prader-Willi Syndrome	0.753605
Endometrial Neoplasms	Diabetes Mellitus	0.920267
Endometrial Neoplasms	Lipid Metabolism Disorders	0.846077
Endometrial Neoplasms	Hypothalamic Diseases	0.804993
Endometrial Neoplasms	Bardet-Biedl Syndrome	0.894382
Endometrial Neoplasms	Dyslipidemias	0.901053
Job's Syndrome	Immunologic Deficiency Syndromes	0.94177
Job's Syndrome	Lymphoproliferative Disorders	0.847973
Job's Syndrome	Xanthomatosis	0.719157
Skin Abnormalities	Coloboma	0.701163
Skin Abnormalities	Smith-Lemli-Opitz Syndrome	0.785713
Skin Abnormalities	Blepharophimosis	0.837184
Skin Abnormalities	Nails, Malformed	0.767854
Skin Abnormalities	Tooth Abnormalities	0.777763
Skin Abnormalities	Macrocephaly	0.78483
Skin Abnormalities	Chromosome Disorders	0.888799
Skin Abnormalities	Craniofacial Dysostosis	0.833431
Skin Abnormalities	Rubinstein-Taybi Syndrome	0.77295
Skin Abnormalities	Dwarfism	0.848116
Skin Abnormalities	Orofaciodigital Syndromes	0.789927
Skin Abnormalities	Nevus	0.786234
Skin Abnormalities	Amino Acid Metabolism, Inborn Errors	0.865415
Skin Abnormalities	Fibromatosis, Gingival	0.844073
Skin Abnormalities	Piebaldism	0.761552
Skin Abnormalities	Phenylketonurias	0.872518
Skin Abnormalities	Hypopigmentation	0.716995
Skin Abnormalities	Klinefelter Syndrome	0.837058
Skin Abnormalities	Fragile X Syndrome	0.828063
Skin Abnormalities	Tuberous Sclerosis	0.710368
Skin Abnormalities	Hallermann's Syndrome	0.826223
Skin Abnormalities	Hypertelorism	0.769475
Skin Abnormalities	Noonan Syndrome	0.718459
Skin Abnormalities	Metabolism, Inborn Errors	0.82473
Skin Abnormalities	Mucopolysaccharidosis IV	0.769104
Skin Abnormalities	Chromosome Aberrations	0.900716
Skin Abnormalities	Syndactyly	0.83245
Skin Abnormalities	Craniosynostoses	0.825196
Skin Abnormalities	Carbohydrate Metabolism, Inborn Errors	0.728198
Skin Abnormalities	Polydactyly	0.815688
Skin Abnormalities	Xeroderma Pigmentosum	0.857017
Skin Abnormalities	Hand Deformities, Congenital	0.791548
Skin Abnormalities	Congenital Hypothyroidism	0.706393
Skin Abnormalities	Stereotypic Movement Disorder	0.755414
Skin Abnormalities	Ectodermal Dysplasia	0.768847
Skin Abnormalities	Chromosome Breakage	0.883925
Skin Abnormalities	Cri-du-Chat Syndrome	0.816054
Skin Abnormalities	Exostoses, Multiple Hereditary	0.81167
Skin Abnormalities	Sebaceous Gland Neoplasms	0.792897
Skin Abnormalities	Acrocephalosyndactylia	0.735969
Skin Abnormalities	Wolf-Hirschhorn Syndrome	0.802697
Skin Abnormalities	Foot Deformities, Congenital	0.700493
Skin Abnormalities	Maple Syrup Urine Disease	0.773542
Spherocytosis, Hereditary	Jaundice, Chronic Idiopathic	0.924076
Diabetes Mellitus, Type 1	Diabetic Nephropathies	0.97142
Diabetes Mellitus, Type 1	Diabetic Retinopathy	0.739472
Diabetes Mellitus, Type 1	Albuminuria	0.974955
Diabetes Mellitus, Type 1	Hypertrophy, Left Ventricular	0.817624
Diabetes Mellitus, Type 1	Diabetic Angiopathies	0.934708
Diabetes Mellitus, Type 1	Polycystic Kidney, Autosomal Dominant	0.8041
Diabetes Mellitus, Type 1	Renal Insufficiency	0.734125
Diabetes Mellitus, Type 2	Diabetic Nephropathies	0.703866
Diabetes Mellitus, Type 2	Hyperlipidemias	0.781914
Diabetes Mellitus, Type 2	Obesity	0.71576
Diabetes Mellitus, Type 2	Metabolic Diseases	0.716552
Diabetes Mellitus, Type 2	Hypercholesterolemia	0.717173
Diabetes Mellitus, Type 2	Glucose Intolerance	0.783431
Diabetes Mellitus, Type 2	Gout	0.707961
Diabetes Mellitus, Type 2	Hypertrophy, Left Ventricular	0.921033
Diabetes Mellitus, Type 2	Hyperglycemia	0.758937
Diabetes Mellitus, Type 2	Metabolic Syndrome X	0.800637
Diabetes Mellitus, Type 2	Diabetes Mellitus, Type 1	0.778661
Diabetes Mellitus, Type 2	Hyperuricemia	0.952947
Diabetes Mellitus, Type 2	Diabetes Mellitus	0.860879
Diabetes Mellitus, Type 2	Diabetic Angiopathies	0.811618
Diabetes Mellitus, Type 2	Hyperinsulinism	0.753187
Diabetes Mellitus, Type 2	Insulin Resistance	0.749369
Diabetes Mellitus, Type 2	Hypertriglyceridemia	0.788911
Diabetes Mellitus, Type 2	Hyperlipidemia, Familial Combined	0.702528
Diabetes Mellitus, Type 2	Dyslipidemias	0.748249
alpha-Thalassemia	Hydrops Fetalis	0.954008
alpha-Thalassemia	Limb Deformities, Congenital	0.700553
alpha-Thalassemia	Anemia, Diamond-Blackfan	0.907146
alpha-Thalassemia	Myeloproliferative Disorders	0.807156
alpha-Thalassemia	Pelger-Huet Anomaly	0.702671
von Willebrand Diseases	Factor XI Deficiency	0.86333
von Willebrand Diseases	Hemorrhagic Disorders	0.914862
von Willebrand Diseases	Thrombasthenia	0.878045
von Willebrand Diseases	Hemophilia B	0.868345
Asbestosis	Respiratory Hypersensitivity	0.729013
Asbestosis	Hypersensitivity, Immediate	0.721953
Asbestosis	Pulmonary Fibrosis	0.754613
Abdominal Neoplasms	Pancreatitis	0.760888
Abdominal Neoplasms	Peritonitis	0.753593
Abdominal Neoplasms	Intestinal Perforation	0.755556
Abdominal Neoplasms	Angioedema	0.72242
Death, Sudden	Arrhythmias, Cardiac	0.785421
Death, Sudden	Heart Diseases	0.725696
Death, Sudden	Death, Sudden, Cardiac	0.702493
Death, Sudden	Ventricular Fibrillation	0.732295
Hyperventilation	Panic Disorder	0.900017
Adenocarcinoma	Gastrointestinal Neoplasms	0.869536
Adenocarcinoma	Carcinoma, Non-Small-Cell Lung	0.765736
Adenocarcinoma	Sarcoma	0.738609
Adenocarcinoma	Carcinoma, Squamous Cell	0.72336
Adenocarcinoma	Pancreatic Neoplasms	0.709663
Adenocarcinoma	Colorectal Neoplasms	0.703469
Dwarfism, Pituitary	Liver Cirrhosis, Experimental	0.754655
Metabolism, Inborn Errors	Coloboma	0.740382
Metabolism, Inborn Errors	Smith-Lemli-Opitz Syndrome	0.818417
Metabolism, Inborn Errors	Lipid Metabolism, Inborn Errors	0.802633
Metabolism, Inborn Errors	Silver-Russell Syndrome	0.760321
Metabolism, Inborn Errors	Galactosemias	0.71748
Metabolism, Inborn Errors	Nails, Malformed	0.799255
Metabolism, Inborn Errors	Tooth Abnormalities	0.789552
Metabolism, Inborn Errors	Macrocephaly	0.814885
Metabolism, Inborn Errors	Chromosome Disorders	0.913981
Metabolism, Inborn Errors	Craniofacial Dysostosis	0.850675
Metabolism, Inborn Errors	Rubinstein-Taybi Syndrome	0.770785
Metabolism, Inborn Errors	Dwarfism	0.865323
Metabolism, Inborn Errors	Orofaciodigital Syndromes	0.813826
Metabolism, Inborn Errors	Brain Diseases, Metabolic, Inborn	0.774452
Metabolism, Inborn Errors	Nevus	0.770103
Metabolism, Inborn Errors	Amino Acid Metabolism, Inborn Errors	0.947554
Metabolism, Inborn Errors	Fibromatosis, Gingival	0.883398
Metabolism, Inborn Errors	Piebaldism	0.756375
Metabolism, Inborn Errors	Phenylketonurias	0.875297
Metabolism, Inborn Errors	Growth Disorders	0.724579
Metabolism, Inborn Errors	Hypopigmentation	0.701679
Metabolism, Inborn Errors	Klinefelter Syndrome	0.826797
Metabolism, Inborn Errors	Spasms, Infantile	0.80215
Metabolism, Inborn Errors	Fragile X Syndrome	0.824392
Metabolism, Inborn Errors	Tuberous Sclerosis	0.830849
Metabolism, Inborn Errors	Hypertelorism	0.798098
Metabolism, Inborn Errors	Mucopolysaccharidosis II	0.721344
Metabolism, Inborn Errors	Mucopolysaccharidosis IV	0.785214
Metabolism, Inborn Errors	Syndactyly	0.820864
Metabolism, Inborn Errors	Craniosynostoses	0.827955
Metabolism, Inborn Errors	Carbohydrate Metabolism, Inborn Errors	0.841363
Metabolism, Inborn Errors	Polydactyly	0.862304
Metabolism, Inborn Errors	Xeroderma Pigmentosum	0.887377
Metabolism, Inborn Errors	Hand Deformities, Congenital	0.810639
Metabolism, Inborn Errors	Congenital Hypothyroidism	0.75439
Metabolism, Inborn Errors	Stereotypic Movement Disorder	0.760744
Metabolism, Inborn Errors	Homocystinuria	0.843935
Metabolism, Inborn Errors	Ectodermal Dysplasia	0.783467
Metabolism, Inborn Errors	Chromosome Breakage	0.859959
Metabolism, Inborn Errors	Cri-du-Chat Syndrome	0.781742
Metabolism, Inborn Errors	Exostoses, Multiple Hereditary	0.798752
Metabolism, Inborn Errors	Acrocephalosyndactylia	0.70795
Metabolism, Inborn Errors	Pierre Robin Syndrome	0.709329
Metabolism, Inborn Errors	Angelman Syndrome	0.756342
Metabolism, Inborn Errors	Pain Insensitivity, Congenital	0.749708
Metabolism, Inborn Errors	Wolf-Hirschhorn Syndrome	0.884271
Metabolism, Inborn Errors	Foot Deformities, Congenital	0.724862
Metabolism, Inborn Errors	Maple Syrup Urine Disease	0.872954
Folliculitis	Keloid	0.912685
Bacteremia	Leukemia, Myeloid, Acute	0.705578
Bacteremia	Exanthema	0.724504
Bacteremia	Malaria	0.82515
Bacteremia	Neutropenia	0.929572
Bacteremia	Bacterial Infections	0.811207
Bacteremia	Sepsis	0.811894
Bacteremia	Communicable Diseases	0.785149
Nephrolithiasis	Pseudohypoaldosteronism	0.773063
Nephrolithiasis	Dent Disease	0.942833
Malaria	Leukemia, Myeloid, Acute	0.716037
Malaria	Pancytopenia	0.786656
Malaria	Mucocutaneous Lymph Node Syndrome	0.72406
Malaria	Lymphohistiocytosis, Hemophagocytic	0.719339
Malaria	Hereditary Autoinflammatory Diseases	0.726307
Malaria	Malaria, Falciparum	0.9073
Malaria	Leukocytosis	0.776845
Malaria	Dengue	0.780412
Malaria	Liddle Syndrome	0.772939
Malaria	Severe Acute Respiratory Syndrome	0.710852
Malaria	Neutropenia	0.819811
Malaria	Bacterial Infections	0.726951
Malaria	Agranulocytosis	0.821138
Intestinal Perforation	Peritonitis	0.95811
Stomach Diseases	Stomach Ulcer	0.898721
Mucopolysaccharidosis IV	Hypertelorism	0.777642
Mucopolysaccharidosis IV	Hand Deformities, Congenital	0.789297
Mucopolysaccharidosis IV	Chromosome Breakage	0.841992
Mucopolysaccharidosis IV	Foot Deformities, Congenital	0.71537
Ovarian Neoplasms	46, XY Disorders of Sex Development	0.871085
Ovarian Neoplasms	Disorders of Sex Development	0.824482
Ovarian Neoplasms	Leydig Cell Tumor	0.921569
Ovarian Neoplasms	Adrenocortical Carcinoma	0.806592
Ovarian Neoplasms	Adrenal Hyperplasia, Congenital	0.934293
Ovarian Neoplasms	46, XX Disorders of Sex Development	0.871085
Ovarian Neoplasms	Antley-Bixler Syndrome Phenotype	0.871085
Ovarian Neoplasms	Gonadal Dysgenesis, 46,XX	0.831036
Fanconi Anemia	Noonan Syndrome	0.838798
Chromosome Aberrations	Nails, Malformed	0.850249
Chromosome Aberrations	Macrocephaly	0.90147
Chromosome Aberrations	Rubinstein-Taybi Syndrome	0.839744
Chromosome Aberrations	Orofaciodigital Syndromes	0.880694
Chromosome Aberrations	Hypertelorism	0.86665
Chromosome Aberrations	Polydactyly	0.895737
Chromosome Aberrations	Xeroderma Pigmentosum	0.93873
Chromosome Aberrations	Hand Deformities, Congenital	0.882567
Chromosome Aberrations	Chromosome Breakage	0.965472
Chromosome Aberrations	Exostoses, Multiple Hereditary	0.87972
Chromosome Aberrations	Foot Deformities, Congenital	0.784287
Cough	Ciliary Motility Disorders	0.816555
Cough	Tracheoesophageal Fistula	0.704462
Hepatitis	Liver Failure	0.785884
Liddle Syndrome	Hereditary Autoinflammatory Diseases	0.896486
Liddle Syndrome	Neutropenia	0.955226
Erectile Dysfunction	Sexual Dysfunctions, Psychological	0.748638
Erectile Dysfunction	Infertility	0.701561
Protein S Deficiency	Protein C Deficiency	0.889842
Protein S Deficiency	Coagulation Protein Disorders	0.704518
Uterine Neoplasms	Infertility, Female	0.77345
Uterine Neoplasms	Endometrial Hyperplasia	0.704458
Uterine Neoplasms	Endometrial Neoplasms	0.781037
Syndactyly	Coloboma	0.791872
Syndactyly	Cleidocranial Dysplasia	0.752244
Syndactyly	Silver-Russell Syndrome	0.717665
Syndactyly	Nails, Malformed	0.782815
Syndactyly	Orofaciodigital Syndromes	0.885195
Syndactyly	Fibromatosis, Gingival	0.866811
Syndactyly	Hallermann's Syndrome	0.834269
Syndactyly	Hypertelorism	0.82962
Syndactyly	Polydactyly	0.792565
Syndactyly	Xeroderma Pigmentosum	0.864844
Syndactyly	Hand Deformities, Congenital	0.858891
Syndactyly	Stereotypic Movement Disorder	0.757721
Syndactyly	Chromosome Breakage	0.878386
Syndactyly	Cri-du-Chat Syndrome	0.78085
Syndactyly	Foot Deformities, Congenital	0.767164
Severe Acute Respiratory Syndrome	Hereditary Autoinflammatory Diseases	0.759302
Hyperuricemia	Dyslipidemias	0.750202
Retinal Degeneration	Leber Congenital Amaurosis	0.843621
Retinal Degeneration	Night Blindness	0.87942
Retinal Degeneration	Retinal Dystrophies	0.723375
Retinal Degeneration	Retinal Drusen	0.884696
Retinal Degeneration	Optic Atrophies, Hereditary	0.852088
Inflammation	Sciatic Neuropathy	0.764411
Inflammation	Arthritis, Experimental	0.851363
Inflammation	Leishmaniasis, Cutaneous	0.801152
Inflammation	Hyperalgesia	0.75497
Coronary Artery Disease	Myocardial Stunning	0.792354
Coronary Artery Disease	Angina Pectoris	0.956806
Coronary Artery Disease	Thoracic Diseases	0.731394
Coronary Artery Disease	Coronary Disease	0.995164
Coronary Artery Disease	Coronary Aneurysm	0.791031
Coronary Artery Disease	Coronary Stenosis	0.911563
Coronary Artery Disease	Heart Diseases	0.70003
Coronary Artery Disease	Coronary Restenosis	0.916594
Coronary Artery Disease	Myocardial Infarction	0.849243
Coronary Artery Disease	Hyperlipoproteinemia Type II	0.759843
Pick Disease of the Brain	Tauopathies	0.793936
Fatty Liver	Hyperlipidemias	0.917348
Fatty Liver	Obesity	0.962419
Fatty Liver	Metabolic Diseases	0.922012
Fatty Liver	Hypercholesterolemia	0.793503
Fatty Liver	Glucose Intolerance	0.917537
Fatty Liver	Hyperlipoproteinemias	0.892817
Fatty Liver	Endometrial Hyperplasia	0.884817
Fatty Liver	Prader-Willi Syndrome	0.782433
Fatty Liver	Metabolic Syndrome X	0.963013
Fatty Liver	Endometrial Neoplasms	0.944292
Fatty Liver	Diabetes Mellitus, Type 2	0.70884
Fatty Liver	Diabetes Mellitus	0.931996
Fatty Liver	Cushing Syndrome	0.746252
Fatty Liver	Lipid Metabolism Disorders	0.884895
Fatty Liver	Atherosclerosis	0.72687
Fatty Liver	Insulin Resistance	0.962156
Fatty Liver	Bardet-Biedl Syndrome	0.892295
Fatty Liver	Hypertriglyceridemia	0.946657
Fatty Liver	Hyperlipidemia, Familial Combined	0.9618
Fatty Liver	Hypoalphalipoproteinemias	0.93514
Fatty Liver	Dyslipidemias	0.929188
AIDS-Related Opportunistic Infections	Agammaglobulinemia	0.763388
AIDS-Related Opportunistic Infections	Measles	0.703186
AIDS-Related Opportunistic Infections	Carcinoma, Medullary	0.77457
AIDS-Related Opportunistic Infections	Entamoebiasis	0.883204
AIDS-Related Opportunistic Infections	HIV Seropositivity	0.706023
AIDS-Related Opportunistic Infections	Inflammatory Bowel Diseases	0.838906
AIDS-Related Opportunistic Infections	Celiac Disease	0.855023
Eye Diseases, Hereditary	Retinal Drusen	0.707295
Eye Diseases, Hereditary	Optic Atrophies, Hereditary	0.751048
Eye Diseases, Hereditary	Retinal Degeneration	0.788191
Eye Diseases, Hereditary	Retinitis Pigmentosa	0.774509
Wolff-Parkinson-White Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.908677
Wolff-Parkinson-White Syndrome	Death, Sudden, Cardiac	0.934064
Wolff-Parkinson-White Syndrome	Cardiomyopathy, Hypertrophic	0.75377
Heart Diseases	Aortic Valve Stenosis	0.882845
Heart Diseases	Arrhythmias, Cardiac	0.751821
Heart Diseases	Cardiomyopathy, Hypertrophic	0.884932
Entamoebiasis	Vipoma	0.919647
Entamoebiasis	Enterocolitis	0.901803
Entamoebiasis	Carcinoma, Medullary	0.735155
Entamoebiasis	Inflammatory Bowel Diseases	0.840407
Entamoebiasis	Celiac Disease	0.895313
Cognition Disorders	Amphetamine-Related Disorders	0.757381
Cognition Disorders	Atrophy	0.76672
Neutropenia	Pancytopenia	0.879061
Neutropenia	Lymphohistiocytosis, Hemophagocytic	0.80105
Neutropenia	Hereditary Autoinflammatory Diseases	0.866125
Neutropenia	Panniculitis, Nodular Nonsuppurative	0.706293
Pulmonary Embolism	Pulmonary Emphysema	0.728294
