MeSH Disease ID,MeSH Symptom Term,TFIDF score
MESH:D000741,Paresthesia,1.35802
MESH:D013922,Paresthesia,6.79009
MESH:D000361,Paresthesia,1.35802
MESH:D009190,Paresthesia,1.35802
MESH:D011087,Paresthesia,6.79009
MESH:D008180,Paresthesia,6.79009
MESH:D008527,Taste Disorders,2.37609
MESH:D018288,Taste Disorders,2.37609
MESH:D001943,Taste Disorders,16.6326
MESH:D015179,Taste Disorders,2.37609
MESH:D013274,Taste Disorders,2.37609
MESH:D010190,Taste Disorders,2.37609
MESH:D010051,Taste Disorders,2.37609
MESH:D008175,Taste Disorders,16.6326
MESH:D018288,Ageusia,3.58518
MESH:D008175,Ageusia,3.58518
MESH:D008180,Ageusia,3.58518
MESH:D018288,Dysgeusia,10.4165
MESH:D001943,Dysgeusia,6.94431
MESH:D010190,Dysgeusia,6.94431
MESH:D008175,Dysgeusia,27.7772
MESH:D054198,Vision Disorders,5.9714
MESH:D015464,Vision Disorders,5.9714
MESH:D015470,Vision Disorders,4.64443
MESH:D012516,Vision Disorders,1.32698
MESH:D005910,Vision Disorders,24.5491
MESH:D008527,Vision Disorders,2.65396
MESH:D012175,Vision Disorders,5.30792
MESH:D018288,Vision Disorders,4.64443
MESH:D009456,Vision Disorders,13.2698
MESH:D009101,Vision Disorders,7.29838
MESH:D008258,Vision Disorders,2.65396
MESH:D001943,Vision Disorders,14.5968
MESH:D015179,Vision Disorders,0.663489
MESH:D013274,Vision Disorders,2.65396
MESH:D010190,Vision Disorders,3.98094
MESH:D010051,Vision Disorders,1.99047
MESH:D008175,Vision Disorders,14.5968
MESH:D011471,Vision Disorders,9.28885
MESH:D001749,Vision Disorders,0.663489
MESH:D016864,Vision Disorders,0.663489
MESH:D044542,Vision Disorders,0.663489
MESH:D009634,Vision Disorders,1.99047
MESH:D054990,Vision Disorders,0.663489
MESH:D001260,Vision Disorders,0.663489
MESH:D002538,Vision Disorders,14.5968
MESH:D000741,Vision Disorders,1.99047
MESH:D013922,Vision Disorders,3.98094
MESH:D011087,Vision Disorders,3.31745
MESH:D017681,Vision Disorders,1.99047
MESH:D016114,Vision Disorders,0.663489
MESH:D010505,Vision Disorders,0.663489
MESH:D008180,Vision Disorders,19.2412
MESH:D049932,Vision Disorders,0.663489
MESH:D017074,Vision Disorders,0.663489
MESH:D012175,Amblyopia,7.69058
MESH:D009634,Amblyopia,2.56353
MESH:D054198,Blindness,15.3739
MESH:D015464,Blindness,9.88325
MESH:D015470,Blindness,5.49069
MESH:D015473,Blindness,1.09814
MESH:D008415,Blindness,1.09814
MESH:D012516,Blindness,2.19628
MESH:D005910,Blindness,27.4535
MESH:D008527,Blindness,2.19628
MESH:D012175,Blindness,19.7665
MESH:D018288,Blindness,6.58883
MESH:D009456,Blindness,7.68697
MESH:D009101,Blindness,8.78511
MESH:D008258,Blindness,1.09814
MESH:D001943,Blindness,16.4721
MESH:D015179,Blindness,1.09814
MESH:D013274,Blindness,2.19628
MESH:D010190,Blindness,2.19628
MESH:D010051,Blindness,3.29442
MESH:D008175,Blindness,13.1777
MESH:D011471,Blindness,5.49069
MESH:D001749,Blindness,1.09814
MESH:D004613,Blindness,1.09814
MESH:D006502,Blindness,1.09814
MESH:D054990,Blindness,1.09814
MESH:D002538,Blindness,10.9814
MESH:D000741,Blindness,2.19628
MESH:D005199,Blindness,2.19628
MESH:D014923,Blindness,1.09814
MESH:D013922,Blindness,2.19628
MESH:D009190,Blindness,2.19628
MESH:D011087,Blindness,6.58883
MESH:D011038,Blindness,1.09814
MESH:D008180,Blindness,25.2572
MESH:D011471,Amaurosis Fugax,3.51107
MESH:D002538,Amaurosis Fugax,3.51107
MESH:D019851,Amaurosis Fugax,17.5554
MESH:D008180,Amaurosis Fugax,14.0443
MESH:D054198,"Blindness, Cortical",2.94468
MESH:D015464,"Blindness, Cortical",5.88935
MESH:D009101,"Blindness, Cortical",2.94468
MESH:D013274,"Blindness, Cortical",2.94468
MESH:D010051,"Blindness, Cortical",2.94468
MESH:D002538,"Blindness, Cortical",2.94468
MESH:D008180,"Blindness, Cortical",5.88935
MESH:D005910,Color Vision Defects,2.56661
MESH:D009101,Color Vision Defects,2.56661
MESH:D001943,Color Vision Defects,2.56661
MESH:D011471,Color Vision Defects,2.56661
MESH:D001749,Color Vision Defects,5.13322
MESH:D002538,Color Vision Defects,2.56661
MESH:D054198,Diplopia,3.28833
MESH:D015470,Diplopia,8.22083
MESH:D015473,Diplopia,3.28833
MESH:D005910,Diplopia,11.5092
MESH:D011125,Diplopia,1.64417
MESH:D006528,Diplopia,1.64417
MESH:D018288,Diplopia,6.57666
MESH:D009101,Diplopia,21.3741
MESH:D008258,Diplopia,1.64417
MESH:D001943,Diplopia,26.3066
MESH:D046152,Diplopia,3.28833
MESH:D013274,Diplopia,4.9325
MESH:D010190,Diplopia,9.86499
MESH:D010051,Diplopia,1.64417
MESH:D008175,Diplopia,16.4417
MESH:D011471,Diplopia,9.86499
MESH:D001749,Diplopia,1.64417
MESH:D002538,Diplopia,9.86499
MESH:D000361,Diplopia,1.64417
MESH:D011087,Diplopia,6.57666
MESH:D010505,Diplopia,1.64417
MESH:D008180,Diplopia,27.9508
MESH:D054198,Hemianopsia,2.08205
MESH:D005910,Hemianopsia,8.32821
MESH:D006528,Hemianopsia,2.08205
MESH:D009456,Hemianopsia,4.1641
MESH:D009101,Hemianopsia,2.08205
MESH:D001943,Hemianopsia,4.1641
MESH:D010190,Hemianopsia,2.08205
MESH:D010051,Hemianopsia,4.1641
MESH:D008175,Hemianopsia,14.5744
MESH:D001749,Hemianopsia,2.08205
MESH:D009634,Hemianopsia,2.08205
MESH:D002538,Hemianopsia,29.1487
MESH:D018860,Hemianopsia,4.1641
MESH:D011087,Hemianopsia,2.08205
MESH:D019851,Hemianopsia,2.08205
MESH:D008180,Hemianopsia,8.32821
MESH:D015470,Photophobia,2.85429
MESH:D009101,Photophobia,2.85429
MESH:D008258,Photophobia,2.85429
MESH:D054990,Photophobia,2.85429
MESH:D002538,Photophobia,2.85429
MESH:D013922,Photophobia,5.70858
MESH:D016114,Photophobia,11.4172
MESH:D015470,Scotoma,2.38121
MESH:D015473,Scotoma,2.38121
MESH:D005910,Scotoma,9.52483
MESH:D018288,Scotoma,2.38121
MESH:D009101,Scotoma,2.38121
MESH:D001943,Scotoma,9.52483
MESH:D010190,Scotoma,4.76241
MESH:D008175,Scotoma,7.14362
MESH:D002538,Scotoma,2.38121
MESH:D000741,Scotoma,2.38121
MESH:D011087,Scotoma,2.38121
MESH:D008180,Scotoma,11.906
MESH:D015464,"Vision, Low",4.51209
MESH:D015470,"Vision, Low",2.25604
MESH:D012516,"Vision, Low",2.25604
MESH:D005910,"Vision, Low",2.25604
MESH:D012175,"Vision, Low",4.51209
MESH:D018288,"Vision, Low",6.76813
MESH:D009456,"Vision, Low",2.25604
MESH:D009101,"Vision, Low",4.51209
MESH:D008258,"Vision, Low",4.51209
MESH:D001943,"Vision, Low",6.76813
MESH:D010190,"Vision, Low",4.51209
MESH:D008175,"Vision, Low",9.02417
MESH:D011471,"Vision, Low",2.25604
MESH:D002538,"Vision, Low",4.51209
MESH:D018860,"Vision, Low",2.25604
MESH:D008180,"Vision, Low",2.25604
MESH:D054198,Sleep Disorders,11.944
MESH:D015464,Sleep Disorders,1.493
MESH:D005910,Sleep Disorders,1.493
MESH:D006528,Sleep Disorders,1.493
MESH:D018288,Sleep Disorders,1.493
MESH:D009456,Sleep Disorders,2.986
MESH:D009101,Sleep Disorders,5.972
MESH:D001943,Sleep Disorders,82.1149
MESH:D015179,Sleep Disorders,2.986
MESH:D010190,Sleep Disorders,5.972
MESH:D010051,Sleep Disorders,4.479
MESH:D008175,Sleep Disorders,16.423
MESH:D011471,Sleep Disorders,20.902
MESH:D054990,Sleep Disorders,2.986
MESH:D000361,Sleep Disorders,2.986
MESH:D010505,Sleep Disorders,1.493
MESH:D008180,Sleep Disorders,11.944
MESH:D001943,Sleep Deprivation,10.3036
MESH:D015179,Sleep Deprivation,2.57591
MESH:D008175,Sleep Deprivation,2.57591
MESH:D011471,Sleep Deprivation,2.57591
MESH:D019851,Sleep Deprivation,2.57591
MESH:D008180,Sleep Deprivation,12.8796
MESH:D015470,"Urinary Bladder, Neurogenic",2.07826
MESH:D005910,"Urinary Bladder, Neurogenic",4.15651
MESH:D018288,"Urinary Bladder, Neurogenic",2.07826
MESH:D009101,"Urinary Bladder, Neurogenic",2.07826
MESH:D001943,"Urinary Bladder, Neurogenic",2.07826
MESH:D013274,"Urinary Bladder, Neurogenic",2.07826
MESH:D010051,"Urinary Bladder, Neurogenic",2.07826
MESH:D008175,"Urinary Bladder, Neurogenic",4.15651
MESH:D011471,"Urinary Bladder, Neurogenic",10.3913
MESH:D001749,"Urinary Bladder, Neurogenic",76.8955
MESH:D012415,"Urinary Bladder, Neurogenic",2.07826
MESH:D009634,"Urinary Bladder, Neurogenic",2.07826
MESH:D009190,"Urinary Bladder, Neurogenic",4.15651
MESH:D055728,"Urinary Bladder, Neurogenic",2.07826
MESH:D008180,"Urinary Bladder, Neurogenic",24.9391
MESH:D054198,Vertigo,1.59625
MESH:D008527,Vertigo,4.78876
MESH:D012175,Vertigo,1.59625
MESH:D018288,Vertigo,3.1925
MESH:D009456,Vertigo,1.59625
MESH:D009101,Vertigo,6.38501
MESH:D008258,Vertigo,1.59625
MESH:D001943,Vertigo,9.57751
MESH:D046152,Vertigo,1.59625
MESH:D015179,Vertigo,1.59625
MESH:D013274,Vertigo,4.78876
MESH:D010190,Vertigo,3.1925
MESH:D010051,Vertigo,3.1925
MESH:D008175,Vertigo,17.5588
MESH:D011471,Vertigo,3.1925
MESH:D001749,Vertigo,3.1925
MESH:D009634,Vertigo,1.59625
MESH:D054990,Vertigo,3.1925
MESH:D002538,Vertigo,4.78876
MESH:D000741,Vertigo,1.59625
MESH:D013922,Vertigo,1.59625
MESH:D011087,Vertigo,4.78876
MESH:D017681,Vertigo,3.1925
MESH:D019851,Vertigo,1.59625
MESH:D010505,Vertigo,1.59625
MESH:D008180,Vertigo,3.1925
MESH:D018288,Voice Disorders,1.66524
MESH:D009456,Voice Disorders,3.33049
MESH:D001943,Voice Disorders,3.33049
MESH:D008175,Voice Disorders,4.99573
MESH:D011471,Voice Disorders,1.66524
MESH:D008180,Voice Disorders,1.66524
MESH:D008175,Aphonia,3.62885
MESH:D008180,Dysphonia,3.44951
MESH:D018288,Hoarseness,4.43225
MESH:D009456,Hoarseness,2.21613
MESH:D009101,Hoarseness,4.43225
MESH:D001943,Hoarseness,2.21613
MESH:D013274,Hoarseness,2.21613
MESH:D010051,Hoarseness,4.43225
MESH:D008175,Hoarseness,13.2968
MESH:D008180,Hoarseness,15.5129
MESH:D015470,Oral Manifestations,9.32888
MESH:D009456,Oral Manifestations,13.0604
MESH:D009101,Oral Manifestations,9.32888
MESH:D008175,Oral Manifestations,1.86578
MESH:D004613,Oral Manifestations,3.73155
MESH:D001260,Oral Manifestations,1.86578
MESH:D000741,Oral Manifestations,9.32888
MESH:D011087,Oral Manifestations,1.86578
MESH:D008180,Oral Manifestations,7.46311
MESH:D015470,Oral Hemorrhage,23.1832
MESH:D008415,Oral Hemorrhage,2.57591
MESH:D006528,Oral Hemorrhage,10.3036
MESH:D009101,Oral Hemorrhage,12.8796
MESH:D008258,Oral Hemorrhage,2.57591
MESH:D011471,Oral Hemorrhage,12.8796
MESH:D000741,Oral Hemorrhage,12.8796
MESH:D014923,Oral Hemorrhage,2.57591
MESH:D011087,Oral Hemorrhage,12.8796
MESH:D008180,Oral Hemorrhage,5.15182
MESH:D054198,Abdominal Pain,11.0303
MESH:D015464,Abdominal Pain,1.69697
MESH:D015470,Abdominal Pain,6.78787
MESH:D015473,Abdominal Pain,3.39393
MESH:D009396,Abdominal Pain,4.24242
MESH:D008415,Abdominal Pain,1.69697
MESH:D012516,Abdominal Pain,1.69697
MESH:D005910,Abdominal Pain,1.69697
MESH:D008527,Abdominal Pain,0.848484
MESH:D011125,Abdominal Pain,7.63635
MESH:D006528,Abdominal Pain,28.8484
MESH:D018288,Abdominal Pain,6.78787
MESH:D009456,Abdominal Pain,8.48484
MESH:D009101,Abdominal Pain,2.54545
MESH:D001943,Abdominal Pain,9.33332
MESH:D046152,Abdominal Pain,23.7575
MESH:D015179,Abdominal Pain,33.0909
MESH:D013274,Abdominal Pain,50.909
MESH:D010190,Abdominal Pain,123.879
MESH:D010051,Abdominal Pain,108.606
MESH:D008175,Abdominal Pain,19.5151
MESH:D011471,Abdominal Pain,4.24242
MESH:D001749,Abdominal Pain,6.78787
MESH:D009634,Abdominal Pain,0.848484
MESH:D006502,Abdominal Pain,8.48484
MESH:D002538,Abdominal Pain,0.848484
MESH:D000741,Abdominal Pain,0.848484
MESH:D009190,Abdominal Pain,4.24242
MESH:D011087,Abdominal Pain,5.0909
MESH:D055728,Abdominal Pain,2.54545
MESH:D017681,Abdominal Pain,3.39393
MESH:D019851,Abdominal Pain,1.69697
MESH:D010505,Abdominal Pain,51.7575
MESH:D008180,Abdominal Pain,38.1818
MESH:D017492,Abdominal Pain,1.69697
MESH:D017074,Abdominal Pain,0.848484
MESH:D054198,"Abdomen, Acute",7.188
MESH:D015470,"Abdomen, Acute",10.0632
MESH:D015473,"Abdomen, Acute",1.4376
MESH:D009396,"Abdomen, Acute",8.6256
MESH:D008527,"Abdomen, Acute",1.4376
MESH:D006528,"Abdomen, Acute",27.3144
MESH:D018288,"Abdomen, Acute",1.4376
MESH:D009456,"Abdomen, Acute",8.6256
MESH:D009101,"Abdomen, Acute",7.188
MESH:D001943,"Abdomen, Acute",5.7504
MESH:D046152,"Abdomen, Acute",10.0632
MESH:D015179,"Abdomen, Acute",1.4376
MESH:D013274,"Abdomen, Acute",15.8136
MESH:D010190,"Abdomen, Acute",33.0648
MESH:D010051,"Abdomen, Acute",87.6936
MESH:D008175,"Abdomen, Acute",23.0016
MESH:D001749,"Abdomen, Acute",10.0632
MESH:D009634,"Abdomen, Acute",1.4376
MESH:D006502,"Abdomen, Acute",5.7504
MESH:D000741,"Abdomen, Acute",1.4376
MESH:D000361,"Abdomen, Acute",2.8752
MESH:D011087,"Abdomen, Acute",8.6256
MESH:D055728,"Abdomen, Acute",2.8752
MESH:D017681,"Abdomen, Acute",2.8752
MESH:D019851,"Abdomen, Acute",2.8752
MESH:D010505,"Abdomen, Acute",34.5024
MESH:D008180,"Abdomen, Acute",54.6288
MESH:D011125,Colic,2.13475
MESH:D006528,Colic,6.40424
MESH:D001943,Colic,6.40424
MESH:D046152,Colic,2.13475
MESH:D013274,Colic,4.26949
MESH:D010190,Colic,6.40424
MESH:D010051,Colic,6.40424
MESH:D011471,Colic,4.26949
MESH:D001749,Colic,2.13475
MESH:D010505,Colic,2.13475
MESH:D008180,Colic,2.13475
MESH:D054198,Arthralgia,22.1595
MESH:D015464,Arthralgia,1.4773
MESH:D015470,Arthralgia,2.9546
MESH:D012516,Arthralgia,10.3411
MESH:D008527,Arthralgia,1.4773
MESH:D006528,Arthralgia,1.4773
MESH:D018288,Arthralgia,1.4773
MESH:D009456,Arthralgia,1.4773
MESH:D009101,Arthralgia,4.4319
MESH:D001943,Arthralgia,57.6147
MESH:D013274,Arthralgia,4.4319
MESH:D010051,Arthralgia,8.8638
MESH:D008175,Arthralgia,26.5914
MESH:D011471,Arthralgia,1.4773
MESH:D008557,Arthralgia,4.4319
MESH:D054990,Arthralgia,1.4773
MESH:D052537,Arthralgia,1.4773
MESH:D018860,Arthralgia,1.4773
MESH:D014923,Arthralgia,1.4773
MESH:D009190,Arthralgia,1.4773
MESH:D017681,Arthralgia,1.4773
MESH:D010505,Arthralgia,14.773
MESH:D008180,Arthralgia,54.6601
MESH:D017074,Arthralgia,2.9546
MESH:D054198,Shoulder Pain,4.84085
MESH:D015473,Shoulder Pain,2.42043
MESH:D006528,Shoulder Pain,2.42043
MESH:D009456,Shoulder Pain,2.42043
MESH:D009101,Shoulder Pain,4.84085
MESH:D001943,Shoulder Pain,19.3634
MESH:D010190,Shoulder Pain,2.42043
MESH:D010051,Shoulder Pain,4.84085
MESH:D008175,Shoulder Pain,14.5226
MESH:D011471,Shoulder Pain,2.42043
MESH:D001749,Shoulder Pain,2.42043
MESH:D008557,Shoulder Pain,4.84085
MESH:D010505,Shoulder Pain,2.42043
MESH:D054198,Chest Pain,2.19912
MESH:D015464,Chest Pain,2.19912
MESH:D015473,Chest Pain,2.19912
MESH:D008415,Chest Pain,1.09956
MESH:D012516,Chest Pain,1.09956
MESH:D011125,Chest Pain,1.09956
MESH:D006528,Chest Pain,2.19912
MESH:D018288,Chest Pain,5.4978
MESH:D009456,Chest Pain,1.09956
MESH:D009101,Chest Pain,12.0952
MESH:D001943,Chest Pain,7.69693
MESH:D013274,Chest Pain,3.29868
MESH:D010190,Chest Pain,3.29868
MESH:D010051,Chest Pain,2.19912
MESH:D008175,Chest Pain,64.8741
MESH:D011471,Chest Pain,1.09956
MESH:D001749,Chest Pain,1.09956
MESH:D009634,Chest Pain,1.09956
MESH:D054990,Chest Pain,1.09956
MESH:D002538,Chest Pain,3.29868
MESH:D005199,Chest Pain,1.09956
MESH:D000361,Chest Pain,1.09956
MESH:D009190,Chest Pain,1.09956
MESH:D011087,Chest Pain,1.09956
MESH:D017681,Chest Pain,3.29868
MESH:D019851,Chest Pain,2.19912
MESH:D010505,Chest Pain,14.2943
MESH:D008180,Chest Pain,21.9912
MESH:D054198,Angina Pectoris,1.45268
MESH:D015464,Angina Pectoris,1.45268
MESH:D015470,Angina Pectoris,1.45268
MESH:D011125,Angina Pectoris,1.45268
MESH:D006528,Angina Pectoris,1.45268
MESH:D018288,Angina Pectoris,1.45268
MESH:D009456,Angina Pectoris,1.45268
MESH:D009101,Angina Pectoris,5.81073
MESH:D008258,Angina Pectoris,2.90537
MESH:D001943,Angina Pectoris,11.6215
MESH:D015179,Angina Pectoris,2.90537
MESH:D013274,Angina Pectoris,8.7161
MESH:D010051,Angina Pectoris,2.90537
MESH:D008175,Angina Pectoris,15.9795
MESH:D011471,Angina Pectoris,4.35805
MESH:D001749,Angina Pectoris,1.45268
MESH:D054990,Angina Pectoris,4.35805
MESH:D002538,Angina Pectoris,1.45268
MESH:D004916,Angina Pectoris,1.45268
MESH:D000741,Angina Pectoris,4.35805
MESH:D013922,Angina Pectoris,7.26342
MESH:D009190,Angina Pectoris,1.45268
MESH:D011087,Angina Pectoris,8.7161
MESH:D055728,Angina Pectoris,1.45268
MESH:D017681,Angina Pectoris,1.45268
MESH:D019851,Angina Pectoris,8.7161
MESH:D010505,Angina Pectoris,2.90537
MESH:D008180,Angina Pectoris,26.1483
MESH:D015470,Acute Coronary Syndrome,2.59796
MESH:D009101,Acute Coronary Syndrome,2.59796
MESH:D015179,Acute Coronary Syndrome,2.59796
MESH:D010190,Acute Coronary Syndrome,2.59796
MESH:D010051,Acute Coronary Syndrome,5.19592
MESH:D008175,Acute Coronary Syndrome,5.19592
MESH:D011087,Acute Coronary Syndrome,2.59796
MESH:D019851,Acute Coronary Syndrome,7.79388
MESH:D008180,Acute Coronary Syndrome,5.19592
MESH:D015464,"Angina, Unstable",2.24256
MESH:D015470,"Angina, Unstable",2.24256
MESH:D012516,"Angina, Unstable",2.24256
MESH:D006528,"Angina, Unstable",6.72768
MESH:D018288,"Angina, Unstable",2.24256
MESH:D001943,"Angina, Unstable",2.24256
MESH:D015179,"Angina, Unstable",2.24256
MESH:D008175,"Angina, Unstable",6.72768
MESH:D006502,"Angina, Unstable",2.24256
MESH:D002538,"Angina, Unstable",2.24256
MESH:D013922,"Angina, Unstable",4.48512
MESH:D009190,"Angina, Unstable",4.48512
MESH:D019851,"Angina, Unstable",8.97024
MESH:D008180,"Angina, Unstable",6.72768
MESH:D006528,"Angina Pectoris, Variant",3.26595
MESH:D018288,"Angina Pectoris, Variant",3.26595
MESH:D001943,"Angina Pectoris, Variant",3.26595
MESH:D008175,"Angina Pectoris, Variant",13.0638
MESH:D015473,Earache,2.81792
MESH:D018288,Earache,2.81792
MESH:D009456,Earache,2.81792
MESH:D009101,Earache,2.81792
MESH:D001943,Earache,2.81792
MESH:D008175,Earache,16.9075
MESH:D001816,Earache,2.81792
MESH:D008180,Earache,2.81792
MESH:D012516,Toothache,2.73058
MESH:D009101,Toothache,2.73058
MESH:D001943,Toothache,2.73058
MESH:D008175,Toothache,2.73058
MESH:D009396,Flank Pain,3.14886
MESH:D010190,Flank Pain,3.14886
MESH:D008175,Flank Pain,3.14886
MESH:D000741,Flank Pain,3.14886
MESH:D008180,Flank Pain,3.14886
MESH:D010190,Glossalgia,4.01662
MESH:D009190,Glossalgia,4.01662
MESH:D006528,"Pain, Postoperative",3.35571
MESH:D018288,"Pain, Postoperative",1.67786
MESH:D009101,"Pain, Postoperative",1.67786
MESH:D001943,"Pain, Postoperative",48.6578
MESH:D015179,"Pain, Postoperative",8.38928
MESH:D013274,"Pain, Postoperative",3.35571
MESH:D010190,"Pain, Postoperative",13.4228
MESH:D010051,"Pain, Postoperative",5.03357
MESH:D008175,"Pain, Postoperative",10.0671
MESH:D011471,"Pain, Postoperative",20.1343
MESH:D001749,"Pain, Postoperative",10.0671
MESH:D000361,"Pain, Postoperative",1.67786
MESH:D019851,"Pain, Postoperative",1.67786
MESH:D017492,"Pain, Postoperative",1.67786
MESH:D015470,Pelvic Pain,2.04108
MESH:D012516,Pelvic Pain,2.04108
MESH:D005910,Pelvic Pain,2.04108
MESH:D018288,Pelvic Pain,2.04108
MESH:D009456,Pelvic Pain,2.04108
MESH:D001943,Pelvic Pain,2.04108
MESH:D046152,Pelvic Pain,4.08216
MESH:D015179,Pelvic Pain,2.04108
MESH:D010051,Pelvic Pain,75.5199
MESH:D011471,Pelvic Pain,20.4108
MESH:D001749,Pelvic Pain,14.2875
MESH:D008180,Pelvic Pain,2.04108
MESH:D010051,Dysmenorrhea,22.0808
MESH:D001749,Dysmenorrhea,2.7601
MESH:D000741,Dysmenorrhea,2.7601
MESH:D019851,Dysmenorrhea,2.7601
MESH:D008180,Dysmenorrhea,2.7601
MESH:D001943,Reticulocytosis,5.1693
MESH:D000741,Reticulocytosis,5.1693
MESH:D013274,Aerophagy,4.07069
MESH:D010190,Aerophagy,4.07069
MESH:D054198,Anorexia,10.9516
MESH:D015464,Anorexia,1.82526
MESH:D015470,Anorexia,14.6021
MESH:D009396,Anorexia,1.82526
MESH:D012516,Anorexia,1.82526
MESH:D005910,Anorexia,5.47578
MESH:D006528,Anorexia,29.2042
MESH:D018288,Anorexia,29.2042
MESH:D009101,Anorexia,10.9516
MESH:D001943,Anorexia,69.3599
MESH:D046152,Anorexia,1.82526
MESH:D015179,Anorexia,40.1557
MESH:D013274,Anorexia,85.7872
MESH:D010190,Anorexia,65.7094
MESH:D010051,Anorexia,20.0779
MESH:D008175,Anorexia,136.895
MESH:D011471,Anorexia,20.0779
MESH:D001749,Anorexia,23.7284
MESH:D009634,Anorexia,1.82526
MESH:D000741,Anorexia,3.65052
MESH:D009190,Anorexia,3.65052
MESH:D008180,Anorexia,7.30104
MESH:D054198,Constipation,4.78175
MESH:D015470,Constipation,3.18783
MESH:D015473,Constipation,1.59392
MESH:D005910,Constipation,1.59392
MESH:D011125,Constipation,3.18783
MESH:D018288,Constipation,7.96958
MESH:D009456,Constipation,3.18783
MESH:D009101,Constipation,30.2844
MESH:D001943,Constipation,23.9087
MESH:D046152,Constipation,1.59392
MESH:D015179,Constipation,39.8479
MESH:D013274,Constipation,6.37566
MESH:D010190,Constipation,3.18783
MESH:D010051,Constipation,30.2844
MESH:D008175,Constipation,27.0966
MESH:D011471,Constipation,25.5026
MESH:D001749,Constipation,1.59392
MESH:D009190,Constipation,3.18783
MESH:D010505,Constipation,3.18783
MESH:D008180,Constipation,1.59392
MESH:D017492,Constipation,1.59392
MESH:D054198,Diarrhea,9.23188
MESH:D015464,Diarrhea,9.23188
MESH:D015470,Diarrhea,18.4638
MESH:D015473,Diarrhea,0.923188
MESH:D008415,Diarrhea,16.6174
MESH:D012516,Diarrhea,0.923188
MESH:D005910,Diarrhea,1.84638
MESH:D008527,Diarrhea,0.923188
MESH:D011125,Diarrhea,2.76956
MESH:D006528,Diarrhea,21.2333
MESH:D018288,Diarrhea,12.9246
MESH:D009456,Diarrhea,7.38551
MESH:D009101,Diarrhea,14.771
MESH:D008258,Diarrhea,6.46232
MESH:D001943,Diarrhea,62.7768
MESH:D046152,Diarrhea,2.76956
MESH:D015179,Diarrhea,177.252
MESH:D013274,Diarrhea,60.9304
MESH:D010190,Diarrhea,167.097
MESH:D010051,Diarrhea,23.0797
MESH:D008175,Diarrhea,118.168
MESH:D011471,Diarrhea,72.9319
MESH:D001749,Diarrhea,15.6942
MESH:D009634,Diarrhea,1.84638
MESH:D054990,Diarrhea,3.69275
MESH:D001260,Diarrhea,1.84638
MESH:D004916,Diarrhea,0.923188
MESH:D000741,Diarrhea,1.84638
MESH:D014923,Diarrhea,0.923188
MESH:D013922,Diarrhea,0.923188
MESH:D000361,Diarrhea,58.1609
MESH:D009190,Diarrhea,8.30869
MESH:D055728,Diarrhea,0.923188
MESH:D017681,Diarrhea,4.61594
MESH:D019851,Diarrhea,1.84638
MESH:D019871,Diarrhea,0.923188
MESH:D011038,Diarrhea,0.923188
MESH:D010505,Diarrhea,9.23188
MESH:D008180,Diarrhea,14.771
MESH:D017074,Diarrhea,18.4638
MESH:D054198,"Diarrhea, Infantile",2.28125
MESH:D010190,"Diarrhea, Infantile",4.56249
MESH:D054990,"Diarrhea, Infantile",2.28125
MESH:D000741,"Diarrhea, Infantile",2.28125
MESH:D014923,"Diarrhea, Infantile",2.28125
MESH:D000361,"Diarrhea, Infantile",4.56249
MESH:D008415,Dyspepsia,4.1641
MESH:D009456,Dyspepsia,2.08205
MESH:D001943,Dyspepsia,4.1641
MESH:D046152,Dyspepsia,2.08205
MESH:D015179,Dyspepsia,4.1641
MESH:D013274,Dyspepsia,310.226
MESH:D010190,Dyspepsia,12.4923
MESH:D010051,Dyspepsia,6.24616
MESH:D008175,Dyspepsia,2.08205
MESH:D000361,Dyspepsia,2.08205
MESH:D017681,Dyspepsia,2.08205
MESH:D013274,Eructation,7.95581
MESH:D010190,Eructation,3.97791
MESH:D001943,Flatulence,3.13787
MESH:D015179,Flatulence,3.13787
MESH:D013274,Flatulence,6.27573
MESH:D010051,Flatulence,15.6893
MESH:D011471,Flatulence,15.6893
MESH:D001749,Flatulence,3.13787
MESH:D054198,Gagging,3.73223
MESH:D054198,Halitosis,3.24141
MESH:D010190,Halitosis,3.24141
MESH:D008175,Halitosis,3.24141
MESH:D008415,Heartburn,3.17687
MESH:D001943,Heartburn,12.7075
MESH:D013274,Heartburn,15.8843
MESH:D010190,Heartburn,6.35374
MESH:D054990,Heartburn,3.17687
MESH:D008180,Heartburn,6.35374
MESH:D054198,Hiccup,2.95373
MESH:D009396,Hiccup,2.95373
MESH:D005910,Hiccup,2.95373
MESH:D018288,Hiccup,2.95373
MESH:D013274,Hiccup,5.90745
MESH:D010190,Hiccup,5.90745
MESH:D008175,Hiccup,8.86118
MESH:D008180,Hiccup,2.95373
MESH:D054198,Hyperphagia,2.39932
MESH:D013274,Hyperphagia,2.39932
MESH:D010190,Hyperphagia,2.39932
MESH:D008180,Hyperphagia,2.39932
MESH:D008180,Bulimia,2.76386
MESH:D054198,Nausea,28.4688
MESH:D015464,Nausea,10.2488
MESH:D015470,Nausea,39.8564
MESH:D015473,Nausea,4.55501
MESH:D009396,Nausea,2.27751
MESH:D008415,Nausea,1.13875
MESH:D012516,Nausea,9.11002
MESH:D005910,Nausea,22.7751
MESH:D008527,Nausea,7.97127
MESH:D011125,Nausea,1.13875
MESH:D006528,Nausea,23.9138
